Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
西斯哈姆普拉 ;100024;SIA;1938;1941;1990;1990;2;4;2;1;0;4;0;L100024;1938;1999;1999;x
韦恰延朗萨里特 ;100025;SIA;1930;1939;1990;1990;2;4;128;1;0;4;0;L100025;1930;1999;1999;x
威七宋克拉姆 ;100026;SIA;1946;1990;1990;1990;3;4;32;0;0;4;0;L100026;1946;1999;1999;x
威七瓦塔卡恩 ;100027;SIA;1943;1945;1990;1990;2;4;0;1;0;4;0;L100027;1943;1999;1999;x
参纳纳它尤塔 ;100028;SIA;1938;1990;1990;1990;3;4;0;0;0;4;1;L100028;1938;1999;1999;x
卡莫纳温 ;100029;SIA;1930;1930;1990;1990;2;4;0;0;0;4;1;L100029;1930;1943;1999;x
卢安森布拉诺 ;100030;SIA;1930;1939;1990;1990;2;4;0;1;0;5;1;L100030;1930;1999;1999;x
蓬拉信塔纳瓦 ;100031;SIA;1938;1942;1990;1990;2;4;0;1;0;3;1;L100031;1938;1999;1999;x
普纳瓦萨瓦 ;100032;SIA;1940;1944;1990;1990;2;4;0;1;0;4;1;L100032;1940;1999;1999;x
朴蒂亚南 ;100033;SIA;1930;1990;1990;1990;3;4;0;0;0;3;1;L100033;1930;1999;1999;x
比差出拉于哈 ;100034;SIA;1944;1990;1990;1990;3;4;1024;0;0;4;1;L100034;1944;1999;1999;x
探隆纳瓦萨瓦 ;100035;SIA;1930;1930;1990;1990;2;4;0;0;0;4;1;L100035;1930;1942;1999;x
威占沃拉亚克 ;100036;SIA;1943;1990;1990;1990;3;4;8192;0;0;4;1;L100036;1943;1999;1999;x
威奇西乔拉泰 ;100037;SIA;1944;1990;1990;1990;3;4;0;0;0;4;1;L100037;1944;1999;1999;x
育他萨科宋 ;100038;SIA;1930;1938;1942;1990;1;5;0;2;0;4;1;L100038;1930;1999;1999;x
阿米诺斯拉亚科恩 ;100039;SIA;1944;1990;1990;1990;3;4;0;0;0;4;2;L100039;1944;1999;1999;x
阿尔武德斯基科恩 ;100040;SIA;1944;1946;1990;1990;2;4;0;1;0;4;2;L100040;1944;1999;1999;x
差林马卡斯 ;100041;SIA;1943;1945;1990;1990;2;4;0;1;0;4;2;L100041;1943;1999;1999;x
差林马吉亚特 ;100042;SIA;1930;1930;1930;1990;1;4;0;1;0;3;2;L100042;1930;1999;1999;x
凯宋克拉姆 ;100043;SIA;1930;1990;1990;1990;3;5;0;0;0;4;2;L100043;1930;1999;1999;x
普克萨姆利 ;100044;SIA;1940;1990;1990;1990;3;4;0;0;0;3;2;L100044;1940;1999;1999;x
普拉瓦斯亚姆希 ;100045;SIA;1938;1990;1990;1990;3;4;0;0;0;3;2;L100045;1938;1999;1999;x
西巴萨克拉科恩 ;100046;SIA;1941;1990;1990;1990;3;4;0;0;0;4;2;L100046;1941;1999;1999;x
信徒宋赫拉姆柴 ;100047;SIA;1945;1990;1990;1990;3;4;131072;0;0;4;2;L100047;1945;1999;1999;x
他耶恩皮卡 ;100048;SIA;1930;1940;1990;1990;2;4;4096;1;0;5;2;L100048;1930;1943;1999;x
韦恰延朗萨里特 ;100049;SIA;1930;1939;1990;1990;2;4;65536;1;0;4;2;L100049;1930;1999;1999;x
韦哈萨亚伦 ;100050;SIA;1930;1930;1990;1990;2;4;0;0;0;5;2;L100050;1930;1999;1999;x
