Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
保卡 ;9765;FIN;1930;1990;1990;1990;3;4;1024;1;0;5;1;L9765;1930;1999;1999;x
拉霍拉 ;9766;FIN;1938;1942;1990;1990;2;5;2048;2;0;4;1;L9766;1938;1999;1999;x
贝格 ;9767;FIN;1939;1990;1990;1990;3;4;0;1;0;4;2;L9767;1939;1999;1999;x
布雷默 ;9768;FIN;1942;1990;1990;1990;3;4;0;1;0;4;2;L9768;1942;1999;1999;x
伊斯库拉 ;9769;FIN;1930;1990;1990;1990;3;4;0;1;0;4;2;L9769;1930;1940;1999;x
贾比尔逊 ;9770;FIN;1930;1990;1990;1990;3;5;0;1;0;5;2;L9770;1930;1999;1999;x
拉里奥 ;9771;FIN;1938;1990;1990;1990;3;4;0;1;0;4;2;L9771;1938;1999;1999;x
洛伦茨 ;9772;FIN;1938;1942;1990;1990;2;8;12288;3;0;4;2;L9772;1938;1999;1999;x
伦德奎斯特 ;9773;FIN;1930;1930;1990;1990;2;8;12288;2;0;4;2;L9773;1930;1999;1999;x
马格内森 ;9774;FIN;1937;1990;1990;1990;3;4;0;1;0;5;2;L9774;1937;1943;1999;x
奥帕斯 ;9775;FIN;1941;1990;1990;1990;3;5;0;1;0;5;2;L9775;1941;1999;1999;x
帕加里 ;9776;FIN;1938;1990;1990;1990;3;4;8192;1;0;4;2;L9776;1938;1999;1999;x
沙尔科 ;9777;FIN;1930;1939;1943;1990;1;4;0;3;0;5;2;L9777;1930;1999;1999;x
西伦 ;9778;FIN;1938;1990;1990;1990;3;4;0;1;0;4;2;L9778;1938;1999;1999;x
索梅托 ;9779;FIN;1930;1930;1990;1990;2;5;0;1;0;4;2;L9779;1930;1999;1999;x
