Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
克拉姆 ;41;GER;1942;1943;1990;1990;3;5;128;2;0;5;0;L41;1942;1999;x
克兰茨 ;42;GER;1938;1940;1990;1990;3;5;0;2;0;5;0;L42;1938;1941;x
克鲁威尔 ;43;GER;1939;1941;1990;1990;3;7;128;3;0;5;0;L43;1939;1942;x
德·安杰利斯 ;44;GER;1939;1940;1942;1990;2;8;4;4;0;5;0;L44;1939;1999;x
德·博利厄 ;45;GER;1943;1944;1990;1990;2;5;2;2;0;5;0;L45;1943;1999;x
德克尔 ;46;GER;1943;1944;1990;1990;3;5;128;2;0;5;0;L46;1943;1999;x
德纳 ;47;GER;1940;1942;1990;1990;2;6;2;2;0;5;0;L47;1940;1999;x
德默 ;48;GER;1943;1990;1990;1990;3;5;32;1;0;5;0;L48;1943;1999;x
迪特尔 ;49;GER;1938;1940;1942;1990;2;9;264;6;0;5;0;L49;1938;1999;x
迪格昂·冯·蒙泰顿 ;50;GER;1942;1943;1990;1990;3;5;0;2;0;5;0;L50;1942;1999;x
多斯特勒 ;51;GER;1941;1943;1990;1990;2;6;0;2;0;5;0;L51;1941;1999;x
多尔曼 ;52;GER;1930;1930;1940;1990;1;7;514;3;0;5;0;L52;1930;1999;x
埃贝巴赫 ;53;GER;1942;1943;1990;1990;2;5;128;2;0;5;0;L53;1942;1999;x
艾布尔 ;54;GER;1941;1942;1990;1990;3;5;0;2;0;5;0;L54;1941;1943;x
法尔姆巴切尔 ;55;GER;1937;1940;1990;1990;2;5;0;2;0;5;0;L55;1937;1999;x
费尔伯 ;56;GER;1937;1940;1990;1990;2;7;4;2;0;5;0;L56;1937;1999;x
巴德尔 ;57;GER;1940;1942;1944;1990;2;6;0;3;0;5;0;L57;1940;1999;x
费斯曼 ;58;GER;1930;1930;1941;1990;2;6;640;2;0;4;0;L58;1930;1943;x
菲舍尔·M. ;59;GER;1944;1990;1990;1990;3;5;4;1;0;5;0;L59;1944;1999;x
菲舍尔·冯·魏克斯塔尔 ;60;GER;1938;1941;1990;1990;2;5;0;2;0;5;0;L60;1938;1999;x
弗勒尔克 ;61;GER;1943;1944;1990;1990;3;5;0;2;0;5;0;L61;1943;1999;x
福尔特曼 ;62;GER;1939;1941;1990;1990;2;5;0;2;0;5;0;L62;1939;1999;x
福斯特 ;63;GER;1942;1943;1990;1990;3;5;0;2;0;5;0;L63;1942;1999;x
福特纳 ;64;GER;1941;1942;1990;1990;2;5;0;2;0;5;0;L64;1941;1999;x
富凯 ;65;GER;1942;1990;1990;1990;3;5;2;1;0;5;0;L65;1942;1999;x
福克斯 ;66;GER;1945;1990;1990;1990;3;5;0;1;0;5;0;L66;1945;1999;x
弗拉内克 ;67;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L67;1942;1999;x
弗兰克 ;68;GER;1930;1941;1990;1990;3;6;513;1;0;5;0;L68;1930;1942;x
弗兰科维奇 ;69;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L69;1942;1999;x
弗朗茨 ;70;GER;1944;1990;1990;1990;3;5;0;1;0;5;0;L70;1944;1999;x
弗雷梅赖 ;71;GER;1941;1943;1990;1990;3;5;32;2;0;5;0;L71;1941;1999;x
弗伦金 ;72;GER;1942;1990;1990;1990;3;5;0;1;0;5;0;L72;1942;1999;x
弗雷特·比科·M. ;73;GER;1941;1942;1990;1990;2;7;3;2;0;5;0;L73;1941;1999;x
弗罗伊特尔 ;74;GER;1942;1990;1990;1990;3;5;64;1;0;5;0;L74;1942;1999;x
弗里斯纳 ;75;GER;1940;1942;1944;1990;2;6;4;3;0;5;0;L75;1940;1999;x
弗龙霍费尔 ;76;GER;1944;1990;1990;1990;3;5;1;1;0;5;0;L76;1944;1999;x
弗赖塔格 ;77;GER;1942;1990;1990;1990;3;5;0;1;0;5;0;L77;1942;1999;x
弗洛姆 ;78;GER;1930;1938;1940;1990;1;6;0;3;0;2;0;L78;1930;1999;x
弗伦巴赫 ;79;GER;1930;1930;1990;1990;2;6;513;1;0;5;0;L79;1930;1942;x
弗尔斯特 ;80;GER;1930;1938;1990;1990;2;6;32;2;0;5;0;L80;1930;1999;x
弗奇 ;81;GER;1942;1943;1944;1990;3;6;4;3;0;5;0;L81;1943;1999;x
加赖斯 ;82;GER;1942;1943;1945;1990;2;6;0;3;0;5;0;L82;1942;1999;x
高斯 ;83;GER;1941;1943;1990;1990;2;6;0;2;0;5;0;L83;1941;1999;x
格耶尔 ;84;GER;1930;1930;1990;1990;2;6;514;1;0;5;0;L84;1930;1943;x
吉尔·冯·施韦朋堡 ;85;GER;1930;1937;1941;1990;2;8;132;5;0;5;0;L85;1930;1999;x
格洛克 ;86;GER;1930;1930;1940;1990;2;5;0;3;0;5;0;L86;1930;1999;x
戈尔尼克 ;87;GER;1941;1943;1990;1990;2;5;1;2;0;5;0;L87;1941;1999;x
戈尔维策 ;88;GER;1939;1941;1944;1990;2;6;0;3;0;5;0;L88;1939;1999;x
格雷泽尔·F·H. ;89;GER;1941;1943;1990;1990;3;6;128;2;0;5;0;L89;1941;1999;x
戈里瑟尼尔 ;90;GER;1939;1941;1990;1990;2;5;32;2;0;5;0;L90;1939;1943;x
格雷纳 ;91;GER;1942;1943;1990;1990;2;6;0;2;0;5;0;L91;1942;1999;x
格里迈斯 ;92;GER;1942;1943;1945;1990;2;6;2;3;0;5;0;L92;1942;1999;x
格罗斯曼 ;93;GER;1941;1943;1990;1990;2;5;0;2;0;5;0;L93;1941;1999;x
古德里安 ;94;GER;1930;1938;1940;1990;1;9;148;6;0;5;0;L94;1930;1999;x
加兰 ;95;GER;1942;1943;1990;1990;3;6;4;2;0;5;0;L95;1942;1999;x
戈拜尔 ;96;GER;1943;1990;1990;1990;3;5;0;1;0;5;0;L96;1943;1999;x
哈克 ;97;GER;1942;1990;1990;1990;3;5;2;1;0;5;0;L97;1942;1999;x
哈德 ;98;GER;1939;1941;1990;1990;2;5;128;2;0;5;0;L98;1939;1999;x
哈斯 ;99;GER;1945;1990;1990;1990;3;5;0;1;0;5;0;L99;1945;1999;x
哈斯·A. ;100;GER;1937;1940;1990;1990;2;5;0;2;0;5;0;L100;1937;1999;x
哈塞·C. ;101;GER;1930;1937;1940;1990;2;5;64;3;0;5;0;L101;1930;1943;x
哈修斯 ;102;GER;1941;1942;1990;1990;2;5;0;2;0;5;0;L102;1941;1943;x
黑克尔 ;103;GER;1940;1942;1990;1990;3;5;0;2;0;5;0;L103;1940;1999;x
哈赫特尔 ;104;GER;1941;1990;1990;1990;3;5;0;1;0;5;0;L104;1941;1943;x
哈林 ;105;GER;1944;1990;1990;1990;3;5;0;1;0;5;0;L105;1944;1999;x
哈林·冯·兰泽纳 ;106;GER;1941;1990;1990;1990;3;5;0;1;0;5;0;L106;1941;1943;x
哈恩勒 ;107;GER;1944;1945;1990;1990;2;5;64;2;0;5;0;L107;1944;1999;x
哈尼克 ;108;GER;1930;1939;1990;1990;2;7;516;3;0;5;0;L108;1930;1999;x
哈格曼 ;109;GER;1943;1944;1990;1990;2;5;128;2;0;5;0;L109;1943;1999;x
哈格尔 ;110;GER;1940;1990;1990;1990;3;5;0;1;0;5;0;L110;1940;1999;x
哈姆 ;111;GER;1942;1943;1945;1990;3;6;0;3;0;5;0;L111;1942;1999;x
哈恩 ;112;GER;1930;1930;1990;1990;2;5;0;1;0;5;0;L112;1930;1938;x
哈恩 ;113;GER;1942;1990;1990;1990;3;5;16;1;0;5;0;L113;1942;1999;x
弗兰茨 哈尔德 ;114;GER;1930;1930;1940;1990;1;8;5;4;0;5;0;L114;1930;1999;x
哈曼 ;115;GER;1942;1944;1990;1990;2;5;8;2;0;5;0;L115;1942;1999;x
冯·哈默施泰因·埃克沃德·K. ;116;GER;1930;1930;1930;1990;1;6;513;2;0;5;0;L116;1930;1999;x
汉森·C. ;117;GER;1930;1938;1940;1990;2;6;0;3;0;5;0;L117;1930;1999;x
汉森·O. ;118;GER;1945;1990;1990;1990;3;7;0;1;0;5;0;L118;1945;1999;x
哈尔佩 ;119;GER;1940;1942;1944;1990;2;7;128;4;0;5;0;L119;1940;1999;x
哈伦道夫 ;120;GER;1945;1990;1990;1990;3;5;0;1;0;5;0;L120;1945;1999;x
哈特尼科 ;121;GER;1942;1943;1990;1990;3;7;256;3;0;5;0;L121;1942;1999;x
哈特曼·W. ;123;GER;1941;1943;1990;1990;2;5;1;2;0;5;0;L123;1941;1999;x
哈塞 ;124;GER;1930;1930;1990;1990;3;6;514;1;0;5;0;L124;1930;1999;x
哈森施泰因 ;125;GER;1944;1990;1990;1990;3;5;8;1;0;5;0;L125;1944;1999;x
豪克 ;126;GER;1943;1944;1990;1990;3;5;0;2;0;5;0;L126;1943;1999;x
豪费 ;127;GER;1941;1943;1990;1990;2;5;0;2;0;5;0;L127;1941;1999;x
海德里希 ;128;GER;1942;1943;1990;1990;2;7;256;3;0;5;0;L128;1942;1999;x
海姆 ;129;GER;1941;1942;1990;1990;3;5;0;2;0;5;0;L129;1941;1999;x
海因里西 ;130;GER;1930;1938;1943;1990;2;8;66;5;0;5;0;L130;1930;1999;x
海茨 ;131;GER;1930;1930;1943;1990;2;6;0;3;0;5;0;L131;1930;1999;x
黑尔 ;132;GER;1938;1940;1942;1990;2;6;72;3;0;5;0;L132;1938;1999;x
黑尔米希 ;133;GER;1939;1941;1990;1990;3;5;0;2;0;5;0;L133;1939;1999;x
亨兹 ;134;GER;1943;1945;1990;1990;3;5;0;2;0;5;0;L134;1943;1999;x
赫尔 ;135;GER;1942;1943;1990;1990;2;6;128;2;0;5;0;L135;1942;1999;x
赫尔佐克 ;136;GER;1939;1941;1990;1990;2;5;64;2;0;5;0;L136;1939;1999;x
赫伯特 ;137;GER;1939;1940;1945;1990;2;7;4;3;0;5;0;L137;1939;1999;x
赫特 ;138;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L138;1942;1999;x
希茨费尔德 ;139;GER;1943;1945;1990;1990;3;5;4;2;0;5;0;L139;1943;1999;x
霍普纳;140;GER;1930;1938;1940;1990;1;7;128;4;0;2;0;L140;1930;1999;x
霍利特 ;141;GER;1938;1940;1943;1990;2;6;0;3;0;5;0;L141;1938;1999;x
霍斯巴赫 ;142;GER;1942;1943;1990;1990;2;5;4;2;0;5;0;L142;1942;1999;x
霍特 ;143;GER;1930;1930;1940;1990;1;8;133;5;0;5;0;L143;1930;1999;x
胡贝 ;144;GER;1940;1942;1944;1990;2;8;128;4;0;5;0;L144;1940;1999;x
许特纳 ;145;GER;1945;1990;1990;1990;3;6;4;1;0;5;0;L145;1945;1999;x
雅各布 ;146;GER;1930;1938;1940;1990;2;5;32;3;0;5;0;L146;1930;1999;x
耶内科 ;147;GER;1939;1941;1944;1990;2;6;4;3;0;5;0;L147;1939;1999;x
尧尔 ;148;GER;1943;1945;1990;1990;3;5;128;2;0;5;0;L148;1943;1999;x
约德尔·A. ;149;GER;1930;1940;1944;1990;2;7;5;3;0;5;0;L149;1930;1999;x
约德尔·F. ;150;GER;1942;1944;1990;1990;3;6;256;2;0;5;0;L150;1942;1999;x
约翰 ;151;GER;1943;1944;1990;1990;3;5;1;2;0;5;0;L151;1943;1999;x
乔丹 ;152;GER;1941;1942;1990;1990;2;5;0;2;0;5;0;L152;1941;1999;x
卡尔马科夫 ;153;GER;1939;1941;1990;1990;2;6;4;2;0;4;0;L153;1939;1941;x
凯特尔·W. ;154;GER;1930;1930;1938;1940;0;5;5;2;0;5;0;L154;1930;1999;x
肯普夫 ;155;GER;1938;1940;1990;1990;2;6;128;2;0;5;0;L155;1938;1999;x
凯塞尔 ;156;GER;1942;1943;1945;1990;3;6;0;3;0;5;0;L156;1942;1999;x
凯塞林 ;157;GER;1930;1930;1930;1930;0;9;2;6;0;5;0;L157;1943;1999;x
基尼茨 ;158;GER;1930;1937;1990;1990;2;5;0;2;0;5;0;L158;1930;1999;x
克瑞希海姆 ;159;GER;1940;1942;1990;1990;3;5;1;2;0;5;0;L159;1940;1999;x
基希纳 ;160;GER;1938;1940;1942;1990;2;6;128;3;0;5;0;L160;1938;1999;x
克拉特 ;161;GER;1943;1944;1990;1990;2;5;0;2;0;5;0;L161;1943;1999;x
科利曼 ;162;GER;1941;1943;1990;1990;3;5;128;2;0;5;0;L162;1941;1999;x
克勒费尔 ;163;GER;1939;1941;1990;1990;3;6;516;2;0;5;0;L163;1939;1999;x
克鲁格 ;164;GER;1942;1943;1944;1990;2;8;1;5;0;5;0;L164;1942;1999;x
科赫 ;165;GER;1930;1940;1990;1990;3;5;0;2;0;5;0;L165;1930;1942;x
科赫·埃尔帕奇 ;166;GER;1930;1937;1940;1990;2;6;0;3;0;5;0;L166;1930;1999;x
科茨 ;167;GER;1943;1990;1990;1990;3;5;0;1;0;5;0;L167;1943;1999;x
康拉德 ;168;GER;1939;1940;1942;1990;2;6;256;3;0;5;0;L168;1939;1999;x
科尔菲斯 ;169;GER;1940;1990;1990;1990;3;5;0;1;0;3;0;L169;1940;1943;x
克雷布斯 ;170;GER;1942;1943;1944;1990;2;6;2;3;0;5;0;L170;1942;1999;x
克赖辛 ;171;GER;1940;1942;1990;1990;3;5;256;2;0;5;0;L171;1940;1999;x
克里拜尔 ;172;GER;1939;1940;1943;1990;2;6;0;3;0;5;0;L172;1939;1999;x
克吕格尔·W. ;173;GER;1941;1942;1944;1990;2;6;128;3;0;5;0;L173;1941;1999;x
科泽 ;174;GER;1930;1938;1990;1990;2;6;32;2;0;5;0;L174;1930;1999;x
孔岑 ;175;GER;1938;1940;1990;1990;2;7;128;3;0;5;0;L175;1938;1999;x
屈布勒 ;176;GER;1938;1940;1990;1990;2;5;256;2;0;5;0;L176;1938;1999;x
克希林 ;177;GER;1942;1944;1990;1990;3;5;0;2;0;5;0;L177;1942;1999;x
柯尼希 ;178;GER;1944;1945;1990;1990;3;5;0;2;0;5;0;L178;1944;1999;x
兰塞尔 ;179;GER;1939;1990;1990;1990;3;5;0;1;0;5;0;L179;1939;1941;x
朗茨 ;180;GER;1938;1940;1990;1990;3;6;256;2;0;5;0;L180;1938;1999;x
拉施 ;181;GER;1942;1944;1990;1990;3;5;0;2;0;5;0;L181;1942;1999;x
劳克斯 ;182;GER;1939;1941;1990;1990;2;5;2;2;0;5;0;L182;1939;1999;x
利布 ;183;GER;1930;1937;1939;1990;2;6;4;3;0;5;0;L183;1930;1999;x
勒梅尔森 ;184;GER;1937;1940;1990;1990;2;7;128;3;0;5;0;L184;1937;1999;x
利布 ;185;GER;1941;1943;1990;1990;2;5;8;2;0;5;0;L185;1941;1999;x
利布曼 ;186;GER;1930;1930;1930;1990;1;6;513;1;0;5;0;L186;1930;1940;x
里希尔 ;187;GER;1938;1940;1942;1990;2;6;0;3;0;5;0;L187;1938;1999;x
林德曼 ;188;GER;1930;1938;1942;1990;1;7;0;3;0;5;0;L188;1930;1999;x
李斯特 ;189;GER;1930;1930;1939;1940;0;8;5;5;0;5;0;L189;1930;1999;x
洛赫 ;190;GER;1937;1940;1990;1990;2;5;2;2;0;5;0;L190;1937;1999;x
卢赫特 ;191;GER;1941;1943;1990;1990;3;5;64;2;0;5;0;L191;1941;1999;x
卢茨 ;192;GER;1930;1930;1990;1990;2;5;128;2;0;5;0;L192;1930;1999;x
奥勒布 ;193;GER;1938;1942;1990;1990;2;5;64;2;0;5;0;L193;1938;1999;x
马克斯 ;194;GER;1938;1941;1990;1990;3;6;0;2;0;4;0;L194;1938;1999;x
马滕克洛特 ;195;GER;1938;1942;1990;1990;2;5;0;2;0;5;0;L195;1938;1999;x
亚伯拉罕 ;196;GER;1941;1943;1990;1990;2;5;1;2;0;5;0;L196;1941;1999;x
毛斯 ;197;GER;1944;1945;1990;1990;3;7;128;3;0;5;0;L197;1944;1999;x
孟德尔 ;198;GER;1941;1943;1944;1990;2;6;256;3;0;5;0;L198;1941;1999;x
迈尔·比尔多夫 ;199;GER;1943;1944;1990;1990;3;5;2;2;0;5;0;L199;1943;1999;x
密斯 ;200;GER;1940;1942;1990;1990;2;6;64;2;0;5;0;L200;1940;1999;x
米斯 ;201;GER;1940;1943;1990;1990;2;5;2;2;0;5;0;L201;1940;1999;x
莫德尔 ;202;GER;1938;1940;1942;1944;1;9;16777379;7;0;5;0;L202;1938;1999;x
穆勒·A. ;203;GER;1930;1990;1990;1990;3;5;514;1;0;5;0;L203;1930;1939;x
穆勒·安 ;204;GER;1930;1941;1990;1990;3;5;4;2;0;5;0;L204;1930;1999;x
穆勒·F·W. ;205;GER;1940;1944;1990;1990;3;5;4;2;0;5;0;L205;1940;1999;x
内林 ;206;GER;1930;1939;1942;1990;2;6;128;4;0;5;0;L206;1930;1999;x
尼科尔 ;207;GER;1943;1944;1990;1990;2;5;0;2;0;5;0;L207;1943;1999;x
尼霍夫 ;208;GER;1943;1944;1990;1990;2;6;0;2;0;5;0;L208;1943;1999;x
尼曼克 ;209;GER;1945;1990;1990;1990;3;5;128;1;0;5;0;L209;1945;1999;x
欧切斯纳 ;210;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L210;1942;1999;x
奥德布莱克特 ;211;GER;1939;1941;1942;1990;3;6;0;3;0;5;0;L211;1939;1999;x
奥尔布里希特 ;212;GER;1938;1940;1990;1990;3;5;0;2;0;2;0;L212;1938;1999;x
奥特 ;213;GER;1930;1940;1990;1990;3;5;0;2;0;5;0;L213;1930;1999;x
潘维茨 ;214;GER;1941;1943;1990;1990;3;6;12;2;0;5;0;L214;1941;1999;x
保卢斯 ;215;GER;1939;1940;1942;1943;1;8;3;5;0;5;0;L215;1939;1999;x
佩舍尔 ;216;GER;1941;1943;1990;1990;3;6;4;2;0;5;0;L216;1941;1999;x
佩泽尔 ;217;GER;1930;1939;1990;1990;2;5;4;2;0;5;0;L217;1930;1999;x
菲佛 ;218;GER;1940;1942;1990;1990;2;5;64;2;0;5;0;L218;1940;1999;x
菲利浦 ;219;GER;1941;1942;1990;1990;2;5;1;2;0;5;0;L219;1941;1999;x
普劳恩 ;220;GER;1939;1942;1990;1990;3;5;128;2;0;5;0;L220;1939;1999;x
拉姆克 ;221;GER;1941;1942;1943;1990;2;7;256;3;0;5;0;L221;1941;1999;x
拉斯普 ;222;GER;1943;1944;1990;1990;3;5;0;2;0;5;0;L222;1943;1999;x
劳斯 ;223;GER;1941;1943;1944;1990;1;7;128;3;0;5;0;L223;1941;1999;x
莱因哈特 ;224;GER;1937;1939;1942;1990;2;6;132;3;0;5;0;L224;1937;1999;x
雷默 ;225;GER;1945;1990;1990;1990;3;7;0;2;0;5;0;L225;1945;1999;x
瑞曼 ;226;GER;1937;1940;1990;1990;2;6;2;2;0;5;0;L226;1937;1999;x
林格尔 ;227;GER;1940;1942;1944;1990;2;8;257;4;0;5;0;L227;1940;1999;x
罗登堡 ;228;GER;1940;1942;1990;1990;3;4;0;2;0;5;0;L228;1940;1943;x
罗特 ;229;GER;1943;1944;1990;1990;3;5;128;2;0;5;0;L229;1943;1999;x
隆美尔 ;230;GER;1937;1940;1941;1942;1;9;148;6;0;4;0;L230;1937;1999;x
罗夫 ;231;GER;1930;1938;1942;1990;2;7;4;3;0;5;0;L231;1930;1999;x
鲁普 ;232;GER;1941;1942;1990;1990;2;5;1;2;0;5;0;L232;1941;1943;x
勒普克 ;233;GER;1942;1944;1990;1990;3;5;0;2;0;5;0;L233;1942;1999;x
勒廷格 ;234;GER;1942;1943;1945;1990;2;6;128;3;0;5;0;L234;1942;1999;x
萨克斯 ;235;GER;1937;1939;1942;1990;2;6;1;3;0;5;0;L235;1937;1999;x
萨克森海默 ;236;GER;1944;1990;1990;1990;3;5;0;1;0;5;0;L236;1944;1999;x
夏尔 ;237;GER;1938;1939;1941;1990;2;6;128;3;0;5;0;L237;1938;1999;x
舍勒尔特 ;238;GER;1942;1990;1990;1990;3;5;0;1;0;5;0;L238;1942;1999;x
肖伯尔 ;239;GER;1938;1941;1990;1990;2;5;0;2;0;5;0;L239;1938;1999;x
施勒姆 ;240;GER;1940;1942;1944;1990;2;6;256;3;0;5;0;L240;1940;1999;x
施莱默 ;241;GER;1942;1944;1990;1990;3;5;4;2;0;5;0;L241;1942;1999;x
施利佩尔 ;242;GER;1930;1941;1990;1990;3;6;0;2;0;5;0;L242;1930;1999;x
施密特·H. ;243;GER;1930;1930;1990;1990;2;5;0;1;0;5;0;L243;1930;1943;x
施密特·R. ;244;GER;1930;1938;1942;1990;2;7;128;3;0;5;0;L244;1930;1943;x
希孟德 ;245;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L245;1942;1999;x
施尼温特 ;246;GER;1930;1930;1940;1990;2;5;0;3;0;3;0;L246;1930;1942;x
斯洛伊克 ;247;GER;1944;1990;1990;1990;3;5;0;1;0;5;0;L247;1944;1999;x
舒尔茨·F. ;248;GER;1942;1943;1944;1990;2;6;128;3;0;5;0;L248;1942;1999;x
舍尔纳 ;249;GER;1938;1940;1944;1945;2;8;259;6;0;5;0;L249;1938;1999;x
森格尔·翁德·埃特林 ;250;GER;1938;1944;1945;1990;3;7;128;3;0;5;0;L250;1938;1999;x
赛德利茨·库尔茨巴赫 ;251;GER;1939;1941;1990;1990;3;5;2;2;0;5;0;L251;1939;1943;x
西勒 ;252;GER;1943;1944;1990;1990;3;5;0;2;0;5;0;L252;1943;1999;x
西克斯特 ;253;GER;1941;1943;1990;1990;3;6;256;2;0;5;0;L253;1941;1943;x
施派德尔 ;254;GER;1942;1990;1990;1990;3;4;0;1;0;3;0;L254;1942;1999;x
施坦格 ;255;GER;1945;1990;1990;1990;3;6;256;1;0;5;0;L255;1945;1999;x
施特默尔曼 ;256;GER;1939;1942;1990;1990;3;6;0;2;0;5;0;L256;1939;1999;x
斯特劳伯 ;257;GER;1939;1941;1942;1990;2;6;16;4;0;5;0;L257;1939;1999;x
施特劳斯 ;258;GER;1930;1937;1940;1990;1;7;0;3;0;5;0;L258;1930;1999;x
施特雷克尔 ;259;GER;1938;1940;1943;1990;2;6;0;3;0;5;0;L259;1938;1999;x
斯图登特 ;260;GER;1938;1940;1944;1990;2;8;290;5;0;5;0;L260;1938;1999;x
斯塔姆 ;261;GER;1930;1938;1941;1990;2;7;128;4;0;5;0;L261;1930;1942;x
弗纳特 ;262;GER;1944;1945;1990;1990;3;5;1;2;0;5;0;L262;1944;1999;x
托马舍基 ;263;GER;1942;1943;1945;1990;2;6;0;3;0;5;0;L263;1942;1999;x
托尔斯多夫 ;264;GER;1944;1945;1990;1990;3;7;12;3;0;5;0;L264;1944;1999;x
特伦博格 ;265;GER;1938;1943;1990;1990;2;5;0;2;0;5;0;L265;1938;1999;x
特勒格尔 ;266;GER;1938;1941;1990;1990;3;5;128;2;0;5;0;L266;1938;1999;x
乌列克斯 ;267;GER;1930;1930;1937;1990;2;6;1;3;0;5;0;L267;1930;1941;x
费尔 ;268;GER;1937;1938;1942;1990;2;6;128;3;0;5;0;L268;1937;1999;x
福格尔 ;269;GER;1942;1944;1990;1990;2;5;256;2;0;5;0;L269;1942;1999;x
沃克卡默·冯·克里岑斯坦巴克 ;270;GER;1942;1943;1945;1990;3;6;256;3;0;5;0;L270;1942;1999;x
福尔克斯 ;271;GER;1941;1942;1943;1990;2;6;4;3;0;5;0;L271;1941;1999;x
冯·阿尼姆 ;272;GER;1938;1939;1942;1990;2;9;129;6;0;5;0;L272;1938;1999;x
冯·阿克斯特黑尔姆 ;273;GER;1930;1939;1944;1990;2;6;2;3;0;5;0;L273;1930;1999;x
