Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
陶波迪 ;31176;HUN;1940;1990;1990;1990;3;4;256;0;0;4;0;L31176;1940;1943;1999;x
塔尔奈 ;31177;HUN;1942;1990;1990;1990;3;5;0;1;0;5;0;L31177;1942;1999;1999;x
特内格·K ;31178;HUN;1939;1942;1944;1990;2;6;64;2;0;5;0;L31178;1939;1999;1999;x
托特 ;31179;HUN;1941;1990;1990;1990;3;6;128;0;0;4;0;L31179;1941;1999;1999;x
乌伊瓦里 ;31180;HUN;1943;1990;1990;1990;3;4;16;0;0;4;0;L31180;1943;1999;1999;x
沃什陶格 ;31181;HUN;1930;1938;1990;1990;2;5;2;1;0;4;0;L31181;1930;1941;1999;x
沃陶伊 ;31182;HUN;1940;1943;1990;1990;2;6;0;2;0;1;0;L31182;1940;1999;1999;x
韦赖什 ;31183;HUN;1937;1940;1944;1990;2;7;128;3;0;5;0;L31183;1937;1999;1999;x
维拉吉 ;31184;HUN;1941;1990;1990;1990;3;4;0;0;0;3;0;L31184;1941;1999;1999;x
斯托姆 ;31185;HUN;1939;1941;1945;1990;2;7;128;3;0;5;0;L31185;1939;1999;1999;x
沃勒什 ;31186;HUN;1940;1942;1944;1990;3;7;0;1;0;5;0;L31186;1940;1999;1999;x
韦特 ;31187;HUN;1930;1930;1938;1990;1;7;513;2;0;4;0;L31187;1930;1941;1999;x
哈迪 ;31188;HUN;1935;1942;1990;1990;3;4;0;0;0;5;1;L31188;1935;1999;1999;x
霍尔蒂 ;31189;HUN;1930;1930;1930;1990;1;7;512;2;0;5;1;L31189;1930;1999;1999;x
韦特 ;31190;HUN;1930;1930;1990;1990;2;4;0;0;0;4;1;L31190;1930;1941;1999;x
安德拉什 ;31191;HUN;1944;1990;1990;1990;3;5;0;0;0;5;2;L31191;1944;1999;1999;x
德布勒蒂 ;31192;HUN;1944;1947;1990;1990;3;5;4096;1;0;4;2;L31192;1944;1999;1999;x
黑勒布龙特 ;31193;HUN;1942;1990;1990;1990;3;6;4096;0;0;5;2;L31193;1943;1999;1999;x
贾斯蒂 ;31194;HUN;1940;1942;1944;1990;1;4;0;2;0;5;2;L31194;1940;1999;1999;x
利陶伊 ;31195;HUN;1930;1936;1940;1990;1;6;512;2;0;5;0;L31195;1930;1941;1999;x
皮里蒂 ;31196;HUN;1942;1990;1990;1990;3;4;32768;0;0;4;2;L31196;1942;1999;1999;x
波特永迪 ;31197;HUN;1945;1945;1990;1990;2;4;0;1;0;4;2;L31197;1945;1999;1999;x
拉科西 ;31198;HUN;1930;1940;1990;1990;2;4;0;1;0;5;2;L31198;1930;1943;1999;x
拉帕伊奇 ;31199;HUN;1930;1939;1990;1990;2;4;16384;1;0;4;2;L31199;1930;1999;1999;x
绍鲍多什 ;31200;HUN;1943;1990;1990;1990;3;4;4096;0;0;4;2;L31200;1943;1999;1999;x
圣捷尔吉 ;31201;HUN;1945;1990;1990;1990;3;5;0;0;0;5;2;L31201;1945;1999;1999;x
索布兰奇 ;31202;HUN;1942;1990;1990;1990;3;5;0;0;0;4;2;L31202;1942;1999;1999;x
托莫尔 ;31203;HUN;1940;1946;1990;1990;2;5;0;1;0;3;2;L31203;1944;1999;1999;x
乌伊萨西 ;31204;HUN;1939;1941;1990;1990;2;5;0;1;0;5;2;L31204;1939;1999;1999;x
基拉伊·B ;31212;HUN;1949;1956;1990;1990;2;6;0;0;0;5;0;L31212;1949;1999;1999;x
邦高 ;31213;HUN;1930;1936;1990;1990;2;6;544;2;0;5;0;L31213;1930;1999;1999;x
迈德韦伊 ;31214;HUN;1930;1936;1990;1990;2;5;512;1;0;5;0;L31214;1930;1999;1999;x
法尔塔 ;31216;HUN;1930;1937;1990;1990;2;4;512;0;0;5;0;L31216;1930;1939;1999;x
鲍劳巴什 ;31218;HUN;1930;1938;1990;1990;2;5;0;1;0;5;0;L31218;1930;1999;1999;x
梅赖伊 ;31219;HUN;1930;1938;1990;1990;2;5;0;1;0;5;0;L31219;1930;1999;1999;x
基斯·J ;31220;HUN;1930;1938;1945;1990;2;5;0;0;0;5;0;L31220;1930;1999;1999;x
菲莱基 ;31232;HUN;1937;1939;1990;1990;2;6;1;0;0;5;0;L31232;1937;1999;1999;x
基斯·L ;31233;HUN;1937;1939;1990;1990;2;6;1;2;0;5;0;L31233;1937;1999;1999;x
纳吉·于 ;31234;HUN;1937;1940;1990;1990;2;6;0;2;0;5;0;L31234;1937;1999;1999;x
霍瓦特·L ;31236;HUN;1938;1940;1990;1990;2;6;0;1;0;5;0;L31236;1938;1999;1999;x
吉迈希·E ;31239;HUN;1938;1941;1990;1990;2;6;256;1;0;5;0;L31239;1938;1999;1999;x
达马西 ;31240;HUN;1938;1941;1990;1990;3;4;2;0;0;5;0;L31240;1938;1999;1999;x
奈迈赖伊 ;31241;HUN;1938;1941;1990;1990;3;6;2;1;0;5;0;L31241;1938;1999;1999;x
吉迈希·F ;31245;HUN;1940;1942;1990;1990;2;6;0;1;0;5;0;L31245;1940;1999;1999;x
科斯 ;31246;HUN;1940;1942;1990;1990;2;5;0;1;0;5;0;L31246;1940;1999;1999;x
马泰 ;31247;HUN;1940;1942;1990;1990;2;6;0;2;0;5;0;L31247;1940;1999;1999;x
内梅特·J·二世 ;31248;HUN;1940;1942;1990;1990;2;6;0;1;0;5;0;L31248;1940;1999;1999;x
阿格特莱基 ;31250;HUN;1940;1942;1990;1990;2;4;0;0;0;5;0;L31250;1940;1999;1999;x
欧尔焦伊 ;31254;HUN;1940;1942;1990;1990;3;6;1;2;0;5;0;L31254;1940;1999;1999;x
马约尔·J ;31255;HUN;1940;1943;1944;1990;1;5;128;2;0;5;0;L31255;1940;1999;1999;x
兰吉 ;31256;HUN;1940;1943;1990;1990;3;4;0;0;0;5;0;L31256;1940;1999;1999;x
马沙尔科 ;31257;HUN;1940;1943;1990;1990;3;4;0;0;0;5;0;L31257;1940;1999;1999;x
考绍伊·法尔卡斯 ;31260;HUN;1941;1943;1990;1990;3;5;32;1;0;5;0;L31260;1941;1999;1999;x
欣迪 ;31262;HUN;1942;1944;1945;1990;1;5;2;0;0;5;0;L31262;1942;1999;1999;x
比斯扎 ;31263;HUN;1941;1944;1990;1990;2;6;128;2;0;5;0;L31263;1941;1999;1999;x
豪尔莫什 ;31266;HUN;1942;1944;1990;1990;2;5;32;0;0;5;0;L31266;1942;1999;1999;x
卡尔曼 ;31268;HUN;1942;1944;1990;1990;2;4;0;0;0;5;0;L31268;1942;1999;1999;x
基斯·I ;31269;HUN;1942;1944;1990;1990;2;6;2;0;0;5;0;L31269;1942;1999;1999;x
科瓦奇·于 ;31270;HUN;1942;1944;1990;1990;2;5;0;1;0;5;0;L31270;1942;1999;1999;x
科兹马·I ;31271;HUN;1942;1944;1990;1990;2;6;2;3;0;5;0;L31271;1942;1999;1999;x
毛考伊 ;31274;HUN;1942;1944;1990;1990;2;5;4;1;0;5;0;L31274;1942;1999;1999;x
毛尔科齐 ;31275;HUN;1942;1944;1990;1990;2;6;0;2;0;5;0;L31275;1942;1999;1999;x
鲍尔多齐 ;31280;HUN;1943;1944;1990;1990;2;6;0;1;0;5;0;L31280;1943;1999;1999;x
瑙哲西 ;31281;HUN;1943;1944;1990;1990;2;6;0;1;0;5;0;L31281;1943;1999;1999;x
富托 ;31284;HUN;1942;1944;1990;1990;3;6;0;1;0;5;0;L31284;1942;1999;1999;x
库德里奇 ;31285;HUN;1943;1944;1990;1990;3;6;0;2;0;5;0;L31285;1943;1999;1999;x
芬陶 ;31286;HUN;1942;1990;1990;1990;2;5;0;0;0;5;0;L31286;1942;1999;1999;x
阿尔沃伊 ;31287;HUN;1942;1990;1990;1990;3;4;0;0;0;5;0;L31287;1942;1999;1999;x
阿卡伊 ;31289;HUN;1940;1990;1990;1990;3;4;0;0;0;5;0;L31289;1940;1999;1999;x
阿布特 ;31293;HUN;1941;1990;1990;1990;3;4;0;0;0;5;0;L31293;1941;1999;1999;x
德谢厄·勒德尔 ;31297;HUN;1938;1990;1990;1990;3;6;32;1;0;5;0;L31297;1938;1999;1999;x
霍瓦特·J ;31298;HUN;1938;1990;1990;1990;3;5;2;0;0;5;0;L31298;1938;1999;1999;x
霍尔沃伊 ;31299;HUN;1938;1990;1990;1990;3;5;0;0;0;5;0;L31299;1938;1999;1999;x
纳吉·热 ;31300;HUN;1942;1990;1990;1990;3;5;0;0;0;5;0;L31300;1942;1999;1999;x
比托 ;31302;HUN;1939;1990;1990;1990;3;4;0;0;0;5;0;L31302;1939;1999;1999;x
哈格尔 ;31303;HUN;1939;1990;1990;1990;3;5;0;0;0;5;0;L31303;1939;1999;1999;x
库蒂 ;31304;HUN;1945;1945;1947;1990;3;4;0;0;0;5;0;L31304;1945;1999;1999;x
保克希 ;31307;HUN;1939;1990;1990;1990;3;5;0;1;0;5;0;L31307;1939;1999;1999;x
拜莱兹瑙伊 ;31319;HUN;1940;1990;1990;1990;3;4;0;0;0;5;0;L31319;1940;1999;1999;x
海姆 ;31322;HUN;1940;1990;1990;1990;3;5;0;1;0;5;0;L31322;1940;1942;1999;x
洪福尔维 ;31324;HUN;1940;1990;1990;1990;3;5;0;0;0;5;0;L31324;1940;1999;1999;x
基什凯里 ;31325;HUN;1940;1990;1990;1990;3;4;0;0;0;5;0;L31325;1940;1999;1999;x
莱盖扎 ;31329;HUN;1940;1990;1990;1990;3;6;0;1;0;5;0;L31329;1940;1999;1999;x
马达拉斯 ;31331;HUN;1940;1990;1990;1990;3;4;0;0;0;5;0;L31331;1940;1999;1999;x
莫里茨 ;31333;HUN;1947;1990;1990;1990;3;5;0;0;0;5;0;L31333;1947;1999;1999;x
内梅特·I ;31334;HUN;1940;1990;1990;1990;3;6;0;0;0;5;0;L31334;1940;1999;1999;x
毛考伊·霍洛希 ;31341;HUN;1946;1990;1990;1990;3;6;0;0;0;5;0;L31341;1946;1999;1999;x
帕科尔 ;31342;HUN;1945;1990;1990;1990;3;6;64;0;0;5;0;L31342;1945;1999;1999;x
欧拉 ;31351;HUN;1941;1990;1990;1990;3;5;0;1;0;5;0;L31351;1941;1999;1999;x
盖尔洛齐·L ;31365;HUN;1942;1990;1990;1990;3;6;0;1;0;5;0;L31365;1942;1999;1999;x
克塞奥 ;31368;HUN;1942;1990;1990;1990;3;6;1;0;0;5;0;L31368;1942;1999;1999;x
明森蒂 ;31370;HUN;1942;1990;1990;1990;3;4;0;0;0;5;0;L31370;1942;1999;1999;x
穆拉希迪 ;31371;HUN;1942;1990;1990;1990;3;5;32;1;0;5;0;L31371;1942;1999;1999;x
帕雷 ;31374;HUN;1942;1990;1990;1990;3;4;2;0;0;5;0;L31374;1942;1999;1999;x
布达哈齐 ;31391;HUN;1943;1990;1990;1990;3;4;0;1;0;5;0;L31391;1943;1999;1999;x
切凯 ;31392;HUN;1943;1990;1990;1990;3;5;0;1;0;5;0;L31392;1943;1999;1999;x
杰尔杰伊 ;31393;HUN;1943;1990;1990;1990;3;5;64;0;0;5;0;L31393;1943;1999;1999;x
盖尔洛齐·G ;31394;HUN;1943;1990;1990;1990;3;5;0;0;0;5;0;L31394;1943;1999;1999;x
洪科夫斯基 ;31396;HUN;1943;1990;1990;1990;3;6;0;1;0;5;0;L31396;1943;1999;1999;x
伊什托卡 ;31397;HUN;1943;1990;1990;1990;3;6;0;0;0;5;0;L31397;1943;1999;1999;x
约尔丹 ;31398;HUN;1943;1990;1990;1990;3;6;4;1;0;5;0;L31398;1943;1999;1999;x
考诺陶伊 ;31399;HUN;1943;1990;1990;1990;3;4;0;0;0;5;0;L31399;1943;1999;1999;x
梅瑟伊 ;31405;HUN;1943;1990;1990;1990;3;6;0;2;0;5;0;L31405;1943;1999;1999;x
纳道什 ;31421;HUN;1946;1990;1990;1990;3;5;0;0;0;5;0;L31421;1946;1999;1999;x
豪伊瑙尔 ;31426;HUN;1944;1990;1990;1990;3;4;0;0;0;5;0;L31426;1944;1999;1999;x
奥多西 ;31427;HUN;1944;1990;1990;1990;3;4;2;1;0;5;0;L31427;1944;1999;1999;x
基什福卢迪 ;31430;HUN;1944;1990;1990;1990;3;5;1;0;0;5;0;L31430;1944;1999;1999;x
洛伊陶伊 ;31431;HUN;1944;1990;1990;1990;3;5;4;0;0;5;0;L31431;1944;1999;1999;x
莫尔纳·LA ;31436;HUN;1944;1990;1990;1990;3;4;0;0;0;5;0;L31436;1944;1999;1999;x
内梅特·B ;31437;HUN;1944;1990;1990;1990;3;5;0;0;0;5;0;L31437;1944;1999;1999;x
欧尔奇瓦里·米尔维乌斯 ;31438;HUN;1944;1990;1990;1990;3;3;2;0;0;5;0;L31438;1944;1999;1999;x
鲁米 ;31440;HUN;1945;1990;1990;1990;3;6;260;0;0;5;0;L31440;1945;1999;1999;x
班福尔维 ;31456;HUN;1943;1990;1990;1990;3;5;0;0;0;5;2;L31456;1943;1999;1999;x
弗拉特 ;31458;HUN;1939;1943;1990;1990;2;5;0;0;0;5;2;L31458;1939;1999;1999;x
哈里 ;31459;HUN;1930;1938;1990;1990;2;5;0;0;0;5;2;L31459;1930;1999;1999;x
凯奈谢 ;31461;HUN;1930;1930;1930;1990;1;4;0;0;0;5;2;L31461;1930;1942;1999;x
内梅特·J ;31463;HUN;1944;1990;1990;1990;3;5;0;0;0;5;2;L31463;1944;1999;1999;x
欧罗斯 ;31464;HUN;1939;1990;1990;1990;3;5;16384;0;0;5;2;L31464;1939;1999;1999;x
森特内梅迪 ;31465;HUN;1930;1990;1990;1990;3;5;0;0;0;5;2;L31465;1930;1999;1999;x
西尔毛伊 ;31466;HUN;1939;1943;1990;1990;2;5;0;0;0;5;2;L31466;1939;1999;1999;x
格拉西 ;31468;HUN;1941;1990;1990;1990;3;4;0;0;0;5;2;L31132;1941;1999;1999;x
毛焦罗希 ;31471;HUN;1938;1942;1944;1990;1;4;0;0;0;5;2;L31151;1940;1999;1999;x
黑佩斯 ;31474;HUN;1939;1990;1990;1990;3;5;0;0;0;5;2;L31474;1939;1999;1999;x
