Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
伊东 武夫 ;101071;JAP;1941;1944;1990;1990;3;4;4;2;0;5;0;L101071;1941;1999;x
岩畔 豪雄 ;101072;JAP;1941;1990;1990;1990;3;5;4;2;0;5;0;L101072;1941;1999;x
井关 仭 ;101073;JAP;1930;1941;1990;1990;2;4;0;2;0;5;0;L101073;1930;1999;x
河鹿 ;101074;JAP;1942;1946;1990;1990;3;5;0;2;0;5;0;L101074;1942;1999;x
神田 正种 ;101075;JAP;1941;1945;1990;1990;2;6;16;3;0;5;0;L101075;1941;1999;x
金冈 山乔 ;101076;JAP;1930;1990;1990;1990;3;6;65;3;0;5;0;L101076;1930;1999;x
闲院宫载仁亲王 ;101077;JAP;1930;1930;1930;1930;1;5;20;3;0;5;0;L101077;1930;1999;x
白川 义则 ;101078;JAP;1930;1930;1930;1990;1;7;21;4;0;5;0;L101078;1930;1999;x
笠原 幸雄 ;101079;JAP;1941;1945;1990;1990;2;5;16;2;0;5;0;L101079;1941;1999;x
片仓 衷 ;101080;JAP;1944;1990;1990;1990;3;4;0;1;0;5;0;L101080;1944;1999;x
片冈 董 ;101081;JAP;1930;1942;1990;1990;2;5;4;3;0;5;0;L101081;1930;1999;x
香月 清司 ;101082;JAP;1930;1930;1990;1990;2;3;4;1;0;5;0;L101082;1930;1999;x
河边 正三 ;101083;JAP;1936;1939;1943;1990;1;7;36;4;0;5;0;L101083;1936;1999;x
河边 忠三郎 ;101084;JAP;1930;1941;1990;1990;2;8;20;4;0;5;0;L101084;1930;1999;x
川岸 文三郎 ;101085;JAP;1930;1930;1990;1990;2;4;0;2;0;5;0;L101085;1930;1999;x
川口 清健 ;101086;JAP;1940;1990;1990;1990;3;4;0;1;0;5;0;L101086;1940;1999;x
河村 薰 ;101087;JAP;1945;1990;1990;1990;3;4;2;1;0;5;0;L101087;1945;1999;x
瓦田 隆根 ;101088;JAP;1943;1945;1990;1990;2;5;16;2;0;5;0;L101088;1943;1999;x
河岛 修 ;101089;JAP;1944;1990;1990;1990;3;4;0;1;0;5;0;L101089;1944;1999;x
贺屋 兴宣 ;101090;JAP;1941;1943;1990;1990;2;5;10;2;0;5;0;L101090;1941;1999;x
木户 幸一 ;101091;JAP;1945;1990;1990;1990;3;4;64;1;0;5;0;L101091;1945;1999;x
金 锡源 ;101092;JAP;1944;1990;1990;1990;3;4;4;1;0;5;0;L101092;1944;1999;x
木村 兵太郎 ;101093;JAP;1930;1939;1945;1990;1;5;272;2;0;5;0;L101093;1930;1999;x
木村 松治郎 ;101094;JAP;1943;1945;1990;1990;2;4;2;2;0;5;0;L101094;1943;1999;x
岸川 健一 ;101095;JAP;1943;1990;1990;1990;3;5;0;1;0;5;0;L101095;1943;1999;x
木下 容市 ;101096;JAP;1941;1944;1990;1990;2;5;2;2;0;5;0;L101096;1941;1999;x
北岛 骥子雄 ;101097;JAP;1940;1990;1990;1990;3;6;66;3;0;5;0;L101097;1940;1999;x
小林 谦五 ;101098;JAP;1940;1990;1990;1990;3;4;0;1;0;5;0;L101098;1940;1999;x
小林 信男 ;101099;JAP;1940;1945;1990;1990;3;5;0;2;0;5;0;L101099;1940;1999;x
小池 安正 ;101100;JAP;1938;1990;1990;1990;3;5;0;2;0;5;0;L101100;1938;1999;x
小矶 国昭 ;101101;JAP;1930;1930;1937;1990;1;6;24;2;0;5;0;L101101;1930;1999;x
国分 新七郎 ;101102;JAP;1944;1990;1990;1990;3;4;0;1;0;5;0;L101102;1944;1999;x
小松原 道太郎 ;101103;JAP;1930;1938;1990;1990;2;4;0;2;0;5;0;L101103;1930;1999;x
小松崎 力雄 ;101104;JAP;1942;1990;1990;1990;3;4;0;1;0;5;0;L101104;1942;1999;x
菰田 康一 ;101105;JAP;1937;1941;1990;1990;2;4;0;2;0;5;0;L101105;1937;1999;x
上月 良夫 ;101106;JAP;1937;1942;1990;1990;2;6;24;3;0;5;0;L101106;1937;1999;x
国方 庆三 ;101107;JAP;1930;1939;1990;1990;2;5;2;2;0;5;0;L101107;1930;1999;x
栗林 忠道 ;101108;JAP;1940;1943;1945;1990;2;9;107;7;0;5;0;L101108;1940;1999;x
黑田 重德 ;101109;JAP;1938;1942;1990;1990;2;5;16;2;0;5;0;L101109;1938;1999;x
栉渊 金宣一 ;101110;JAP;1943;1945;1990;1990;2;4;4;2;0;5;0;L101110;1943;1999;x
李 俞 ;101111;JAP;1942;1990;1990;1990;3;5;1;2;0;5;0;L101111;1942;1999;x
前田 利为 ;101112;JAP;1933;1936;1942;1990;2;5;256;2;0;5;0;L101112;1930;1999;x
牧野 四郎 ;101113;JAP;1930;1941;1990;1990;2;4;2;2;0;5;0;L101113;1930;1999;x
丸山 政男 ;101114;JAP;1938;1941;1990;1990;2;4;0;2;0;5;0;L101114;1938;1999;x
松田 正雄 ;101115;JAP;1939;1990;1990;1990;3;5;1;2;0;5;0;L101115;1939;1999;x
松井 石根 ;101116;JAP;1930;1930;1933;1990;1;5;69;3;0;5;0;L101116;1930;1999;x
南 次郎 ;101117;JAP;1930;1930;1930;1990;1;5;20;3;0;5;0;L101117;1930;1999;x
宫下 健一郎 ;101118;JAP;1944;1990;1990;1990;3;4;0;1;0;5;0;L101118;1944;1999;x
宫內 良夫 ;101119;JAP;1939;1990;1990;1990;3;5;8;2;0;5;0;L101119;1939;1999;x
宫崎 繁三郎 ;101120;JAP;1943;1990;1990;1990;3;6;9;3;0;5;0;L101120;1943;1999;x
森 赳 ;101121;JAP;1937;1941;1990;1990;2;5;16;2;0;5;0;L101121;1937;1999;x
牟田口 廉也 ;101122;JAP;1930;1938;1990;1990;2;4;2;2;0;5;0;L101122;1930;1999;x
武藤 章 ;101123;JAP;1937;1942;1990;1990;2;6;20;3;0;5;0;L101123;1937;1999;x
长家 ;101124;JAP;1930;1930;1990;1990;2;6;516;2;0;5;0;L101124;1930;1999;x
中泽 三夫 ;101125;JAP;1944;1990;1990;1990;3;4;0;1;0;5;0;L101125;1944;1999;x
中川 州男 ;101126;JAP;1930;1930;1990;1990;2;5;8;2;0;5;0;L101126;1930;1999;x
中井 增太郎 ;101127;JAP;1938;1942;1990;1990;2;7;144;4;0;5;0;L101127;1938;1999;x
中岛 今朝吾 ;101128;JAP;1930;1938;1990;1990;2;4;514;2;0;5;0;L101128;1930;1999;x
梨冈 寿男 ;101129;JAP;1944;1990;1990;1990;3;4;0;1;0;5;0;L101129;1944;1999;x
奈温 ;101130;JAP;1942;1990;1990;1990;3;6;16;3;0;5;0;L101130;1942;1999;x
西 竹一 ;101131;JAP;1930;1990;1990;1990;3;6;128;2;0;5;0;L101131;1930;1999;x
西尾 寿造 ;101132;JAP;1930;1930;1936;1939;1;7;1;4;0;5;0;L101132;1930;1999;x
西野 完 ;101133;JAP;1930;1930;1990;1990;1;5;20;3;0;5;0;L101133;1930;1999;x
西野 寿 ;101134;JAP;1930;1930;1990;1990;2;6;12;3;0;5;0;L101134;1930;1999;x
沼田 多稼藏 ;101135;JAP;1944;1945;1990;1990;3;6;10;3;0;5;0;L101135;1944;1999;x
小畑 英良 ;101136;JAP;1937;1942;1990;1990;2;5;4;2;0;5;0;L101321;1930;1999;x
荻洲 立兵 ;101137;JAP;1943;1944;1990;1990;2;4;1;2;0;5;0;L101137;1943;1999;x
冈部 直三郎 ;101138;JAP;1930;1937;1943;1990;1;5;3;3;0;5;0;L101138;1938;1999;x
冈田 启介 ;101139;JAP;1938;1942;1990;1990;2;5;128;2;0;5;0;L101139;1938;1999;x
冈田 梅吉 ;101140;JAP;1945;1990;1990;1990;3;4;2;1;0;5;0;L101140;1945;1999;x
冈村 宁次 ;101141;JAP;1930;1930;1941;1990;1;9;31;6;0;5;0;L101141;1930;1999;x
大川内 传七 ;101142;JAP;1943;1990;1990;1990;3;6;72;3;0;5;0;L101142;1943;1999;x
大谷 修 ;101143;JAP;1939;1990;1990;1990;3;5;256;2;0;5;0;L101143;1939;1999;x
立古 睦吉 ;101144;JAP;1938;1990;1990;1990;3;5;2;2;0;5;0;L101144;1938;1999;x
相良 巳都磨 ;101145;JAP;1938;1990;1990;1990;3;5;1;2;0;5;0;L101145;1938;1999;x
斋藤 义次 ;101146;JAP;1937;1942;1990;1990;2;4;0;2;0;5;0;L101146;1937;1999;x
斋藤 弥平太 ;101147;JAP;1939;1941;1990;1990;2;4;4;2;0;5;0;L101147;1939;1999;x
酒井原 繁松 ;101148;JAP;1939;1990;1990;1990;1;6;8192;3;0;5;1;L101148;1930;1999;x
坂口 静夫 ;101149;JAP;1938;1943;1990;1990;2;7;28;4;0;5;0;L101149;1938;1999;x
酒井 隆 ;101150;JAP;1936;1939;1990;1990;1;5;12;3;0;5;0;L101150;1936;1999;x
真田 穰一郎 ;101151;JAP;1930;1990;1990;1990;3;4;0;1;0;5;0;L101151;1930;1999;x
佐藤 贤了 ;101152;JAP;1938;1941;1990;1990;2;4;2;2;0;5;0;L101152;1938;1999;x
佐藤 幸德 ;101153;JAP;1937;1943;1990;1990;2;5;4;2;0;5;0;L101153;1937;1999;x
泽本 理吉郎 ;101154;JAP;1945;1990;1990;1990;3;5;2;2;0;5;0;L101154;1945;1999;x
志波 信考 ;101155;JAP;1942;1990;1990;1990;3;4;1;2;0;5;0;L101155;1942;1999;x
柴崎 惠次 ;101156;JAP;1930;1990;1990;1990;3;6;272;3;0;5;0;L101156;1930;1999;x
重田 德松 ;101157;JAP;1930;1941;1990;1990;2;5;64;2;0;5;0;L101157;1930;1999;x
志摩 清英 ;101158;JAP;1930;1943;1990;1990;1;6;2048;3;0;5;1;L101158;1930;1999;x
清水 光美 ;101159;JAP;1945;1990;1990;1990;3;5;2;2;0;5;0;L101159;1945;1999;x
下村 定 ;101160;JAP;1936;1939;1945;1990;2;5;4;2;0;5;0;L101160;1936;1999;x
东海 林俊成 ;101161;JAP;1944;1990;1990;1990;3;5;2;2;0;5;0;L101161;1944;1999;x
饭田 祥二郎 ;101162;JAP;1930;1938;1990;1990;2;5;32768;2;0;5;2;L101162;1930;1999;x
杉山 元 ;101163;JAP;1930;1930;1936;1943;1;6;20;3;0;5;0;L101163;1930;1999;x
苏加诺 ;101164;JAP;1941;1943;1990;1990;2;4;0;2;0;3;0;L101164;1941;1999;x
澄田 贝来四郎 ;101165;JAP;1940;1944;1990;1990;2;5;1;2;0;5;0;L101165;1940;1999;x
铃木 敬司 ;101166;JAP;1944;1990;1990;1990;3;5;64;2;0;5;0;L101166;1944;1999;x
铃木 繁二 ;101167;JAP;1943;1990;1990;1990;3;5;16;2;0;5;0;L101167;1943;1999;x
铃木 宗作 ;101168;JAP;1938;1940;1990;1990;2;6;10;3;0;5;0;L101168;1938;1999;x
铃木 贞一 ;101169;JAP;1938;1941;1990;1990;2;4;4;2;0;5;0;L101169;1938;1999;x
多田 骏 ;101170;JAP;1930;1930;1941;1990;1;6;21;4;0;5;0;L101170;1930;1999;x
阿南 惟几 ;101171;JAP;1930;1938;1943;1990;2;5;0;2;0;5;2;L101171;1930;1999;x
佗美 浩 ;101172;JAP;1940;1944;1990;1990;2;5;0;2;0;5;0;L101172;1940;1999;x
田中 久一 ;101173;JAP;1930;1939;1990;1990;2;6;4;2;0;5;0;L101173;1930;1999;x
田中 新一 ;101174;JAP;1930;1939;1990;1990;2;7;14;4;0;5;0;L101174;1930;1999;x
田中 静一 ;101175;JAP;1930;1938;1943;1990;2;7;28;5;0;5;0;L101175;1930;1999;x
谷 寿夫 ;101176;JAP;1930;1939;1990;1990;2;6;20;3;0;5;0;L101176;1939;1999;x
田代 皖一郎 ;101177;JAP;1930;1930;1990;1990;2;4;8;2;0;5;0;L101177;1930;1999;x
寺仓 正三 ;101178;JAP;1938;1941;1990;1990;2;5;4;2;0;5;0;L101178;1938;1999;x
寺内 寿一 ;101179;JAP;1930;1930;1935;1943;0;8;55;6;0;5;0;L101179;1930;1999;x
东条 英机 ;101181;JAP;1930;1930;1941;1990;1;6;20;3;0;5;0;L101181;1930;1999;x
德永 鹿之助 ;101182;JAP;1930;1930;1990;1990;2;5;64;2;0;5;0;L101182;1930;1999;x
德野 外次郎 ;101183;JAP;1939;1943;1990;1990;2;5;96;3;0;5;0;L101183;1939;1999;x
富永 恭次 ;101184;JAP;1939;1943;1990;1990;2;5;128;2;0;3;0;L101184;1939;1999;x
大前 敏一 ;101185;JAP;1943;1990;1990;1990;3;4;4;2;0;5;0;L101185;1943;1999;x
丰岛 房太郎 ;101186;JAP;1930;1941;1990;1990;2;4;2;2;0;5;0;L101186;1930;1999;x
土桥 勇逸 ;101187;JAP;1939;1990;1990;1990;3;6;20;3;0;5;0;L101187;1939;1999;x
津田 赐 ;101188;JAP;1940;1943;1990;1990;3;5;5;3;0;5;0;L101188;1940;1999;x
辻 政信 ;101189;JAP;1930;1990;1990;1990;3;5;17;2;0;5;0;L101189;1930;1999;x
内山 英太郎 ;101190;JAP;1930;1930;1990;1990;2;5;16;2;0;5;0;L101190;1930;1999;x
植田 谦吉 ;101191;JAP;1930;1930;1934;1990;1;4;4;2;0;5;0;L101191;1930;1999;x
梅津 美治郎 ;101192;JAP;1930;1930;1940;1990;1;6;5;3;0;5;0;L101192;1930;1999;x
牛岛 满 ;101195;JAP;1937;1942;1945;1990;2;8;43;5;0;5;0;L101195;1937;1999;x
牛岛 实常 ;101196;JAP;1930;1930;1990;1990;2;6;513;2;0;5;0;L101196;1930;1999;x
和田 义雄 ;101197;JAP;1943;1990;1990;1990;3;4;64;1;0;5;0;L101197;1943;1999;x
若松 平治 ;101198;JAP;1940;1990;1990;1990;3;4;4;2;0;5;0;L101198;1940;1999;x
八原 博通 ;101199;JAP;1942;1990;1990;1990;3;4;0;1;0;5;0;L101199;1942;1999;x
山田 乙三 ;101200;JAP;1930;1930;1940;1990;1;7;6;4;0;5;0;L101200;1930;1999;x
阿部 规秀 ;101201;JAP;1937;1938;1990;1990;2;7;274;4;0;5;0;L101201;1937;1999;x
山冈 重厚 ;101202;JAP;1930;1939;1990;1990;2;5;16;2;0;5;0;L101202;1930;1999;x
山村 兵卫 ;101203;JAP;1944;1946;1990;1990;2;6;72;3;0;5;0;L101203;1944;1999;x
山本 三男 ;101204;JAP;1944;1990;1990;1990;2;4;0;1;0;5;0;L101204;1944;1999;x
山下 奉文 ;101205;JAP;1930;1938;1942;1990;1;9;86;7;0;5;0;L101205;1930;1999;x
山崎 保代 ;101206;JAP;1930;1930;1990;1990;2;5;8;2;0;5;0;L101206;1930;1999;x
柳川 平助 ;101207;JAP;1930;1930;1936;1990;2;5;80;3;0;5;0;L101207;1930;1999;x
柳川 真一 ;101208;JAP;1941;1944;1990;1990;2;5;16;2;0;5;0;L101208;1941;1999;x
柳田 元三 ;101209;JAP;1939;1943;1990;1990;2;4;0;2;0;5;0;L101209;1939;1999;x
矢野 志加三 ;101210;JAP;1941;1990;1990;1990;3;4;0;1;0;5;0;L101210;1941;1999;x
横山 一郎 ;101211;JAP;1930;1930;1990;1990;2;6;3;3;0;5;0;L101211;1930;1999;x
横山 勇 ;101212;JAP;1938;1942;1990;1990;3;6;84;4;0;5;0;L101212;1938;1999;x
橫山 武彥 ;101213;JAP;1938;1944;1990;1990;3;5;40;2;0;5;0;L101213;1938;1999;x
吉田 喜八郎 ;101214;JAP;1942;1945;1990;1990;2;5;1;2;0;5;0;L101214;1942;1999;x
吉原 矩 ;101215;JAP;1940;1944;1990;1990;2;5;32;2;0;5;0;L101215;1940;1999;x
吉冈 安直 ;101216;JAP;1930;1930;1990;1990;2;4;8;2;0;5;0;L101216;1930;1999;x
有马 正文 ;101217;JAP;1941;1990;1990;1990;3;6;9216;3;0;5;1;L101217;1938;1999;x
醍醐 忠重 ;101218;JAP;1940;1943;1990;1990;3;6;1024;3;0;5;1;L101218;1940;1999;x
远藤 喜一 ;101219;JAP;1937;1941;1944;1990;1;6;4096;3;0;5;1;L101219;1937;1999;x
藤田 进 ;101220;JAP;1937;1942;1990;1990;2;5;0;2;0;5;1;L101220;1937;1999;x
藤田 尚徳 ;101221;JAP;1930;1930;1936;1990;3;5;0;1;0;5;1;L101221;1930;1999;x
福田 良三 ;101222;JAP;1939;1990;1990;1990;3;4;0;1;0;5;1;L101222;1939;1999;x
福留 繁 ;101223;JAP;1936;1943;1990;1990;2;6;4096;3;0;5;1;L101223;1930;1999;x
伍堂 卓雄 ;101224;JAP;1930;1930;1990;1990;2;4;4096;2;0;5;1;L101224;1930;1999;x
武藤 存知 ;101225;JAP;1939;1990;1990;1990;3;5;0;1;0;5;1;L101225;1939;1999;x
原 忠一;101226;JAP;1940;1943;1990;1990;2;8;12288;5;0;5;1;L101226;1940;1999;x
长谷川 清 ;101227;JAP;1930;1930;1939;1990;2;4;0;2;0;5;1;L101227;1930;1999;x
长谷川 喜一 ;101228;JAP;1930;1990;1990;1990;3;5;0;1;0;5;1;L101228;1930;1999;x
本田 忠雄 ;101229;JAP;1930;1990;1990;1990;3;5;0;1;0;5;1;L101229;1930;1999;x
堀內 茂忠 ;101230;JAP;1930;1939;1990;1990;3;4;0;2;0;5;1;L101230;1930;1999;x
细萱 戊子郎 ;101231;JAP;1930;1939;1990;1990;2;5;0;2;0;5;1;L101231;1930;1999;x
细谷 资芳 ;101232;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101232;1930;1999;x
百武 源吾 ;101233;JAP;1930;1930;1937;1990;1;5;0;3;0;5;1;L101233;1930;1999;x
井上 成美 ;101234;JAP;1935;1939;1945;1990;2;5;14336;3;0;5;1;L101234;1935;1999;x
伊藤 整一 ;101235;JAP;1937;1941;1945;1990;2;7;12288;4;0;5;1;L101235;1937;1999;x
岩村 清一 ;101236;JAP;1930;1990;1990;1990;3;5;0;1;0;5;1;L101236;1930;1999;x
古贺 峰一 ;101237;JAP;1930;1930;1941;1944;1;6;12288;3;0;5;2;L101237;1930;1999;x
角田 觉治 ;101238;JAP;1930;1941;1990;1990;3;5;4096;2;0;5;1;L101238;1930;1999;x
加藤 宽治 ;101239;JAP;1930;1930;1930;1990;1;5;8704;3;0;5;1;L101239;1930;1999;x
加藤 隆义 ;101240;JAP;1930;1930;1939;1990;2;6;4096;2;0;5;1;L101240;1930;1999;x
川井 繁藏 ;101241;JAP;1939;1990;1990;1990;3;5;0;1;0;5;1;L101241;1939;1999;x
小林 宗之助 ;101242;JAP;1930;1930;1990;1990;2;5;0;2;0;5;1;L101242;1930;1999;x
古贺 峰一 ;101243;JAP;1930;1930;1941;1944;1;7;12288;4;0;5;1;L101243;1930;1999;x
小川 贵尔 ;101244;JAP;1938;1990;1990;1990;3;4;0;1;0;5;1;L101244;1938;1999;x
小岛 秀雄 ;101245;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101245;1930;1999;x
小松 辉久 ;101246;JAP;1940;1990;1990;1990;3;5;0;1;0;5;1;L101246;1940;1999;x
近藤 信竹 ;101247;JAP;1930;1930;1941;1990;1;7;4096;4;0;5;1;L101247;1930;1999;x
栗田 健男 ;101248;JAP;1938;1941;1990;1990;2;7;65536;3;0;5;1;L101248;1938;1999;x
草鹿 任一 ;101250;JAP;1930;1940;1990;1990;2;5;0;2;0;5;1;L101250;1930;1999;x
前田 稔 ;101251;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101251;1930;1999;x
松村 翠 ;101252;JAP;1930;1942;1990;1990;3;4;0;2;0;5;1;L101252;1930;1999;x
松永 贞市 ;101253;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101253;1930;1999;x
三川 军一 ;101254;JAP;1936;1940;1990;1990;2;8;77824;5;0;5;1;L101254;1936;1999;x
三户 寿 ;101255;JAP;1942;1990;1990;1990;3;4;0;1;0;5;1;L101255;1942;1999;x
宫崎 俊男 ;101256;JAP;1937;1990;1990;1990;3;4;0;1;0;5;1;L101256;1937;1999;x
永野 修身 ;101258;JAP;1930;1930;1934;1943;0;6;4096;4;0;5;1;L101258;1930;1999;x
南云 忠一 ;101259;JAP;1930;1930;1944;1990;2;7;12288;4;0;5;1;L101259;1930;1999;x
