Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
Abrego Abrego;9978043;U78;1945;1990;1990;1990;3;3;0;0;0;4;2;L360022;1945;1960;1999;x
Andrade Cabrera;9978044;U78;1943;1990;1990;1990;3;3;4096;0;0;2;2;L360023;1943;1960;1999;x
Curbelo Hernandez;9978045;U78;1945;1990;1990;1990;3;2;0;0;0;5;2;L360024;1945;1960;1999;x
Hernandez Mansilla;9978046;U78;1930;1990;1990;1990;3;3;0;0;0;4;2;L360025;1930;1939;1999;x
Zazuaga Mendez;9978047;U78;1930;1990;1990;1990;3;4;4096;0;0;5;2;L360026;1930;1942;1999;x
Osorio;9978048;U78;1947;1949;1990;1990;2;3;0;1;0;5;0;M77065;1947;1960;1999;x
Costa;9978049;U78;1949;1990;1990;1990;3;1;4096;0;0;5;2;M77068;1949;1960;1999;x
Arana;9978050;U78;1941;1945;1990;1990;3;4;0;1;0;4;0;L210000;1941;1960;1999;x
Arbenz Guzman;9978051;U78;1942;1990;1990;1990;3;3;0;0;0;3;0;L210001;1942;1960;1999;x
Buenaventure Pineda;9978052;U78;1930;1930;1990;1990;2;3;1;0;0;3;0;L210002;1930;1945;1999;x
Castillo Armas;9978053;U78;1942;1944;1990;1990;2;3;0;1;0;4;0;L210003;1942;1960;1999;x
Chacon de Leon;9978054;U78;1930;1941;1990;1990;2;5;16;1;0;4;0;L210004;1930;1946;1999;x
Diaz de Leon;9978055;U78;1944;1990;1990;1990;3;4;4;0;0;3;0;L210005;1944;1960;1999;x
Flores Avendano;9978056;U78;1943;1990;1990;1990;3;4;0;0;0;4;0;L210006;1943;1960;1999;x
Orellana;9978057;U78;1930;1930;1939;1990;1;3;2;1;0;3;0;L210007;1930;1946;1999;x
Ortiz Escaranté;9978058;U78;1940;1990;1990;1990;3;3;256;0;0;5;0;L210008;1940;1960;1999;x
Ponce Vaides;9978059;U78;1930;1930;1930;1990;1;3;0;1;0;3;0;L210009;1930;1945;1999;x
Ubico Castaneda;9978060;U78;1930;1930;1930;1990;1;4;1;1;0;4;0;L210010;1930;1944;1999;x
Villafranco Mendoza;9978061;U78;1939;1990;1990;1990;3;4;0;0;0;5;0;L210011;1939;1960;1999;x
Villagrán Ariza;9978062;U78;1938;1943;1990;1990;2;4;64;1;0;3;0;L210012;1938;1960;1999;x
Ydigoras Fuentes;9978063;U78;1941;1990;1990;1990;3;4;128;0;0;5;0;L210013;1941;1960;1999;x
Ezuira Abel;9978064;U78;1930;1990;1990;1990;3;3;0;0;0;3;1;L210014;1930;1944;1999;x
Mendoza Arauja;9978065;U78;1945;1990;1990;1990;3;3;1024;0;0;4;1;L210015;1945;1960;1999;x
Mendoza Urribe;9978066;U78;1930;1930;1990;1990;2;3;0;1;0;4;1;L210016;1930;1944;1999;x
Torriello Garrido;9978067;U78;1938;1942;1990;1990;2;3;8192;1;0;3;1;L210017;1938;1960;1999;x
Buenaventure Pineda;9978068;U78;1930;1930;1990;1990;2;3;0;1;0;3;2;L210018;1930;1945;1999;x
Garcia Granados;9978069;U78;1942;1990;1990;1990;3;3;0;0;0;3;2;L210019;1942;1960;1999;x
Martinez Castro;9978070;U78;1944;1990;1990;1990;3;3;0;0;0;2;2;L210020;1944;1960;1999;x
Peralta Azurdia;9978071;U78;1939;1943;1990;1990;2;4;0;1;0;3;2;L210021;1939;1960;1999;x
Tesch Orlando;9978072;U78;1941;1945;1990;1990;2;4;0;1;0;4;2;L210022;1941;1960;1999;x
Almas Albornoz;9978073;U78;1930;1939;1990;1990;2;3;1;1;0;4;0;L370002;1930;1946;1999;x
Arria Tachi;9978074;U78;1938;1990;1990;1990;3;3;0;0;0;5;0;L370003;1938;1960;1999;x
Caceres Pinzón;9978075;U78;1941;1990;1990;1990;3;4;128;0;0;5;0;L370004;1941;1960;1999;x
Carias Andina;9978076;U78;1930;1930;1930;1930;0;2;0;0;0;5;0;L370005;1930;1946;1999;x
Díaz Garcia;9978077;U78;1944;1990;1990;1990;3;3;2;0;0;3;0;L370006;1944;1960;1999;x
Garcia Velpuveda;9978078;U78;1937;1990;1990;1990;3;3;2;0;0;3;0;L370007;1937;1944;1999;x
Nuñez Salés;9978079;U78;1940;1943;1990;1990;2;4;0;1;0;4;0;L370008;1940;1960;1999;x
Ortiz Pinel;9978080;U78;1943;1990;1990;1990;3;4;256;0;0;4;0;L370009;1943;1960;1999;x
Pérez Matamoros;9978081;U78;1944;1990;1990;1990;3;3;1;0;0;3;0;L370010;1944;1960;1999;x
Rodriguez Alvarado;9978082;U78;1942;1990;1990;1990;3;3;128;0;0;3;0;L370011;1942;1947;1999;x
Sanabria Oyuela;9978083;U78;1939;1942;1946;1990;2;4;256;2;0;4;0;L370012;1939;1960;1999;x
St.Clair Meñdoza;9978084;U78;1930;1930;1990;1990;2;5;513;1;0;5;0;L370013;1930;1941;1999;x
Stochler Garcia;9978085;U78;1930;1939;1942;1990;1;5;2;2;0;5;0;L370014;1930;1944;1999;x
Williams Calderon;9978086;U78;1939;1942;1990;1990;2;3;0;1;0;5;0;L370015;1939;1946;1999;x
Andina Rojas;9978087;U78;1930;1990;1990;1990;3;3;1024;0;0;5;1;L370016;1930;1943;1999;x
López Arellano;9978088;U78;1938;1940;1944;1990;1;3;0;2;0;3;1;L370017;1938;1960;1999;x
Ángel Sevilla;9978089;U78;1941;1990;1990;1990;3;3;0;0;0;5;2;L370021;1941;1960;1999;x
Fernandez;9978090;U78;1938;1990;1990;1990;3;3;0;0;0;5;2;L370022;1938;1944;1999;x
Masson;9978091;U78;1930;1930;1930;1990;1;7;4096;2;0;5;2;L370023;1930;1941;1999;x
Pérez Matamoros;9978092;U78;1944;1990;1990;1990;3;3;0;0;0;3;2;L370024;1944;1960;1999;x
Barquesentó Ramos;9978093;U78;1930;1930;1990;1990;2;5;513;1;0;5;0;L230000;1930;1939;1999;x
Caraval Antonio;9978094;U78;1930;1930;1938;1990;1;4;1;1;0;2;0;L230001;1930;1941;1999;x
Carrión McDonough;9978095;U78;1945;1990;1990;1990;3;3;32;0;0;4;0;L230002;1945;1960;1999;x
Corovél Kirsch;9978096;U78;1938;1941;1990;1990;2;4;0;1;0;4;0;L230003;1938;1946;1999;x
Estrasa y Juan;9978097;U78;1939;1943;1946;1990;2;4;16;3;0;5;0;L230004;1939;1960;1999;x
Garcia Zaldana;9978098;U78;1939;1990;1990;1990;3;3;0;0;0;4;0;L230005;1939;1960;1999;x
Halleslevens Acevedo;9978099;U78;1943;1946;1990;1990;3;4;128;1;0;4;0;L230006;1943;1960;1999;x
Monterrey;9978100;U78;1939;1990;1990;1990;3;3;128;0;0;4;0;L230007;1939;1943;1999;x
Niño Miranda;9978101;U78;1945;1990;1990;1990;3;3;256;0;0;5;0;L230008;1945;1960;1999;x
Reyes Palomino;9978102;U78;1938;1942;1990;1990;2;3;2;1;0;5;0;L230009;1938;1960;1999;x
Rivas Cuadra;9978103;U78;1942;1944;1990;1990;2;3;0;1;0;5;0;L230010;1942;1960;1999;x
Roque Garcia;9978104;U78;1944;1990;1990;1990;3;3;0;0;0;4;0;L230011;1944;1960;1999;x
Salvatierra Rivera;9978105;U78;1944;1990;1990;1990;3;3;64;0;0;3;0;L230012;1944;1960;1999;x
Somoza;9978106;U78;1930;1930;1930;1990;1;2;0;0;0;5;1;L230017;1930;1960;1999;x
Espinoza Altamirano;9978107;U78;1930;1990;1990;1990;3;3;0;0;0;4;2;L230018;1938;1945;1999;x
Garcia Zaldana;9978108;U78;1939;1990;1990;1990;3;3;0;0;0;4;2;L230019;1939;1960;1999;x
Marenco;9978109;U78;1945;1990;1990;1990;3;3;0;0;0;4;2;L230020;1945;1960;1999;x
Pereda Quintas;9978110;U78;1930;1990;1990;1990;3;3;0;0;0;4;2;L230021;1930;1942;1999;x
Rivas Cuadra;9978111;U78;1942;1944;1990;1990;2;3;0;1;0;5;2;L230022;1942;1960;1999;x
