Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
Betancourt Bello;9977045;U77;1939;1942;1990;1990;2;4;4;1;0;3;0;L270001;1939;1960;1999;x
Cardenas Arias;9977046;U77;1942;1990;1990;1990;3;3;0;0;0;5;0;L270002;1942;1960;1999;x
Contreras Villalobos;9977047;U77;1944;1946;1990;1990;2;4;4;1;0;3;0;L270003;1944;1960;1999;x
Delgado Chalbaud;9977048;U77;1944;1945;1990;1990;2;4;1;1;0;4;0;L270004;1944;1950;1999;x
de la Piríe;9977049;U77;1930;1990;1990;1990;3;3;1;0;0;5;0;L270005;1930;1942;1999;x
Elías Guiterrez;9977050;U77;1930;1930;1941;1990;1;4;2;2;0;5;0;L270006;1930;1945;1999;x
Fernandez Ortiz;9977051;U77;1930;1990;1990;1990;3;4;256;0;0;5;0;L270007;1930;1941;1999;x
Garcia Mendoza;9977052;U77;1942;1990;1990;1990;3;3;1;0;0;4;0;L270008;1942;1960;1999;x
Gonzalez Lopez;9977053;U77;1944;1946;1990;1990;2;4;128;2;0;4;0;L270009;1944;1960;1999;x
Guilarte Figueroa;9977054;U77;1939;1942;1990;1990;2;3;4;1;0;4;0;L270010;1939;1946;1999;x
Larrazabal Ugueto;9977055;U77;1945;1950;1952;1990;1;5;128;2;0;2;0;L270011;1945;1960;1999;x
Leoni Otero;9977056;U77;1942;1944;1990;1990;2;3;0;1;0;3;0;L270012;1942;1960;1999;x
Lopez Contreras;9977057;U77;1930;1930;1930;1990;1;6;513;1;0;5;0;L270013;1930;1944;1999;x
Lopez Henriques;9977058;U77;1930;1990;1990;1990;3;3;64;0;0;4;0;L270014;1930;1940;1999;x
Lopez Marino;9977059;U77;1930;1939;1990;1990;3;4;0;1;0;5;0;L270015;1930;1943;1999;x
Lopez Pérez;9977060;U77;1942;1990;1990;1990;3;3;256;0;0;4;0;L270016;1942;1947;1999;x
Marchello Lopez;9977061;U77;1944;1947;1990;1990;3;4;0;1;0;5;0;L270017;1944;1960;1999;x
Medina Angarita;9977062;U77;1930;1930;1939;1941;0;4;2;3;0;3;0;L270018;1930;1945;1999;x
Monsalvo Mareno;9977063;U77;1942;1990;1990;1990;3;3;0;0;0;4;0;L270019;1942;1947;1999;x
Montilla;9977064;U77;1941;1944;1990;1990;3;3;64;1;0;5;0;L270020;1941;1960;1999;x
Perez Jimenez;9977065;U77;1942;1944;1945;1990;1;4;0;2;0;4;0;L270021;1942;1960;1999;x
Reyes Chamorra;9977066;U77;1930;1930;1990;1990;2;4;2;1;0;5;0;L270022;1930;1941;1999;x
Ruiz Tuerro;9977067;U77;1945;1990;1990;1990;3;4;4;0;0;2;0;L270023;1945;1960;1999;x
Sanabria Arcia;9977068;U77;1943;1990;1990;1990;3;3;1;0;0;3;0;L270024;1943;1960;1999;x
Sanchez Croes;9977069;U77;1945;1946;1990;1990;2;4;32;1;0;4;0;L270025;1945;1960;1999;x
Segundo Díaz;9977070;U77;1941;1943;1990;1990;2;4;0;1;0;4;0;L270026;1941;1960;1999;x
Simon Rios;9977071;U77;1930;1990;1990;1990;3;3;0;0;0;5;0;L270027;1930;1939;1999;x
Vicente Gomez;9977072;U77;1930;1930;1990;1990;2;4;2;1;0;5;0;L270029;1930;1941;1999;x
Alvaréz Santiago;9977073;U77;1941;1944;1990;1990;3;4;0;1;0;5;1;L270030;1941;1960;1999;x
Molina Talavayo;9977074;U77;1944;1946;1990;1990;2;3;0;1;0;3;1;L270031;1944;1960;1999;x
Montez Macusandrí;9977075;U77;1937;1941;1990;1990;2;4;0;1;0;5;1;L270032;1937;1946;1999;x
Ramos Díaz;9977076;U77;1943;1990;1990;1990;3;3;1024;0;0;4;1;L270033;1943;1960;1999;x
Rosa Sanchez;9977077;U77;1930;1930;1990;1990;2;4;4608;0;0;5;1;L270034;1930;1938;1999;x
Santabria Villa;9977078;U77;1930;1930;1990;1990;2;3;0;0;0;2;1;L270035;1930;1941;1999;x
Tagueva Mireílles;9977079;U77;1945;1990;1990;1990;3;3;0;0;0;5;1;L270036;1945;1960;1999;x
Toro Key;9977080;U77;1930;1938;1990;1990;3;4;0;1;0;4;1;L270037;1930;1942;1999;x
Villa Lobos;9977081;U77;1945;1990;1990;1990;3;4;4096;0;0;3;1;L270038;1945;1960;1999;x
Boniface Benitez;9977082;U77;1930;1990;1990;1990;3;3;0;0;0;4;2;L270039;1930;1939;1999;x
Contreras Villalobos;9977083;U77;1943;1945;1990;1990;2;4;0;1;0;3;2;L270040;1943;1960;1999;x
de Luca Varesano;9977084;U77;1944;1990;1990;1990;3;3;4096;0;0;2;2;L270041;1944;1960;1999;x
Díaz Fraile;9977085;U77;1939;1941;1990;1990;3;4;32768;1;0;4;2;L270042;1939;1944;1999;x
Lopez Henriques;9977086;U77;1930;1930;1990;1990;2;3;0;0;0;4;2;L270043;1930;1941;1999;x
Meyer Baldo;9977087;U77;1930;1990;1990;1990;3;4;4096;0;0;5;2;L270044;1930;1943;1999;x
Petit;9977088;U77;1930;1990;1990;1990;3;4;0;1;0;5;2;L270045;1930;1939;1999;x
Reynoso Rucker;9977089;U77;1943;1990;1990;1990;3;3;0;0;0;3;2;L270046;1943;1960;1999;x
Serrano Pérez;9977090;U77;1940;1943;1990;1990;3;3;0;1;0;4;2;L270047;1940;1947;1999;x
Torres Vilera;9977091;U77;1939;1943;1945;1990;2;4;131072;2;0;3;2;L270048;1939;1960;1999;x
Monedro Zarza;9977092;U77;1939;1990;1990;1990;3;4;256;0;0;5;0;L270049;1939;1960;1999;x
Llovera Paez;9977093;U77;1947;1948;1990;1990;2;4;0;1;0;5;0;M38086;1947;1960;1999;x
Andrade Flores;9977094;U77;1930;1930;1930;1990;1;3;514;1;0;3;0;L200000;1930;1939;1999;x
Baquerizo Davila;9977095;U77;1938;1990;1990;1990;3;3;0;0;0;2;0;L200001;1938;1945;1999;x
Branco Guevera;9977096;U77;1941;1943;1990;1990;2;3;128;1;0;4;0;L200002;1941;1960;1999;x
Cabrera Sevilla y Marco;9977097;U77;1941;1945;1990;1990;2;4;4;1;0;4;0;L200003;1941;1960;1999;x
Endara Pachos;9977098;U77;1930;1939;1990;1990;2;3;16;1;0;4;0;L200004;1930;1944;1999;x
Enriquez Gallo;9977099;U77;1930;1930;1930;1938;0;5;2;1;0;2;0;L200005;1930;1941;1999;x
Estrella Sanchéz;9977100;U77;1943;1946;1990;1990;3;3;0;1;0;3;0;L200006;1943;1960;1999;x
Fanquil del Ponte;9977101;U77;1930;1930;1990;1990;2;5;516;1;0;4;0;L200007;1930;1939;1999;x
Freire Posso;9977102;U77;1939;1943;1946;1990;2;5;128;2;0;4;0;L200008;1939;1960;1999;x
Gandara Enriquez;9977103;U77;1941;1944;1947;1990;2;3;1;2;0;4;0;L200009;1941;1947;1999;x
Gonzalez Bravo;9977104;U77;1930;1930;1930;1990;1;3;514;1;0;5;0;L200010;1930;1937;1999;x
Hidalgo Garcia;9977105;U77;1944;1990;1990;1990;3;3;8;0;0;4;0;L200011;1944;1960;1999;x
Ibañez y Ydigaras;9977106;U77;1938;1942;1944;1990;2;5;64;2;0;3;0;L200012;1938;1960;1999;x
Larrea Alba;9977107;U77;1930;1930;1941;1990;1;4;0;1;0;3;0;L200013;1930;1944;1999;x
Maldonado Alvaréz;9977108;U77;1930;1990;1990;1990;3;5;513;1;0;3;0;L200014;1930;1938;1999;x
Mancheno Cajas;9977109;U77;1945;1990;1990;1990;3;5;4;0;0;3;0;L200015;1945;1947;1999;x
Martinez Iguarte;9977110;U77;1939;1943;1990;1990;2;3;1;1;0;4;0;L200016;1939;1960;1999;x
Oliva Ojeda;9977111;U77;1930;1939;1990;1990;3;4;513;2;0;3;0;L200017;1930;1941;1999;x
Renella Barbatto;9977112;U77;1940;1942;1946;1990;2;5;128;2;0;4;0;L200018;1940;1960;1999;x
Marques Steffanell;9977113;U77;1930;1930;1930;1990;1;3;2560;1;0;4;1;L200023;1930;1938;1999;x
Moran Valverde;9977114;U77;1930;1939;1942;1990;2;4;0;2;0;3;1;L200024;1930;1945;1999;x
Pérez Guillaume;9977115;U77;1930;1930;1938;1990;2;4;4608;1;0;5;1;L200025;1930;1942;1999;x
Paquilla y Santos;9977116;U77;1939;1942;1990;1990;2;3;0;1;0;4;1;L200026;1939;1960;1999;x
Ramon Castro;9977117;U77;1941;1943;1947;1990;3;5;0;2;0;3;1;L200028;1941;1960;1999;x
Bayardo Tobar;9977118;U77;1945;1990;1990;1990;3;3;0;0;0;3;2;L200029;1945;1960;1999;x
Castro Jíjon;9977119;U77;1939;1943;1990;1990;2;3;0;1;0;3;2;L200030;1939;1947;1999;x
Gandara Enriquez;9977120;U77;1941;1944;1947;1990;2;4;0;2;0;4;2;L200031;1941;1960;1999;x
Ponce Trujillo;9977121;U77;1942;1945;1990;1990;3;4;4096;1;0;4;2;L200033;1942;1960;1999;x
