Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
基尔诺阿加 ;4318;ROM;1941;1990;1990;1990;3;4;0;1;0;4;0;L4318;1941;1999;1999;x
恰拉克 ;4319;ROM;1941;1990;1990;1990;3;4;0;1;0;4;0;L4319;1941;1999;1999;x
丘佩尔卡 ;4320;ROM;1930;1930;1938;1990;1;6;0;2;0;4;0;L4320;1930;1941;1999;x
科德雷亚努·I. ;4321;ROM;1930;1941;1990;1990;2;4;516;2;0;2;0;L4321;1930;1999;1999;x
康斯坦丁内斯库·克拉普斯 ;4322;ROM;1930;1930;1930;1990;1;7;2;2;0;4;0;L4322;1930;1943;1999;x
科斯马 ;4323;ROM;1941;1943;1990;1990;2;6;96;2;0;4;0;L4323;1941;1999;1999;x
德斯克列斯库 ;4324;ROM;1936;1940;1942;1990;1;6;0;3;0;4;0;L4324;1936;1999;1999;x
迪米特留 ;4325;ROM;1930;1930;1940;1990;1;4;0;2;0;4;0;L4325;1930;1999;1999;x
多布雷 ;4326;ROM;1945;1947;1990;1990;3;6;128;2;0;2;0;L4326;1945;1999;1999;x
德拉加利纳 ;4327;ROM;1930;1930;1939;1990;1;5;0;2;0;4;0;L4327;1930;1999;1999;x
德拉戈米尔 ;4328;ROM;1941;1990;1990;1990;3;4;0;1;0;4;0;L4328;1941;1999;1999;x
杜米特拉凯 ;4329;ROM;1941;1943;1990;1990;2;5;256;2;0;4;0;L4329;1941;1999;1999;x
杜米特雷斯库 ;4330;ROM;1930;1937;1942;1990;1;7;0;3;0;5;0;L4330;1930;1999;1999;x
埃夫迪米乌 ;4331;ROM;1941;1990;1990;1990;3;4;0;1;0;4;0;L4331;1941;1999;1999;x
埃内斯库 ;4332;ROM;1930;1930;1930;1990;1;5;514;1;0;4;0;L4332;1930;1940;1999;x
弗洛雷斯库 ;4333;ROM;1930;1930;1930;1990;1;5;514;1;0;4;0;L4333;1930;1939;1999;x
杰奥尔杰斯库·A·I·I. ;4334;ROM;1930;1990;1990;1990;3;6;514;1;0;4;0;L4334;1930;1939;1999;x
杰奥尔杰斯库·I·G. ;4335;ROM;1930;1990;1990;1990;3;5;576;1;0;5;0;L4335;1930;1999;1999;x
盖尔格 ;4336;ROM;1938;1941;1943;1990;2;5;128;3;0;4;0;L4336;1938;1999;1999;x
吉内拉鲁 ;4337;ROM;1941;1990;1990;1990;3;4;2;1;0;4;0;L4337;1941;1999;1999;x
格利姆尼茨 ;4338;ROM;1930;1990;1990;1990;3;5;16;1;0;5;0;L4338;1930;1942;1999;x
格洛戈扎努 ;4339;ROM;1930;1938;1990;1990;2;5;0;2;0;5;0;L4339;1930;1942;1999;x
格雷恰努 ;4340;ROM;1945;1990;1990;1990;3;4;256;1;0;3;0;L4340;1945;1999;1999;x
雅各比基 ;4341;ROM;1930;1930;1939;1990;1;5;0;2;0;5;0;L4341;1930;1942;1999;x
伊利埃斯库 ;4342;ROM;1939;1990;1990;1990;3;4;0;1;0;4;0;L4342;1939;1999;1999;x
伊尔库苏 ;4343;ROM;1930;1930;1930;1990;1;4;514;1;0;4;0;L4343;1930;1940;1999;x
约阿尼丘 ;4344;ROM;1930;1930;1990;1990;2;4;0;1;0;4;0;L4344;1930;1941;1999;x
约纳什库 ;4345;ROM;1930;1941;1944;1990;2;6;64;3;0;4;0;L4345;1930;1999;1999;x
约内斯库 ;4346;ROM;1941;1990;1990;1990;3;4;4;1;0;4;0;L4346;1941;1999;1999;x
约内斯库·西奈亚 ;4347;ROM;1930;1941;1944;1990;2;6;256;3;0;4;0;L4347;1930;1999;1999;x
科尔涅 ;4348;ROM;1942;1943;1990;1990;3;7;132;2;0;4;0;L4348;1942;1999;1999;x
勒克图舒 ;4349;ROM;1938;1942;1945;1990;2;6;320;3;0;4;0;L4349;1938;1999;1999;x
拉斯卡尔 ;4350;ROM;1939;1942;1943;1946;1;8;0;3;0;2;0;L4350;1939;1999;1999;x
莱奥韦亚努 ;4351;ROM;1930;1938;1943;1990;2;6;0;3;0;4;0;L4351;1930;1999;1999;x
莱文蒂 ;4352;ROM;1930;1939;1990;1990;2;5;514;1;0;4;0;L4352;1930;1941;1999;x
林德艾纳 ;4353;ROM;1944;1990;1990;1990;3;6;256;1;0;5;0;L4353;1944;1999;1999;x
马契奇 ;4354;ROM;1930;1930;1942;1990;2;5;0;2;0;4;0;L4354;1930;1999;1999;x
马纳富 ;4355;ROM;1937;1942;1990;1990;3;6;0;2;0;4;0;L4355;1937;1999;1999;x
默泽雷亚努 ;4356;ROM;1940;1990;1990;1990;3;5;256;1;0;4;0;L4356;1940;1999;1999;x
马扎里尼 ;4357;ROM;1930;1930;1990;1990;2;4;0;1;0;5;0;L4357;1930;1942;1999;x
米哈伊尔 ;4358;ROM;1930;1930;1930;1990;1;5;513;1;0;5;0;L4358;1930;1940;1999;x
米特勒内斯库 ;4359;ROM;1930;1938;1943;1990;2;6;0;3;0;5;0;L4359;1930;1999;1999;x
莫丘尔斯基 ;4360;ROM;1939;1942;1990;1990;2;5;256;2;0;4;0;L4360;1939;1999;1999;x
莫西乌 ;4361;ROM;1939;1990;1990;1990;3;4;64;1;0;4;0;L4361;1939;1999;1999;x
纳斯塔 ;4362;ROM;1941;1990;1990;1990;3;5;64;1;0;4;0;L4362;1941;1999;1999;x
内德莱亚 ;4363;ROM;1942;1990;1990;1990;3;6;33;1;0;4;0;L4363;1942;1999;1999;x
尼古列斯库·科丘 ;4364;ROM;1937;1942;1945;1990;2;6;0;3;0;5;0;L4364;1937;1999;1999;x
欧普里什 ;4365;ROM;1940;1990;1990;1990;3;4;0;1;0;4;0;L4365;1940;1999;1999;x
珀伦贾努 ;4366;ROM;1943;1944;1990;1990;2;4;0;2;0;4;0;L4366;1943;1999;1999;x
潘塔济 ;4367;ROM;1930;1930;1942;1990;2;6;0;2;0;4;0;L4367;1930;1999;1999;x
帕斯库 ;4368;ROM;1941;1990;1990;1990;3;6;256;1;0;4;0;L4368;1941;1999;1999;x
彼得雷斯库 ;4369;ROM;1940;1990;1990;1990;3;6;32;1;0;5;0;L4369;1940;1999;1999;x
弗莱普斯 ;4470;ROM;1930;1937;1990;1990;2;8;4;4;0;5;0;L4370;1930;1941;1999;x
波佩斯库·D. ;4371;ROM;1930;1990;1990;1990;3;5;516;1;0;4;0;L4371;1930;1941;1999;x
波佩斯库·T·D. ;4372;ROM;1941;1943;1990;1990;2;6;4;2;0;4;0;L4372;1941;1999;1999;x
波托佩亚努 ;4373;ROM;1930;1930;1990;1990;2;4;0;1;0;5;0;L4373;1930;1999;1999;x
拉科维策 ;4374;ROM;1930;1939;1942;1990;1;6;0;3;0;5;0;L4374;1930;1999;1999;x
勒德斯库 ;4375;ROM;1930;1930;1930;1990;1;4;512;1;0;3;0;L4375;1930;1939;1999;x
勒杜列斯库 ;4376;ROM;1941;1990;1990;1990;3;4;64;1;0;4;0;L4376;1941;1999;1999;x
拉什库 ;4377;ROM;1940;1944;1990;1990;3;5;0;1;0;2;0;L4377;1940;1999;1999;x
罗塞蒂·伯勒内斯库 ;4378;ROM;1941;1990;1990;1990;3;4;64;1;0;4;0;L4378;1941;1999;1999;x
罗津 ;4379;ROM;1930;1930;1943;1990;2;6;4;2;0;5;0;L4379;1930;1999;1999;x
萨伊达克 ;4380;ROM;1941;1990;1990;1990;3;5;0;1;0;4;0;L4380;1941;1999;1999;x
瑟讷泰斯库 ;4381;ROM;1930;1930;1930;1990;1;7;0;2;0;5;0;L4381;1930;1999;1999;x
萨沃亚 ;4382;ROM;1930;1990;1990;1990;3;6;516;1;0;4;0;L4382;1930;1940;1999;x
施密特 ;4383;ROM;1941;1943;1990;1990;3;5;128;2;0;4;0;L4383;1941;1999;1999;x
施瓦布 ;4384;ROM;1930;1938;1942;1990;2;6;4;3;0;4;0;L4384;1930;1999;1999;x
塞拉钦 ;4385;ROM;1942;1990;1990;1990;3;4;0;1;0;4;0;L4385;1942;1999;1999;x
赛恩 ;4386;ROM;1940;1990;1990;1990;3;5;128;1;0;4;0;L4386;1940;1942;1999;x
索瓦 ;4387;ROM;1938;1942;1944;1990;2;5;0;3;0;5;0;L4387;1938;1999;1999;x
斯塔夫拉特 ;4388;ROM;1939;1942;1990;1990;2;5;0;2;0;5;0;L4388;1939;1999;1999;x
斯塔夫雷斯库 ;4389;ROM;1938;1943;1946;1990;2;6;4;3;0;5;0;L4389;1938;1999;1999;x
施泰夫莱亚 ;4390;ROM;1937;1940;1944;1990;2;5;0;3;0;4;0;L4390;1937;1999;1999;x
斯托埃内斯库 ;4391;ROM;1930;1943;1990;1990;3;5;0;2;0;4;0;L4391;1930;1999;1999;x
斯托伊克内斯库 ;4392;ROM;1943;1990;1990;1990;3;4;0;1;0;3;0;L4392;1943;1999;1999;x
特特拉努 ;4393;ROM;1930;1930;1940;1990;1;6;0;2;0;5;0;L4393;1930;1999;1999;x
特特雷斯库 ;4394;ROM;1930;1930;1930;1990;1;4;0;1;0;4;0;L4394;1930;1940;1999;x
泰内斯库 ;4395;ROM;1942;1945;1990;1990;2;6;2;2;0;5;0;L4395;1942;1999;1999;x
特奥多里尼 ;4396;ROM;1941;1943;1990;1990;3;5;0;2;0;5;0;L4396;1941;1999;1999;x
特林库 ;4397;ROM;1939;1942;1990;1990;2;5;2;2;0;4;0;L4397;1939;1999;1999;x
瓦西柳 ;4398;ROM;1930;1938;1990;1990;2;4;0;2;0;5;0;L4398;1930;1942;1999;x
维萨里翁 ;4399;ROM;1941;1943;1990;1990;3;5;0;2;0;2;0;L4399;1941;1999;1999;x
沃伊库列斯库 ;4400;ROM;1941;1943;1990;1990;3;4;0;2;0;4;0;L4400;1941;1999;1999;x
扎哈雷斯库 ;4401;ROM;1930;1942;1946;1990;2;5;32;3;0;4;0;L4401;1930;1999;1999;x
卡兰菲尔 ;4402;ROM;1930;1930;1940;1990;1;4;0;2;0;4;1;L4402;1930;1999;1999;x
科列斯卡 ;4403;ROM;1943;1990;1990;1990;3;4;0;1;0;4;1;L4403;1943;1999;1999;x
杰奥尔杰斯库 ;4404;ROM;1942;1946;1990;1990;2;4;0;1;0;3;1;L4404;1942;1999;1999;x
伊利埃斯卡 ;4405;ROM;1945;1990;1990;1990;3;5;0;1;0;3;1;L4405;1945;1999;1999;x
马切拉留 ;4406;ROM;1930;1939;1944;1990;2;6;2048;3;0;4;1;L4406;1930;1999;1999;x
尼古拉·杜卡·迪·西尔瓦尼亚 ;4407;ROM;1930;1990;1990;1990;3;3;0;1;0;4;1;L4407;1930;1999;1999;x
罗什卡 ;4408;ROM;1930;1990;1990;1990;3;6;0;1;0;4;1;L4408;1930;1939;1999;x
扎克利亚斯库 ;4409;ROM;1941;1990;1990;1990;3;4;0;1;0;3;1;L4409;1941;1999;1999;x
切勒雷亚努 ;4410;ROM;1941;1990;1990;1990;3;4;0;1;0;4;2;L4410;1941;1999;1999;x
达尔然 ;4411;ROM;1938;1990;1990;1990;3;4;16384;1;0;4;2;L4411;1938;1999;1999;x
达维德斯库 ;4412;ROM;1930;1930;1990;1990;2;6;0;1;0;5;2;L4412;1930;1943;1999;x
迪·切泽雷 ;4413;ROM;1939;1945;1990;1990;3;5;0;2;0;5;2;L4413;1939;1999;1999;x
费尔楚 ;4414;ROM;1940;1990;1990;1990;3;4;0;1;0;4;2;L4414;1940;1999;1999;x
加夫里柳 ;4415;ROM;1930;1942;1990;1990;2;5;0;2;0;3;2;L4415;1930;1999;1999;x
乔治乌 ;4416;ROM;1930;1942;1990;1990;2;5;4096;2;0;3;2;L4416;1930;1999;1999;x
约内斯库 ;4417;ROM;1943;1945;1990;1990;2;6;16384;2;0;4;2;L4417;1943;1999;1999;x
日耶内斯库 ;4418;ROM;1930;1930;1990;1990;2;4;0;1;0;4;2;L4418;1930;1999;1999;x
米卢 ;4419;ROM;1944;1990;1990;1990;3;6;0;1;0;5;2;L4419;1944;1999;1999;x
帕斯库 ;4420;ROM;1939;1990;1990;1990;3;4;0;1;0;4;2;L4420;1939;1999;1999;x
波佩斯库·乔克内尔 ;4421;ROM;1938;1940;1942;1990;1;5;16384;3;0;3;2;L4421;1938;1999;1999;x
桑杜 ;4422;ROM;1940;1990;1990;1990;3;5;0;1;0;5;2;L4422;1940;1999;1999;x
维赞特 ;4423;ROM;1939;1946;1990;1990;3;5;0;2;0;4;2;L4423;1939;1999;1999;x
瓦西柳 ;4424;ROM;1930;1940;1990;1990;2;5;0;2;0;4;2;L4424;1930;1999;1999;x
