Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x 
安吉尔拉吉斯 ;108031;U00;1930;1938;1990;1990;3;5;256;1;0;5;0;L8031;1930;1999;1999;x
艾普勒 ;108032;U00;1938;1990;1990;1990;3;6;2;0;0;5;0;L8032;1938;1940;1999;x
法布勒奇 ;108033;U00;1930;1930;1930;1990;1;4;0;1;0;3;0;L8033;1930;1999;1999;x
费尔多夫尼尔 ;108034;U00;1939;1941;1945;1990;2;5;1;2;0;5;0;L8034;1939;1999;1999;x
飞利浦维兹 ;108035;U00;1930;1990;1990;1990;3;4;0;0;0;5;0;L8035;1930;1941;1999;x
贾拉迪克 ;108036;U00;1938;1990;1990;1990;3;5;1;0;0;5;0;L8036;1938;1999;1999;x
加索尔维斯奇吉 ;108037;U00;1938;1990;1990;1990;3;5;0;0;0;5;0;L8037;1938;1999;1999;x
加索尔维斯奇乌 ;108038;U00;1939;1943;1990;1990;2;4;0;1;0;5;0;L8038;1939;1999;1999;x
吉扎 ;108039;U00;1942;1990;1990;1990;3;4;2;0;0;5;0;L8039;1942;1999;1999;x
格拉比兹 ;108040;U00;1938;1942;1990;1990;3;5;0;1;0;5;0;L8040;1938;1999;1999;x
格拉克维斯奇 ;108041;U00;1938;1944;1990;1990;2;6;513;1;0;5;0;L8041;1938;1999;1999;x
格罗特罗维奇 ;108042;U00;1937;1941;1990;1990;3;5;1;1;0;5;0;L8042;1937;1944;1999;x
格莫特斯科特尼克奇 ;108043;U00;1930;1938;1990;1990;2;5;2;1;0;5;0;L8043;1930;1999;1999;x
哈勒德哈勒伯格 ;108044;U00;1930;1938;1990;1990;2;7;513;1;0;5;0;L8044;1930;1943;1999;x
哈勒凡哈勒伯格 ;108045;U00;1930;1930;1990;1990;2;4;513;0;0;5;0;L8045;1930;1938;1999;x
汉卡库勒扎 ;108046;U00;1930;1930;1990;1990;2;4;2;0;0;5;0;L8046;1930;1938;1999;x
赫顿卡斯奇 ;108047;U00;1930;1930;1990;1990;2;4;514;1;0;5;0;L8047;1930;1938;1999;x
加格米萨多维奇 ;108048;U00;1938;1990;1990;1990;3;6;2;0;0;5;0;L8048;1938;1999;1999;x
加克利兹 ;108049;U00;1938;1943;1990;1990;2;4;0;1;0;5;0;L8049;1938;1999;1999;x
卡拉宾斯奇 ;108050;U00;1930;1990;1990;1990;3;5;0;0;0;5;0;L8050;1930;1999;1999;x
卡里那兹棱埃斯奇 ;108051;U00;1930;1990;1990;1990;2;5;1;0;0;5;0;L8051;1930;1999;1999;x
卡拉斯兹托卡泽斯奇 ;108052;U00;1930;1940;1990;1990;2;5;0;1;0;5;0;L8052;1930;1999;1999;x
卡兹 ;108053;U00;1938;1990;1990;1990;3;5;2;0;0;5;0;L8053;1938;1943;1999;x
卡斯普奇 ;108054;U00;1930;1930;1938;1990;1;5;513;1;0;4;0;L8054;1930;1999;1999;x
奇维奇 ;108055;U00;1942;1990;1990;1990;3;5;16;0;0;5;0;L8055;1942;1999;1999;x
克拉泽斯奇 ;108056;U00;1930;1990;1990;1990;3;4;0;0;0;5;0;L8056;1930;1939;1999;x
克里伯格 ;108057;U00;1930;1938;1990;1990;2;5;16;1;0;5;0;L8057;1930;1941;1999;x
克里梅奇 ;108058;U00;1938;1990;1990;1990;3;5;0;0;0;5;0;L8058;1938;1999;1999;x
克米西克斯科泽奇 ;108059;U00;1938;1990;1990;1990;3;4;32;0;0;5;0;L8059;1938;1999;1999;x
克努尔科纳奇 ;108060;U00;1930;1938;1990;1990;2;5;4;1;0;5;0;L8060;1930;1999;1999;x
科帕斯奇 ;108061;U00;1938;1940;1990;1990;3;6;256;1;0;5;0;L8061;1938;1999;1999;x
克萨克斯奇 ;108062;U00;1938;1990;1990;1990;3;4;32;0;0;5;0;L8062;1938;1999;1999;x
科瑟奇 ;108063;U00;1941;1990;1990;1990;3;5;4;0;0;5;0;L8063;1941;1999;1999;x
科瓦斯奇 ;108064;U00;1930;1930;1990;1990;2;5;0;1;0;5;0;L8064;1930;1999;1999;x
科泽奇 ;108065;U00;1930;1990;1990;1990;3;4;128;0;0;5;0;L8065;1930;1999;1999;x
克鲁斯泽奇 ;108066;U00;1930;1939;1990;1990;2;5;8;1;0;5;0;L8066;1930;1999;1999;x
克利赞诺奇 ;108067;U00;1930;1938;1990;1990;3;5;16;1;0;5;0;L8067;1930;1999;1999;x
可克尔 ;108068;U00;1930;1938;1942;1990;2;5;0;2;0;5;0;L8068;1930;1999;1999;x
科苏顿 ;108069;U00;1938;1990;1990;1990;3;8;256;1;0;5;0;L8069;1938;1940;1999;x
克则巴 ;108070;U00;1930;1930;1930;1990;1;5;4;1;0;5;0;L8070;1930;1999;1999;x
龙内尔 ;108071;U00;1938;1942;1990;1990;2;6;2;1;0;5;0;L8071;1938;1999;1999;x
勒维特 ;108072;U00;1937;1990;1990;1990;3;4;0;0;0;5;0;L8072;1937;1999;1999;x
里斯卡拉维兹 ;108073;U00;1938;1990;1990;1990;3;4;2;0;0;5;0;L8073;1938;1999;1999;x
马科维兹 ;108074;U00;1930;1990;1990;1990;3;5;514;1;0;5;0;L8074;1930;1999;1999;x
马泽克 ;108075;U00;1937;1941;1943;1990;3;6;132;3;0;5;0;L8075;1937;1999;1999;x
马里里斯莫拉维奇 ;108076;U00;1937;1990;1990;1990;3;4;64;0;0;5;0;L8076;1937;1999;1999;x
马里诺维奇 ;108077;U00;1930;1990;1990;1990;3;4;0;0;0;5;0;L8077;1930;1999;1999;x
姆洛特费加克维奇 ;108078;U00;1930;1930;1939;1990;2;5;2;1;0;5;0;L8078;1930;1944;1999;x
蒙德 ;108079;U00;1937;1939;1990;1990;3;4;0;1;0;5;0;L8079;1937;1940;1999;x
莫索尔 ;108080;U00;1939;1942;1946;1990;3;5;0;2;0;3;0;L8080;1939;1999;1999;x
莫兹德维奇 ;108081;U00;1938;1990;1990;1990;3;5;2;0;0;5;0;L8081;1938;1999;1999;x
纳布特鲁克斯奇 ;108082;U00;1930;1938;1990;1990;2;5;0;1;0;5;0;L8082;1930;1999;1999;x
挪维德恩格巴尔 ;108083;U00;1930;1938;1990;1990;2;5;1;1;0;5;0;L8083;1930;1999;1999;x
奥德则斯奇 ;108084;U00;1939;1943;1990;1990;3;5;64;1;0;5;0;L8084;1939;1999;1999;x
奥库里奇尼德兹维德卡 ;108085;U00;1930;1942;1943;1990;3;6;256;2;0;5;0;L8085;1930;1946;1999;x
奥布彻特 ;108086;U00;1930;1938;1990;1990;2;4;0;1;0;5;0;L8086;1930;1999;1999;x
奥则那维科泽斯奇 ;108087;U00;1930;1930;1990;1990;2;5;4;0;0;3;0;L8087;1930;1999;1999;x
奥利兹德里则 ;108088;U00;1930;1930;1941;1990;1;5;16;1;0;3;0;L8088;1930;1999;1999;x
奥利克鲁克斯奇 ;108089;U00;1930;1937;1990;1990;2;4;0;1;0;5;0;L8089;1930;1999;1999;x
奥利克鲁克曼 ;108090;U00;1930;1937;1939;1990;2;7;4;2;0;5;0;L8090;1930;1999;1999;x
奥斯奇 ;108091;U00;1930;1990;1990;1990;3;4;514;1;0;5;0;L8091;1930;1939;1999;x
奥斯托维奇 ;108092;U00;1930;1990;1990;1990;3;5;513;1;0;5;0;L8092;1930;1939;1999;x
奥兹维奇 ;108093;U00;1930;1990;1990;1990;3;5;514;1;0;5;0;L8093;1930;1942;1999;x
帕斯科维奇 ;108094;U00;1930;1940;1990;1990;3;5;0;1;0;5;0;L8094;1930;1999;1999;x
佩则斯奇科泽格兹 ;108095;U00;1938;1990;1990;1990;3;4;1;0;0;5;0;L8095;1938;1999;1999;x
皮埃瑟奇 ;108096;U00;1930;1939;1990;1990;3;5;1;1;0;5;0;L8096;1930;1999;1999;x
皮埃克斯奇 ;108097;U00;1937;1939;1990;1990;3;4;2;1;0;5;0;L8097;1937;1999;1999;x
皮斯克 ;108098;U00;1930;1930;1937;1990;1;7;514;1;0;5;0;L8098;1930;1999;1999;x
普里所维奇 ;108099;U00;1930;1990;1990;1990;3;5;514;1;0;5;0;L8099;1930;1939;1999;x
普德赫斯奇 ;108100;U00;1930;1938;1990;1990;3;5;1;1;0;5;0;L8100;1930;1946;1999;x
波普维兹 ;108101;U00;1930;1930;1990;1990;2;6;514;1;0;5;0;L8101;1930;1941;1999;x
普维特 ;108102;U00;1939;1990;1990;1990;3;5;2;0;0;5;0;L8102;1939;1999;1999;x
普韦尔扎 ;108103;U00;1938;1990;1990;1990;3;5;2;0;0;5;0;L8103;1938;1999;1999;x
普拉戈罗斯奇 ;108104;U00;1930;1939;1990;1990;3;5;0;1;0;5;0;L8104;1930;1999;1999;x
普里克 ;108105;U00;1930;1990;1990;1990;3;7;513;3;0;5;0;L8105;1930;1939;1999;x
普鲁加克迪 ;108106;U00;1930;1938;1990;1990;3;5;16;1;0;5;0;L8106;1930;1999;1999;x
普里德明斯奇克鲁克维奇 ;108107;U00;1930;1930;1930;1990;1;7;2;1;0;5;0;L8107;1930;1999;1999;x
普泽洛奇 ;108108;U00;1942;1990;1990;1990;3;6;1;0;0;4;0;L8108;1942;1999;1999;x
普泽奇 ;108109;U00;1930;1990;1990;1990;3;5;514;1;0;5;0;L8109;1930;1939;1999;x
普则加克维奇 ;108110;U00;1937;1939;1990;1990;3;5;0;1;0;5;0;L8110;1937;1999;1999;x
拉克维奇 ;108111;U00;1942;1945;1990;1990;3;5;128;1;0;5;0;L8111;1942;1999;1999;x
罗拉阿茨泽维奇 ;108112;U00;1942;1990;1990;1990;3;6;0;0;0;5;0;L8112;1942;1999;1999;x
罗拉则米尔奇 ;108113;U00;1930;1941;1944;1946;3;6;128;3;0;2;0;L8113;1930;1999;1999;x
罗莫 ;108114;U00;1930;1930;1990;1990;2;6;0;1;0;5;0;L8114;1930;1938;1999;x
拉美尔 ;108115;U00;1930;1930;1930;1990;1;4;0;1;0;5;0;L8115;1930;1999;1999;x
罗斯特沃维斯奇 ;108116;U00;1930;1930;1990;1990;2;4;0;0;0;5;0;L8116;1930;1999;1999;x
拉德尼奇 ;108117;U00;1939;1942;1990;1990;3;6;128;1;0;5;0;L8117;1939;1999;1999;x
罗斯特加诺维奇 ;108118;U00;1937;1990;1990;1990;3;5;8;0;0;5;0;L8118;1937;1999;1999;x
萨维奇 ;108119;U00;1937;1990;1990;1990;3;5;0;1;0;5;0;L8119;1937;1999;1999;x
斯科沃拉维则吉维奇 ;108120;U00;1930;1937;1990;1990;2;5;0;1;0;4;0;L8120;1930;1941;1999;x
斯卡雷 ;108121;U00;1930;1930;1930;1990;1;4;514;1;0;5;0;L8121;1930;1999;1999;x
斯卡斯奇夫 ;108122;U00;1930;1990;1990;1990;3;5;0;0;0;5;0;L8122;1930;1999;1999;x
斯卡斯奇乌 ;108123;U00;1930;1930;1937;1990;1;6;1;2;0;5;0;L8123;1930;1999;1999;x
斯基斯吉 ;108124;U00;1930;1930;1990;1990;2;5;514;1;0;5;0;L8124;1930;1941;1999;x
斯库拉脱维奇 ;108125;U00;1930;1990;1990;1990;3;5;513;1;0;5;0;L8125;1930;1999;1999;x
斯科娃泽斯奇 ;108126;U00;1930;1990;1990;1990;3;4;0;0;0;5;0;L8126;1930;1999;1999;x
斯拉沃基斯科拉克维奇 ;108127;U00;1930;1930;1942;1990;2;4;0;1;0;5;0;L8127;1930;1999;1999;x
斯米格里兹 ;108128;U00;1930;1930;1930;1930;0;5;514;1;0;5;0;L8128;1930;1999;1999;x
斯摩棱斯奇 ;108129;U00;1938;1990;1990;1990;3;6;0;0;0;5;0;L8129;1939;1999;1999;x
斯莫拉维斯奇 ;108130;U00;1930;1930;1990;1990;2;6;544;1;0;5;0;L8130;1930;1999;1999;x
索萨布维斯奇 ;108131;U00;1939;1942;1990;1990;3;7;260;1;0;5;0;L8131;1939;1999;1999;x
索斯科维奇 ;108132;U00;1930;1930;1942;1990;1;7;6;2;0;5;0;L8132;1930;1999;1999;x
斯皮卡斯奇 ;108133;U00;1937;1940;1942;1944;2;5;0;3;0;3;0;L8133;1937;1999;1999;x
斯塔科维兹 ;108134;U00;1930;1930;1990;1990;2;5;2;0;0;5;0;L8134;1930;1999;1999;x
斯塔克 ;108135;U00;1939;1990;1990;1990;3;5;0;0;0;1;0;L8135;1939;1999;1999;x
斯则勒奇 ;108136;U00;1930;1990;1990;1990;3;5;4;0;0;5;0;L8136;1930;1999;1999;x
苏里克 ;108137;U00;1938;1944;1990;1990;3;5;1;1;0;5;0;L8137;1938;1999;1999;x
斯韦泽维斯奇 ;108138;U00;1938;1990;1990;1990;3;5;0;0;0;3;0;L8138;1938;1999;1999;x
斯扎夫拉 ;108139;U00;1937;1990;1990;1990;3;4;2;0;0;5;0;L8139;1937;1999;1999;x
斯泽灵 ;108140;U00;1930;1930;1930;1990;1;5;32;1;0;5;0;L8140;1930;1999;1999;x
斯则孜克波兹 ;108141;U00;1937;1942;1990;1990;3;6;36;1;0;5;0;L8141;1937;1999;1999;x
塔克扎克 ;108142;U00;1930;1930;1990;1990;2;5;516;1;0;5;0;L8142;1930;1939;1999;x
塔塔 ;108143;U00;1942;1945;1990;1990;3;4;16;1;0;5;0;L8143;1942;1999;1999;x
托姆 ;108144;U00;1930;1930;1990;1990;2;6;2;1;0;5;0;L8144;1930;1999;1999;x
托马泽维奇 ;108145;U00;1937;1990;1990;1990;3;5;2;0;0;5;0;L8145;1937;1999;1999;x
托加诺维奇 ;108146;U00;1937;1990;1990;1990;3;4;0;0;0;5;0;L8146;1937;1999;1999;x
托克维斯奇 ;108147;U00;1938;1990;1990;1990;3;6;2;0;0;5;0;L8147;1938;1945;1999;x
瓦科诺维斯奇 ;108148;U00;1930;1990;1990;1990;3;7;16;0;0;5;0;L8148;1930;1943;1999;x
维罗比 ;108149;U00;1930;1938;1990;1990;3;5;0;1;0;4;0;L8149;1930;1999;1999;x
韦尼瓦德洛戈斯泽维奇 ;108150;U00;1930;1930;1990;1990;2;5;516;1;0;5;0;L8150;1930;1938;1999;x
维科纳斯 ;108151;U00;1930;1937;1990;1990;2;5;0;1;0;5;0;L8151;1930;1999;1999;x
韦斯尼斯奇 ;108152;U00;1941;1945;1990;1990;3;6;528;1;0;5;0;L8152;1941;1999;1999;x
维拉德 ;108153;U00;1930;1990;1990;1990;3;5;2;0;0;5;0;L8153;1930;1939;1999;x
沃尔科维奇 ;108154;U00;1930;1942;1990;1990;3;5;0;1;0;5;0;L8154;1930;1945;1999;x
扎赫斯奇 ;108155;U00;1938;1990;1990;1990;3;6;514;1;0;5;0;L8155;1938;1941;1999;x
扎科泽维奇 ;108156;U00;1939;1990;1990;1990;3;5;0;0;0;5;0;L8156;1939;1999;1999;x
扎卢斯奇 ;108157;U00;1930;1990;1990;1990;3;5;514;1;0;5;0;L8157;1930;1939;1999;x
则格塔加努斯扎迪斯 ;108158;U00;1930;1941;1945;1990;2;5;1;2;0;5;0;L8158;1930;1999;1999;x
则里哥维斯基 ;108159;U00;1930;1930;1938;1990;2;4;516;1;0;5;0;L8159;1930;1999;1999;x
兹姆斯奇 ;108160;U00;1937;1939;1990;1990;3;5;66;0;0;5;0;L8160;1937;1999;1999;x
则棱斯奇 ;108161;U00;1937;1990;1990;1990;3;4;1;0;0;4;0;L8161;1937;1999;1999;x
兹格罗维兹 ;108162;U00;1930;1990;1990;1990;3;5;514;1;0;5;0;L8162;1930;1939;1999;x
祖波兹卡林斯奇 ;108163;U00;1938;1990;1990;1990;3;5;0;0;0;4;0;L8163;1938;1999;1999;x
祖拉夫 ;108164;U00;1930;1938;1990;1990;2;5;0;1;0;5;0;L8164;1930;1943;1999;x
泽尼克奇 ;108165;U00;1930;1930;1938;1990;1;4;2048;0;0;5;1;L8165;1930;1999;1999;x
弗兰科维斯奇 ;108166;U00;1930;1937;1990;1990;2;4;0;1;0;5;1;L8166;1930;1941;1999;x
格鲁德兹斯奇 ;108167;U00;1937;1990;1990;1990;3;4;1024;0;0;5;1;L8167;1937;1942;1999;x
克罗兹科维奇 ;108168;U00;1939;1943;1990;1990;3;4;0;1;0;2;1;L8168;1939;1999;1999;x
克洛普托维奇 ;108169;U00;1939;1990;1990;1990;3;4;0;0;0;5;1;L8169;1939;1945;1999;x
克里托维斯奇 ;108170;U00;1938;1942;1990;1990;2;4;0;1;0;5;1;L8170;1938;1999;1999;x
罗曼诺维斯奇 ;108171;U00;1930;1990;1990;1990;3;5;1024;0;0;5;1;L8171;1930;1999;1999;x
斯蒂尔 ;108172;U00;1938;1990;1990;1990;3;4;0;0;0;5;1;L8172;1938;1999;1999;x
斯里斯奇 ;108173;U00;1930;1930;1940;1990;2;5;4096;1;0;5;1;L8173;1930;1999;1999;x
斯则脱维奇 ;108174;U00;1939;1990;1990;1990;3;4;0;0;0;5;1;L8174;1939;1943;1999;x
尤拉格 ;108175;U00;1930;1938;1990;1990;2;4;4096;1;0;5;1;L8175;1930;1999;1999;x
罗斯奇 ;108176;U00;1937;1942;1990;1990;3;5;0;1;0;5;1;L8176;1937;1999;1999;x
布里达 ;108177;U00;1938;1990;1990;1990;3;4;0;0;0;4;2;L8177;1938;1999;1999;x
查鲁帕 ;108178;U00;1939;1990;1990;1990;3;4;0;0;0;5;2;L8178;1939;1999;1999;x
赫勒 ;108179;U00;1930;1937;1990;1990;3;5;16384;1;0;5;2;L8179;1930;1999;1999;x
伊瓦则吉维则 ;108180;U00;1937;1990;1990;1990;3;4;0;0;0;5;2;L8180;1937;1999;1999;x
加里娜 ;108181;U00;1930;1943;1990;1990;3;5;0;1;0;5;2;L8181;1930;1999;1999;x
卡尔库斯 ;108182;U00;1930;1938;1990;1990;2;4;0;1;0;5;2;L8182;1930;1941;1999;x
卡拉斯 ;108183;U00;1930;1990;1990;1990;3;4;0;0;0;5;2;L8183;1930;1999;1999;x
卡品斯奇 ;108184;U00;1940;1990;1990;1990;3;4;0;0;0;1;2;L8184;1940;1999;1999;x
克瓦则科 ;108185;U00;1930;1990;1990;1990;3;4;0;0;0;5;2;L8185;1930;1999;1999;x
克拉斯诺德布奇 ;108186;U00;1939;1942;1990;1990;3;5;0;1;0;5;2;L8186;1939;1999;1999;x
库兹米斯奇 ;108187;U00;1938;1943;1990;1990;3;5;0;1;0;5;2;L8187;1938;1946;1999;x
勒万德维斯奇 ;108188;U00;1930;1930;1990;1990;2;4;8704;0;0;5;2;L8188;1930;1944;1999;x
纳扎克维兹 ;108189;U00;1938;1990;1990;1990;3;4;0;0;0;5;2;L8189;1938;1999;1999;x
帕维利科维斯奇 ;108190;U00;1937;1943;1990;1990;3;5;4096;2;0;5;2;L8190;1937;1999;1999;x
帕鲁克 ;108191;U00;1930;1941;1990;1990;2;4;0;1;0;5;2;L8191;1930;1999;1999;x
普拉斯 ;108192;U00;1930;1990;1990;1990;3;5;0;0;0;5;2;L8192;1930;1999;1999;x
拉伊斯奇 ;108193;U00;1930;1930;1942;1990;2;5;0;1;0;5;2;L8193;1930;1999;1999;x
斯塔克昂 ;108194;U00;1938;1990;1990;1990;3;4;0;0;0;5;2;L8194;1938;1941;1999;x
图斯科维兹 ;108195;U00;1938;1990;1990;1990;3;4;16384;0;0;5;2;L8195;1938;1999;1999;x
扎加克 ;108196;U00;1930;1930;1990;1990;2;4;8704;0;0;5;2;L8196;1930;1941;1999;x
苏里克 ;108197;U00;1938;1944;1990;1990;3;5;1;1;0;5;0;L8197;1938;1999;1999;x
斯克伊纳 ;108198;U00;1930;1990;1990;1990;3;4;64;0;0;5;0;L8198;1930;1942;1999;x
