#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#########################################;;;;;;;;;;;x
######### GENERAL TEXT STRINGS #########;;;;;;;;;;;x
#########################################;;;;;;;;;;;x
EVT_901503_DESC;“您瞧，这是昨天夜里抓捕和审讯的战果。”鲍曼得意地扬着手里的卷宗，“果然不出您所料，卡纳里斯是条最大、最肥的诱饵，就连关在帝国保安总局地下监狱里都透出喷香的气味，他的喽啰们——主要是他的副手汉斯·奥斯特少将和汉斯·冯·杜那尼处长纠集了秘密行动队企图劫狱，结果被我们一网打尽。我们不但从杜那尼办公室里收缴了大量重要文件，而且他们还交代出了一堆密谋分子，很多都是大人物。”总参谋长哈尔德大将肯定得算一个，勒布元帅估计也是，还有原第四装甲集团军司令官霍普纳大将应该也名列其中——他可是一贯反对我来着，台风战役时第一个当了逃兵。哦，差点忘了勃劳希契这个陆军总司令，没他睁一只眼闭一只眼，哈尔德和陆军总参谋部那批人当初不敢这么做。应该还有法国驻军总司令斯图普纳格尔和比利时总督法尔肯豪因这两个上将，他们这两年没少背着我搞小动作。对了，还有一个很重要的人物，前两天隆美尔还向我推荐来着，就是那个新回国的施陶芬贝格上校。你可别小看这位上校，他可是贝克—卡纳里斯叛国集团的联络员，当初九月政变时就是他代表霍普纳传递‘兵谏’命令的……”。穿越前的希特勒根本就对这些阴谋一无所知，否则绝不会是相安无事的格局。虽然霍夫曼明确否认了有人提前汇报的猜测，但鲍曼满脑门都是汗珠，他在心底几乎可以百分之两百地肯定：昨天的行动队伍里一定有元首埋下的眼线，而且是他和保安总局几驾马车都不掌握、能够直接向元首汇报的危险人物，一想到元首防止手下勾连起来弄小动作的周密部署，他就觉得背上的汗毛都树立起来，而所谓1938年开始就监控密谋分子的说法，更让他觉得元首高深莫测，连带着对元首的敬畏又上升了一层。 ;;;;;;;;;;X
EVT_901504_DESC;在北非和地中海，我们的兵力过于薄弱，可怜的意大利人更是不堪一击，半点都指望不上，而我们面对的却是数量超过我们几倍，装备也更加精良的英国人，更何况有情报显示，美国人已在策划登陆北非，如果我们不想像上次大战那样面临两线作战，必须尽快消灭这个隐患。每天都有各种各样自相矛盾、言语含糊、漏洞百出的情报呈递到元首面前，这里面当然不乏真知灼见，但更多的却是猜测、独断和臆想——阿拉曼之战已迫在眉睫，美军在北非登陆的“火炬”行动也近在咫尺，再不调整可就真的完了。所以他借着了解情况的机会，将所有靠谱的推断挑选出来并以此为基础进行战略调整。 ;;;;;;;;;;X
EVT_901510_DESC;在戈林的领导下，第三帝国不过5、6千架飞机规模的空军居然有180多万人员，光是多余的地勤人员和空军部门里的闲杂人员就达20万人，陆军总参谋部曾强烈要求将这些闲杂人员迅速补充到损失惨重的陆军师中去，但被帝国元帅直接拒绝了，为了防止人员补充给陆军，还特意下令组建了滑稽的空军野战师，每个师基本都是齐装满员而且配备了最新武器。但这些部队严重缺乏作战训练与经验，也缺乏经过战争考验的士官和军官，因此战斗力极其低下，连红军新组建的民兵师都能够击退空军师，就更不用说近卫师了！在后世公认比轴心国最面的意呆利军队还要弱上几分。元首下令将他们补充东线损耗，另一部分则看管战俘营。 ;;;;;;;;;;X
EVT_1000164_DESC;弗拉索夫当然不是无名之辈，恰恰相反，这个鼻梁上架着一副黑框眼镜、看上去文质彬彬像个政工干部的中将在红军中绝对称得上是一名悍将。弗拉索夫是新城神学院的毕业生，19岁参加了苏联红军并在内战中立下功勋，1924年7月至1925年曾在列宁格勒高等骑兵学校训练班深造，粗看上去这个学校名头不响，但只要看看他同班同学的名字就可以知道其中蕴含的价值——他与朱可夫、罗科索夫斯基、巴格拉米扬和叶廖缅科等人是同学。1930年，年仅30岁的弗拉索夫当选为联共（布）中央委员，1938年还作为军事顾问奉派到中国并帮助国军训练军队。那时候正好德国援华军事将领还没撤完，陆军总参谋部里还留着他的档案和粗略评价，认为他“头脑灵活、作风勇猛，是一个值得注意的对手”。“巴巴罗萨”行动后弗拉索夫出任新组建的苏军第37集团军司令，在基辅方向参加正面防御作战且屡建功勋，最后神奇般地逃出基辅包围圈并徒步返回本方阵地，斯大林用飞机把他接到莫斯科并授予其列宁勋章和红旗勋章，同时还任命他为防守莫斯科的第20集团军司令。到台风战役高潮时，面对德国第3、第4两个装甲集群的冲击，是弗拉索夫亲率第7和第8近卫步兵师以强行军堵住了突破口，保住了岌岌可危的莫斯科，甚至还在友军支援下在德米特罗夫和伊克沙湖之间发动反攻，硬生生地把敌人阻挡在莫斯科运河一线。鉴于他的成绩，台风战役结束后斯大林提拔他为沃尔霍夫方面军副司令员，他接任后立刻以前所未有的冲劲投入工作——他从基里施以西地域发起进攻，占领了丘多沃至诺夫哥罗德之间的一大块森林沼泽，楔入德军纵深60-70公里，先头部队离柳班仅15公里，严重威胁德国第18集团军的侧翼，只因为其他友军配合不利，孤军深入的他被德国优势兵力包围后于6月底无奈被俘。 ;;;;;;;;;;X
EVT_1000165_DESC;弗拉索夫表示，要纠集原俄国境内所有反斯大林与布尔什维克的民族与军人一起，形成新势力。元首让他打消了这个念头，告诉他将按照民族自决的原则分别建国，新的俄罗斯将仅有俄罗斯民族和固有领土组成。元首准备先让他和其他一些被俘苏军高级军官组成俄罗斯民族委员会发表政治宣言，该宣言将与其他非俄罗斯族的政治宣言形成统一体系，同时再让他去战俘营挑选苏军纯粹俄罗斯族裔的军官和士兵组建俄罗斯解放军。下个月我们将在华沙召开东方会议，会议将统一协调原俄国领土处理事宜，您分封的那些‘国家’都会借此宣布独立并统统参与到反对布尔什维克的战斗中来，而俄罗斯民族委员会将被我们承认为与苏维埃俄国交战的友好势力，享受盟军待遇，并承诺在战争胜利后以他们为基础组建新的俄罗斯国家政权。 ;;;;;;;;;;X
EVT_1000168_DESC;1942年10月11日，比历史整整提早两个半月、让斯大林怒不可遏的《告红军指战员书》由俄罗斯民族委员会在斯摩棱斯克公布，签署人为委员会主席А。А。弗拉索夫中将和秘书В。Ф。马雷什金少将（他曾任第19集团军参谋长）。“……布尔什维克系俄罗斯人民最凶恶的敌人……在我国历史上从没有遭受过这样的失败，这场战争中红军必将是死路一条。尽管指战员们有自我牺牲精神，尽管俄罗斯人民英勇顽强，但这场战争注定是一场失败的战争，因为造成这种局面的罪魁祸首就是腐朽的社会制度、斯大林以及他的总参谋部的懦弱无能……在过去20余年里，斯大林一直宣称宣称国家主要的斗争对象是英美等国的资本家们，一再把我们内部的优秀分子打上英美帝国主义分子走狗与帮凶这样的标签后打倒，但实际上他现在正和他所唾弃的、英国和美国的资本家们结成一体，可耻地背叛了俄罗斯人民！”
宣言最后指出：“我们今天选择与德国人合作，不是因为共同反对俄罗斯人民和他们的祖国，恰恰相反，我们的目标是团结起来共同反对斯大林和布尔什维克的暴政。德国政府已与俄罗斯民族委员会签署了共同协定，主要内容包括：……在解放被压迫民族的基础上承认俄罗斯国家的主权，类似于波罗的海三国、乌克兰等被恐怖和强权捆绑在一起国家今后将与俄罗斯一起享有自由与独立；在我国内部……经济上我们将消灭集体农庄，分配土地归农民们个人所有，建立保障社会的公平并保护劳动人民不受任何剥削者的压迫；……清理全部政治冤案，消除大清洗影响并释放全部在押政治犯；…....…我们号召全体俄罗斯人民为了没有布尔什维克和资本家的新俄罗斯而斗争！在新俄罗斯国家里，强迫劳动现象应该被消灭，全体人民的劳动权利和真正的信仰、言论和集会自由都将得到充分保障……”。 ;;;;;;;;;;X
EVT_1000169_DESC;’斯大林同志，这是我们收到的公开通电。‘伏罗希洛夫慢慢地将一份文件放在斯大林桌子上。在法西斯匪徒的授意下，原各加盟共和国都有叛变投敌分子在组织所谓的‘独立运动’，特别是波罗的海三国、乌克兰和白俄罗斯几个地区最为明显，叛徒们组建了‘俄罗斯解放军’这样一支伪军部队，目前正在战俘营中搜罗变节者，同时用政治欺骗手段在拉人当兵。总部设在罗斯托夫，人数和装备情况不详，可能会有8-10万人。总参谋部多位同志一直就‘天王星’反攻计划中的主攻方向持有几种不同意见，我们目前正在综合权衡，罗斯托夫是其中之一的目标。斯大林同志指示，主攻就指是罗斯托夫！那里有祖国最凶恶的敌人。     ;;;;;;;;;;X
EVT_1000170_DESC;在空军接管俘虏营看守后，除了加发伙食之后，科诺诺夫注意到其他事情也陆续在发生变化。首先是无孔不入的党卫队和盖世太保们开始撤退了，最开始的时候他们不分青红皂白就把被俘部队里的政治委员，不管是师一级还是营一级直接就拖出去枪毙，那连绵不断的枪声吓得俘虏们胆战心惊，这也是当初科诺诺夫隐瞒身份的一个导火索，现在看来德国人已放弃了这条命令。再次是俘虏们的数量开始发生变化，俘虏的数量一直处于有增有减的过程中，但敏锐的科诺诺夫发现最近的数量变化是以民族为标识的，确切地说，俄罗斯民族的俘虏比重增加了，而少数民族的俘虏比重则在急剧减少。他一直注视着这个过程，他发现先是立陶宛、爱沙尼亚、拉脱维亚三个原加盟共和国民族的士兵陆续被释放了，然后是乌克兰、白俄罗斯、哥萨克、卡尔梅克等民族的俘虏陆续被释放了。作为一个有决断力和判断能力的中级军官，他一直在猜测究竟发生了什么事，但一直不得要领。直到营地有关宣传喇叭响起时，他才恍然大悟——他们已经与德国人合作了。虽然科诺诺夫对这些国家和民族的态度变化有心里准备，他曾经不止一次地听那些少数民族被俘士兵说在边境战役开始后，德国人被这些地区人民视为解放者而受到欢迎的情况，他原以为这只是迫不得已的举动，现在看来这些新并入苏维埃联盟的国家或种族早已心生背叛之意。榜样的力量是无穷的，在科诺诺夫挣扎许久并最终决定站出来之后，他目前所在的第289号战俘营很快也全部站了出来，而得知他站出来的消息后，除去少数人，被关押在其他俘虏营、科诺诺夫原先所在的160师人马也纷纷站了起来，两者总人数加起来接近3000。 ;;;;;;;;;;X
EVT_901514_DESC;昨夜英美盟军轰炸机群对奥格斯堡进行了大轰炸，敌机总数在400架次以上，我军奋起反击，击落其中的23架，另有多架敌机负伤后逃脱，我方人员伤亡不大，但Man公司为u艇配套的柴油机生产厂区遭到破坏，今天白天经过对现场进行紧急清理和统计，大约36%的机器设备已被废墟掩埋或确认为不能使用，未来三个月的U艇生产将受重大影响……在不列颠空战失败、‘海狮’计划无限制拖延之后，活跃在大西洋上的狼群几乎是丘吉尔脖子上唯一的枷锁，如果邓尼茨不能保持现在的压力，英国人会把更多的部队释放出来，那时候不仅是空袭，只怕地面部队都会陆续反攻过来，迪耶普战役已给我提了醒，我们的‘西墙’堡垒还远远还没有实现完善。然而，联队长舍普菲尔道：以德军飞机瞄准器具和攻击武器是为攻击战斗机而准备为由避战，放过了许多盟军的轰炸机。元首除了将他革职派去给米尔希看守战俘营以外，针对防空作战的致命漏洞怒不可遏。 ;;;;;;;;;;X
EVT_901515_DESC;与一般人不同，作为军事专家，霍夫曼对第三帝国雷达发展非常熟悉：虽然雷达是英国人率先发明并投入运用的，并且在不列颠之战中大放异彩，但第三帝国除了在开战初期不太重视雷达运用而落了后手外，后续经过奋起直追的研发，其发展速度要比英国更快。英国使用的“本土链”雷达的最大探测距离为190千米，但只能探测120度范围的扇形空域，其天线是一座近百米高的铁塔，机动性极差。而德国开发的\与之相类似的“弗雷亚”雷达最大探测距离是120千米，不但可以实现360度旋转、保证了装备的灵活机动，还提供了最早的敌我识别系统。紧接着，“猛犸”作为“弗雷亚”的改进，探测距离不但超过了300公里，而且精度上更加可靠，只可惜和“弗雷亚”一样不能准确地测定高度。而最新研制的宝瓶座雷达又升级了一步，安置在一个能转动的60米钢塔上进行不间断扫描，得益于德国科学家们的改良，最远能够发现300公里（改进型可探测到380公里）外的机群，不但可以知道来袭敌机的方向和距离，还可以比较精确地测定机群高度，足以提供有效的早期预警。这种雷达建设在高达60米的钢塔上，而且还必须建设相应的指挥中心，空军在其他早期雷达花费了较多资源，缺乏必要的后续配套资源。这些资源早已被派给了在法国沿岸的U艇洞库工程和大西洋防线工程，有必要叫停吗？ ;;;;;;;;;;X
EVT_901516_DESC;除先进雷达基站稀少以外，德国防空松散的第二个原因是缺乏足够的夜间战斗机。德国空军主力战斗机如BF－109最初装备mg151航空机关炮，15mm的弹药对付战斗机火力足够了，但对付轰炸机就不够看。为加大威力，改造升级后使用Mg151/20mm弹药，新弹药在作战中表现相对较好，除类似B－17空中堡垒和兰开斯特之类的重型轰炸机外，平均命中18至20发就可以击落一架四引擎飞机。但一来英国人加大了兰开斯特重型轰炸机的比重，二来夜间要想连续命中20发比较困难，因此空军技术部招标引入了Mk－108航空机关炮并采用30mm口径弹药。新弹药威力巨大，仅需4发高爆弹就可以击落诸如b－17、B－24、兰开斯特等重型轰炸机，而击落一般战斗机只需1发，而且其基于反冲作用原理设计，80%的部件为冲压件，活动部件数量降到了最低，是一种有效、可靠、轻量、紧凑且易于制造的武器。Mk－108的特点很突出，但缺点也十分明显，无法兼顾良好的弹道特性和高射速——低初速导致弹道下坠严重，弹丸在1000米的距离内将下坠41米，不是经验丰富的飞行员使用很难击中机动目标。我曾经驾驶过装备Mk－108的飞机对付空袭而来的轰炸机，发现必须在极近距离内开火，稍有不慎便会有与目标相撞的危险。由于重型轰炸机的尾射火力十分厉害，初出茅庐的年轻飞行员会被吓倒而不敢进行近身战斗，就像Jg26联队今天发生的事情一样，远距离上使用Mk－108就毫无准头。 ;;;;;;;;;;X
EVT_901517_DESC;没有想象中的复杂，霍夫曼只是简单地勾勒了一架Ju－88侧视图，重点在于飞机的脊背上突兀地伸出了两根细管子，倾斜着指向天空。“这就是我设计的新玩意。霍夫曼解释道，谁说航空机关炮一定要装在前面的？改装后将其布置在机背上，我们完全可以从轰炸机下面不知不觉地接近，30米、50米都行，然后开火——这样近距离的射击，能充分发挥火力且其弹道肯定不成问题，战斗机在射击时位于敌机下方还可以有效地躲避其自卫火力。 ;;;;;;;;;;X
EVT_901518_DESC;在警卫旗队的簇拥下，众人很快赶到了柏林附近的杜伯利兹，这是一个极为典型的防空作战指挥部，昼间和夜间防空都是依靠这里的指挥命令。主楼建筑面积每层高达2500平方米，高度12米，旁边还有9米高的附属楼，在下面则是4米深的地下层。这些建筑物全部采用高标号的钢筋混凝土构建而成，水泥层厚度达到1米，可以防备重型航弹直接命中，单个指挥部的混凝土使用量高达3.3万立方米。现在霍夫曼终于理解耶顺内克说的资源不够是什么意思了：因为这种指挥部不是一个两个，而是遍布德国本土与西线各主要地区，到目前为止已建设了20余个，按照卡姆胡贝尔构筑更紧密防空网的计划，密度还要持续增加。接到消息的指挥中心负责人威廉上校早已带着几个主要参谋军官在门口迎候了，在他带领之下众人直接去了地下室，那里才是核心指挥枢纽所在。走入大厅，霍夫曼及时制止了威廉上校欲通报元首到来的想法，只管带着眼睛自己看。很快众人便被里面庞大的架势唬住了：大厅中间是6－7排如同剧院一样的阶梯座位，用不同的数字编号一个个区别开来，上面坐满了人，人人都带着耳机，前面还有一部电话。随着卡姆胡贝尔的介绍，霍夫曼知道这些被称呼为引导员，各自负责与分管雷达站的联系，然后利用光点投射将其标示在地图上，红色光点代表敌军，蓝色则代表本方战斗机。在他们前面的墙壁上展示着一副巨大的航空地图，长12米，高9米，上面有着鲜明的标注，一切都十分清楚。霍夫曼仔细看了一下，发现重点包括城市、机场、雷达站、河流、核心工厂区等。大厅另外一个区域是指挥军官的部署区，在黑板和地图上记录了夜间战斗机单位的部署与准备情况，包括基地位置、起飞时间等重要信息。此时此刻，在5500米高的夜空，4架英国皇家空军的兰开斯特重型轰炸机正组成一个编队在孤独的飞翔着，每架飞机机腹中都携带着3000公斤重的航空炸弹。他们原定的目标是要去轰炸鲁尔工业区，但现在看来显然是迷路了，因为他们的航线正笔直地朝第三帝国的核心——柏林防空网上一头撞去。 ;;;;;;;;;;X
EVT_901519_DESC;看着航空地图上继续向前挺进的那4个红色光点，霍夫曼若无其事，卡姆胡贝尔的脸色却很不好看：英国佬太可恶了，区区4架飞机就敢来轰炸柏林，7号高射炮阵地上的指挥官也是饭桶，几十门高射炮都留不下一架轰炸机，这不是公然在元首面前丢自己的脸么。有个高射炮阵地的指挥官在电话里赌咒发誓非说击中了一架，至少也是击伤了，但眼看航空地图上标记为红色的4个光点还在若无其事地不断延伸，气急败坏的卡姆胡贝尔不顾元首在身旁，狠狠地对着话筒爆了粗口，对方这才听明白和他通话的不是指挥中心威廉上校而是防空总监大人，知道自己踢到了钉板上便知趣地不再吭声。恼羞成怒的卡姆胡贝尔中将感觉自己大大失了面子，恶狠狠地挂断了电话。九月夜里，柏林郊外天气其实已很凉爽了，开启大功率通风设备的地下指挥中心更让人浑身舒坦，但卡姆胡贝尔只感觉心头里有一团火在熊熊燃烧，脸上火烫火烫的，脑门上的汗全涌出来了，连带着旁边的耶顺内克和加兰德的脸色也很难看，威廉上校的心情更是沮丧，只是大家干瞪眼却都帮不上忙。通过卡姆胡贝尔的介绍，霍夫曼等人知道了夜间战斗机普遍装备了被称为“明石”B/C型的机载雷达。这种雷达是在空军通讯处主管马尔蒂尼少将（和意大利马尔蒂尼足球家族没有实质性关系）的支持下推广运用的，其工作频率409mhz，最大探测距离4km，最小探测距离200m；天线由机鼻部的4根天线杆组成，每根顶端都有1个“X”型的框架天线，构成4个垂直双偶极子，在天线杆顶端还有一个小型整流罩提供保护。在驾驶舱内，雷达为飞行员提供了3个射线管，可以分别读出敌机距离、大致方位以及高度。看上去很简陋，使用范围更是小的可怜，但却代表着第三帝国在电子领域的最新成就。 ;;;;;;;;;;X
EVT_901520_DESC;近炸引信优于触发和延时引信的优点在于能够根据目标物的变化而自动实现爆炸，能够给目标造成最大限度的伤害，同时能大大提高炮弹的命中率。其难度在于整个装置要抵受火炮射击时超过20000倍地球重力的加速以及每秒500转的自旋，同时还必须小到可以安放在炮弹的弹头之内。正因为Vt引信的优点和难度，英美盟军将其列入最高机密而严格保密，德国人不清楚，霍夫曼却张口就来，而且他还知道30年代莱茵金属公司就在开发近炸引信，他们拟采用的静电近炸引信比美国人发明的无线电近炸引信效率要高也更便宜，但却始终无法解决作用距离过小的问题，后来就被迫停止了研究，甚至认为这种东西德国人搞不出来，英美同样也是如此。 ;;;;;;;;;;X
EVT_901530_DESC;在回去的路上，施佩尔特意坐上了霍夫曼的车，明显是有事情要说的样子，而且为了保密还把元首首席副官达尔格斯中校赶到了自己车里。霍夫曼没想到施佩尔的这个举动，便问：“怎么了？”施佩尔没说自己的事，反而聊起了与之无关的防空作战：“我感觉元首在防空作战上面似乎还意犹未尽。”霍夫曼点点头：“确实还有第三个问题，但我不知道该怎么说，为防止给他们造成困扰最后还是决定不说。针对现有的防空体系，我们应该发展那种能够自动跟踪敌机的炸弹来对付重型轰炸机，他们极具威力，只要1－2枚就可以击落一架轰炸机，同时又能具备自动跟踪的功能，从效费比来说远远优于高射炮。”“这是一种什么样的发明？”施佩尔一边琢磨“效费比”这个新名词，一边苦苦思考，半天后试探地问道：“元首，您指的是在佩内明德的那些火箭？”“就是他们。”霍夫曼点点头，“火箭既然具备冲上太空的能力，就一定可以用于防空作战，我打算过几天去佩内明德基地视察，顺便和科学家们聊聊这个话题，我希望你能和我一起去。” ;;;;;;;;;;X
EVT_901532_DESC;海森堡博士在发现核裂变之后，很快德国便开始了核武器的研发。但教授认为至少需要几吨才能造出超级炸弹，但因为技术原因在短时间内难以产出，因此他认为在战争期间完成项目是不可能的，而且他坚持认为帝国的研究水平仍处在世界领先地位，如果我们造不出来，美国人也造不出来。教授对此很肯定，他只申请了35万帝国马克的预算用于理论研究。元首很快找到了问题所在：“国政府为此拨付了30亿美元以上的巨款用来进行项目研究和铀235元素的提炼，整个工程服务人员高达2万余人。因为美国人的研究显示制造超级炸弹的铀235需求量不是几吨，只要几十千克就可以了，另外他们挑选的减速剂不是重水而是石墨。请你让海森堡教授以最高程度的科学严谨精神重新计算和论证一下，务必明确告诉他，如果我们不能制造这种超级炸弹，美国人将来就会把炸弹投在我们头上，我们的人民与子孙后代将世世代代活在这种恐怖中。为了德意志民族的千秋大业，他们必须听进去。当然你应当转变一下工作方法，在让海森堡教授重新计算的时候也让其他学者单独重复这个过程——不可能所有人都犯同样的错，他们只是盲目迷信权威罢了。给这个项目拨款5亿马克，列入最高保密和最优先等级，让他们先把铀235提炼工厂建设起来，先别管是几吨还是几十千克，我们必须先要有才行。” ;;;;;;;;;;X
EVT_901540_DESC;经过紧急资源统计，其他战争所需要的资源目前都拥有可靠的来源或者足够的储备，唯独钨矿的储备与后续供应遇到了极大挑战，早几年从中国交易所得到的钨矿已接近告罄，而最近从西班牙、葡萄牙两国购买的钨矿供应却很不稳定，不但价格直线上升，涨到了去年的10倍以上，而且数量也减少——美国人在大量抢购，是否能请元首亲自出面与西班牙弗朗哥元帅沟通一次，让他保证对我们的钨矿供应。因为不仅是军火制造，我们优质的机床钢材也需要大量的钨，再加上元首您准备大力发展电子工业（电子管需要钨），缺口会越来越厉害。现在的问题是如何与西班牙方面交涉，与弗朗哥关系最密切、私交最好的人是卡纳里斯，当初就是在他朋友般的劝阻下，弗朗哥拒绝了希特勒攻占直布罗陀的要求，施佩尔也清楚这一点。卡纳里斯被捕的消息虽然还封锁着，但估计神通广大的弗朗哥已知道了情况，在这个敏感的当口他不愿意去触霉头，想来想去唯一的办法只有请元首亲自出面。“弗朗哥这个人怎么说呢？”霍夫曼脸色很差，对这位西班牙独裁者一肚子牢骚，痛斥道，“实在有点过于自私自利了，当初内战时我们给他提供了那么多帮助，无论是军火、物资还是部队，几乎是有求必应，他的位置就是我和意大利领袖联手捧起来的，现在居然转过头来漫天要价，他以为区区一个蓝色师团就能回报我们对他的帮助了？真是混蛋之极！如果没有我们站在英美的对立面，他能在这些大国中左右逢源？中立？也不看看自己是怎么样的一个小丑角色。” ;;;;;;;;;;X
EVT_901541_DESC;帝国东方省（奥地利）就有，这也是上次那份英国人秘密勘探的资源地图中揭示的，我前次只关注了石油，倒是忘了这一点。”霍夫曼努力回忆了一番，利用穿越者的优势给施佩尔指了出来：米特西尔钨矿坐落在阿尔卑斯山中，距维也纳西南350公里，是世界第二大钨矿，可年采矿石40万吨，出钨1800吨——这产量基本可以满足战争需求了。 ;;;;;;;;;;X
