#  STRING NAME (do not change!)English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
##;;;;;;;;;;;X
#  SCENARIO DESCRIPTIONS;;;;;;;;;;;X
##;;;;;;;;;;;X
AFG_45_DESC;阿富汗人努力地悍卫自己的中立地位，但是现在他们从两大势力中发现 了自我。阿富汗人能否成功守护他们的独立还有会不会被卷入战争的漩 涡呢？   ;;;;;;;;;;X
AFG_DESC;对于试图控制它的英国，阿富汗一直是个麻烦。在１９世纪大英帝国和 沙皇俄国为了争夺对这片土地的单独控制权，双方的冲突导致了剧烈的 对抗。然而，１８８０年，在第二次英——阿战争后，阿富汗埃米尔最 终同意由英国来控制这个国家的外交事务。但一战之后，阿富汗埃米尔 被刺杀，他的儿子再次发起了对英战争，由于对战争的厌倦，英国最终 同意阿富汗全面独立。１９２３年，组建了最初的国会，开始长期的现 代化进程……也许有点太快了。由于阿富汗部落对于他试图取消长期形 成的传统十分愤怒，新加盟的国王被废黜，并在２０年代后期强迫放逐 了他。他被纳迪尔沙赫国王替代，他以可以接受的方式继续了改革。纳 迪尔沙赫国王在1936年被刺杀，其子继承他的王位，但是尽管部落领袖 间有挥之不去的怨恨，也没有迹象显示这个国家在不久的将来会发生动 乱。   ;;;;;;;;;;X
ALB_1914_DESC;十五世纪时，阿尔巴尼亚的国家英雄斯坎德培击退了土耳其侵略者。然 而在他死后，以及克鲁贾斯和斯克得拉的沦陷，这个国家陷入了四个世 纪的外国统治之中。在１６，１７世纪大多数人口转变为伊斯兰教，这 样能让他们成为高级官员——１１个来自阿尔巴尼亚的大维泽斯。１８ ０５年穆罕默德阿里在埃及建立的一个王朝。伊斯兰化给对抗塞尔维亚 人，希腊人以及奥特曼统治者带来了支持。直到十九世纪后期，成立了 帕里泽仁联盟后国家开始了复兴。１９１２年，在第一次巴尔干战争中 ，发罗拉的阿尔巴尼亚国家议会宣布了国家的独立，在威黑姆索夫维德 被接受为王公后，在１９１３年得到了各个大国的承认。
ALB_45_DESC;１９４１到１９４４年间，共产党游击队和民族主义游击队同意大利和 德国占领军作战，但他们之间的控制阿尔巴尼亚的战斗更为血腥残酷。 得到南斯拉夫共产党的支持和英美的武装，阿尔巴尼亚共产党在１９４ ３年意大利有条件投降和１９４４年德国撤离后的内战中击败了民族主 义者。１９４５年初，共产党在红军支持下巩固了他们的权力。现在阿 尔巴尼亚既是南斯拉夫又是苏联的仆从。阿尔巴尼亚在东西阵营的巨人 之战中将何去何从？ ;;;;;;;;;;X
ALB_DESC;十五世纪时，阿尔巴尼亚的国家英雄斯坎德培击退了土耳其侵略者。然 而在他死后，以及克鲁贾斯和斯克得拉的沦陷，这个国家陷入了四个世 纪的外国统治之中。在１６，１７世纪大多数人口转变为伊斯兰教，这 样能让他们成为高级官员——１１个来自阿尔巴尼亚的大维泽斯。１８ ０５年穆罕默德阿里在埃及建立的一个王朝。伊斯兰化给对抗塞尔维亚 人，希腊人以及奥特曼统治者带来了支持。直到十九世纪后期，成立了 帕里泽仁联盟后国家开始了复兴。１９１２年，在第一次巴尔干战争中 ，发罗拉的阿尔巴尼亚国家议会宣布了国家的独立，在威黑姆索夫维德 被接受为王公后，在１９１３年得到了各个大国的承认。在被意大利征 服之前，短命的阿尔巴尼亚公国在一战中被同盟国占领。战后，民主党 领袖，凡·诺利主教，与掌权的保守派艾哈迈德·左格展开角逐。在１ ９２４年的民主时期之后，左格终于借助南斯拉夫和俄国白军的支持获 得了胜利。他在１９２５年就任总统，在１９２８年加冕国王。   ;;;;;;;;;;X
ARG_1914_DESC;１８８０年，阿根廷拥有大片土地适宜其主要农业产品的生产：牛和小 麦。对更多工人的需求吸引了越来越多的移民。然而，金融资本基本上 都是由投资基础设施的英国人所掌握，他们控制了多数的银行和商业贸 易，这很快让阿根廷成为世界上最大的牛肉和小麦出口国。紧随着它的 发展，城市中产阶级和工人阶级初见成形。他们都要求改革选举制度， 在政治上得到更多的代表。激进派优尼可西维卡拉迪高，创立于１８８ ９年，他们为这些目标而奋斗，推动保守派总统洛奎辛斯帕纳在１９１ ２年进行了选举制度的改革。   ;;;;;;;;;;X
ARG_DESC;１８８０年，阿根廷拥有大片土地适宜其主要农业产品的生产：牛和小 麦。对更多工人的需求吸引了越来越多的移民。然而，金融资本基本上 都是由投资基础设施的英国人所掌握，他们控制了多数的银行和商业贸 易，这很快让阿根廷成为世界上最大的牛肉和小麦出口国。紧随着它的 发展，城市中产阶级和工人阶级初见成形。他们都要求改革选举制度， 在政治上得到更多的代表。激进派优尼可西维卡拉迪高，创立于１８８ ９年，他们为这些目标而奋斗，推动保守派总统洛奎辛斯帕纳在１９１ ２年进行了选举制度的改革。１９１６年，举行了第一次大选，优尼可 西维卡拉迪高的希帕西托埃里甘亚赢得了胜利。中产阶级第一次拥有了 政治影响力。在外交上阿根廷试图保持中立，社会立法机关试图免除国 家工业化带来的一些负面影响。１９２９／３０的大萧条结束了阿根廷 经济的增长，也中止了埃里甘亚的总统生涯。在一次军事政变后，保守 派政客和将军宣布执政，他们也无法消除社会的紧张状态。   ;;;;;;;;;;X 
ARM_1914_DESC;亚美尼亚是世界上第一个将基督教定为国教的国家，尽管亚美尼亚经过 穆斯林数百年的统治，但亚美尼亚人仍坚持信仰基督教。１５５３年， 亚美尼亚王国被奥斯曼帝国和波斯征服并瓜分。虽然一半的波斯在１８ ０１——１８２８年间被俄罗斯帝国渐渐蚕食，但亚美尼亚仍保持着分 裂。１９世纪晚期亚美尼亚民族主义复兴，他们希望组成一个新的亚美 尼亚。沙皇统治的崩溃和布维什克的崛起无疑是一个好机会，但亚美尼 亚的一部分仍处于俄国统治下。在奥斯曼帝国，亚美尼亚人只属少数， 他们渐渐受到视他们为敌人的政府越来越残暴的压迫。他们面对着俄国 南北内战威胁，这些邻居可能是朋友亦可能是敌人。亚美尼亚必须掌握 这个危险的进程才能保持自己的独立。   ;;;;;;;;;;X
AST_39_DESC;澳大利亚联邦在１９０１年１月１日正式获得了独立，加入了英联邦， 成为英国的坚定盟国。自此它喜忧参半，从独立开始，它的经济稳定增 长，然而在一战中它损失惨重，相比其他参战国家，它派出军队的伤亡 比例是最大的。然而，通过一战，相比巴勒斯坦和佛兰德斯，澳新军团 （澳大利亚和新西兰陆军军团）表现了超过所有对手的英勇，赢得了巨 大的声誉。２０世纪２０年代的繁荣终于在大萧条灾难时期结束了，它 摧毁了澳大利亚的经济，三分之一的工人失业。但是，虽然经济仍然不 景气，而且一战带来的打击仍未消除，澳大利亚还是在１９３９年９月 ３日毫不迟疑的加入了对德战争。世界再次陷入了战争，新一代人希望 加入其中，问题是澳新军团是否还能保持与世界任何部队媲美的战斗力 量。   ;;;;;;;;;;X
AST_41_DESC;１９４１年１２月，澳大利亚已经参战两年，澳大利亚部队首先在希腊 ，然后是克里特，最后是北非与盟军共同战斗，在那里澳新军团与埃尔 文·隆美尔的非洲军团展开激战。然而，随着１２月７日对珍珠港的突 袭，日本开始向南太平洋扩张，澳大利亚处境艰难。如果日本的进攻成 功，整个澳大利亚大陆会首次面临战争的威胁。那时日本向南进军很顺 利，首先在马来亚半岛，然后日本轰炸机击沉了皇家海军的威尔士亲王 号和厌战号，整个远东舰队几乎陷于瘫痪。澳大利亚面临着生死关头， 是否需要撤回北非军团来加强大陆的防守成为一个迫在眉睫的问题？   ;;;;;;;;;;X
AST_44_DESC;澳大利亚从没让外国军队踏上它的领土。然而，在南太平洋日本早期的 攻势中，这个危险差点变成现实。现在几年过去了，澳大利亚已经安全 了，它派遣它的士兵到欧洲和太平洋作战，战斗在北非，意大利，新几 内亚和其他许多战场的前线。 ;;;;;;;;;;X
AST_45_DESC;广岛和长崎的毁灭决定了日本的命运，１９４５年９月２日在密苏里号 战列舰上日本签署了投降文件。这一切结束了澳大利亚６年的战争。当 １０月２日苏联对西方盟军发动攻击时澳大利亚人没有做好准备。现在 ，澳大利亚将面对另一场世界大战。澳大利亚要在这场巨人之战中扮演 什么角色呢？ ;;;;;;;;;;X
AST_DESC;澳大利亚联邦在１９０１年１月１日正式获得了独立，加入了英联邦， 成为英国的坚定盟国。自此它喜忧参半，从独立开始，它的经济稳定增 长，然而在一战中它损失惨重，相比其他参战国家，它派出军队的伤亡 比例是最大的。然而，通过一战，相比巴勒斯坦和佛兰德斯，澳新军团 （澳大利亚和新西兰陆军军团）表现了超过所有对手的英勇，赢得了巨 大的声誉。２０世纪２０年代的繁荣终于在大萧条灾难时期结束了，它 摧毁了澳大利亚的经济，三分之一的工人失业。１９３６年，澳大利亚 的经济还在受着大萧条的煎熬，澳大利亚根本没有做好作战的准备工作 。然而，如果战争爆发，毫无疑问他们会站在英国一方。   ;;;;;;;;;;X
AUS_DESC;在一战之后，奥地利的国土仅限于原先奥匈帝国的日耳曼部分。１９１ ８年１２月１２日，奥地利共和国成立。这个被限制的国家成立了预备 性的国会，并任命社会民主党人卡尔伦纳（１９１９／２０）组建政府 ，以比例代表选举制取代了普选制，并承认了女性的选举权。国民大会 和政府的目标是与德国完成统一，然而，在战胜国的阻挠下，这化为了 泡影。１９２０年宪法宣布奥地利为联邦国家。在随后的选举中，社会 民主党失利，基督教保守派社盟获胜，在随后的几年里它逐渐成为了统 治力量。然而，他们的政府没有能稳定共和国的经济。在巨大的经济问 题的压力下，社会开始出现了激进主义左派势力（共和保卫联盟）和右 派势力（黑姆温尔）。数次奥地利都陷于内战的边缘。１９２９年修订 的宪法加强了总统的权力，希望能稳定国家。在二十世纪三十年代早期 ，纳粹党人开始在奥地利登上了政治舞台。保守派官员恩格尔伯特杜鲁 夫把纳粹的崛起作为废弃宪法和建立独裁的机会。１９３４年的动荡之 后，杜鲁夫禁止了除自己的瓦特兰迪切方之外的所有政党，按照法西斯 模式制定了宪法。然而在１９３４年６月２５日的一次政变企图中，他 被刺杀。他的继任者，卡尔楚西尼格继续执行他的政策，希望能解决与 德国的紧张局势，并保护奥地利的主权。   ;;;;;;;;;;X
AZB_1914_DESC;阿塞拜疆在波斯文中意即火的国家，自古以来这里以蕴含丰富的石油而 出名。１８７０年代，石油工业被大量开发，为该地区带来巨大的繁荣 。但是政治上的东西并没有如此乐观。阿塞拜疆人是突厥族的穆斯林， 但他们的领土在数世纪前被奥斯曼人波斯人和俄罗斯人瓜分。俄罗斯人 最终在1828年完全控制阿塞拜疆。但是俄罗斯帝国的崩溃推动了阿塞拜 疆人的独立。有些人赞成阿塞拜疆加入高加索地区组成的联邦来维护和 平。有些人反而谴责与基督教结盟，而建议加入他们的同胞——奥斯曼 帝国。在俄罗斯内战中，不同派系的斗争给予阿塞拜疆人一个机会，但 这同时又是一个威胁。阿塞拜疆将何去何从呢？ ;;;;;;;;;;X
BEL_1914_DESC;比利时王国包含了两个不同的语言族群——法国人和佛兰德人。比利时 在１８３１年随着前奥地利的荷兰人反对荷兰的统治而成立。第一任国 王利奥波德一世的统治直到１８６５年，在这期间比利时经历了快速的 工业化，亦发展了君主立宪和议会政府，令国内局势稳定。比利时利用 法国的资本发展他的煤炭和纺织行业，从而巩固其在欧洲的现代化和人 口稠密的国家的地位。外交方面，1839年与列强签订的条约保障了其中 立的地位。这项协议在１８７０年普法战争中受到了考验，当时的首相 格莱斯顿威胁当比利时的领土受侵犯时，英国将会干预。在该事件中， 德法两国都没将比利时列入战争计划，但有感两个国家日益扩大，比利 时不能确定他的中立地位能否在下场大战中得到尊重。随着英国与法国 关系的增强，这种恐惧日益增加。这使得比利时人准备着可能到来的三 面入侵：列日和那慕尔的堡垒已建成，用来应付东面的德国。西面部署 了额外的军队来阻止法国入侵。现在又有一个军队部署在北方预防英国 的两栖攻击。比利时不信任周围的国家，将会继续吸引１８３９年条约 签署国侵犯他的中立性。 ;;;;;;;;;;X
BEL_45_DESC;１９４０年，德国入侵荷兰和比利时，由于闪击战席卷国家，比利时政 府逃亡伦敦，在比利时军队被击溃，比利时被占领时，利奥波德三世国 王却选择了向德国投降，他的行为遭到比利时人的激烈指责和叛国通敌 的指控。利奥波德三世被关押在雷肯的王宫中，后来被押往德国。战争 期间，最大的已知的铀矿资源在比占刚果。加丹加省的实际控制者比利 时联合矿业公司向美国提供了曼哈顿工程所需的铀。当英、加拿大和美 军１９４４年底解放比利时时，民众坚决反对利奥波德三世，他的哥哥 卡尔王子暂时摄政，现在战争再次席卷了欧洲。盟国能挺住吗？还是比 利时将再次被占领？ ;;;;;;;;;;X
BEL_DESC;当二战即将爆发时，比利时面临着重大的威胁。作为一站的战胜国，比 利时也从德意志帝国得到了赔款。那些赔款从来没有兑现，比利时的经 济一片萧条。现任的保罗凡泽兰的自由主义者政府无法改变这种趋势， 人民的不满日益加重。独裁主义和国家主义政党，如ＶＮＶ、Ｒｅｘ， 得到了越来越多的选票，公开开始向纳粹德国示好。   ;;;;;;;;;;X
BHU_DESC;十七世纪中，逃离西藏的喇嘛阿旺南杰成功的统一了整个国家，并通过 建设寺庙堡垒（“达宗”）巩固了自己的统治。他成为不丹第一个政教 合一的统治者——沙布顿，丹帕教派取得了胜利，按照西藏达赖喇嘛的 统治体系建立了不丹的政府。丹帕（丹＝龙）为国家取名为——龙之地 。继任者被认为是转世者。沙布顿想把国家分成三个部分，由各个弟巴 王子进行统治。十九世纪中，这三个家族只有两个还保持着重要的地位 ——黑山东边的琮伽——盘龙由旺楚家族统治，而帕罗——盘龙家族统 治着几乎全部的不丹西部地区。在１９０７年９月１７日，根据琮伽家 族的选举，乌颜·旺楚克当选为第一个龙之王，沙布顿体系被世袭君主 制替代了。对外方面，不丹与英国东印度公司的扩张发生了冲突，他们 在１７７２至１７７４年间把不丹人驱逐出印度的库奇比哈尔。在１８ ６４／６５年，不丹在第二次英——不战争中失去了部分的本加尔和西 亚莫斯平原。根据１９１０年的普那卡条约，不丹正式成为英国的保护 国，但仍享有内部自治权。 ;;;;;;;;;;X
BLR_1914_DESC;短命的白俄罗斯共和国在１９１８年３月成立，但在布列斯特条约影响 下，其仍在德国的控制中。１９１８年１１月德国战败，白俄迅速被苏 俄占领。 ;;;;;;;;;;X
BOL_DESC;玻利维亚在外交上损失惨重。与智利的边境冲突导致了１８７９－１８ ８３年的硝石战争，玻利维亚尽管和秘鲁联盟还是大败而回。在１８８ ４年的瓦尔帕莱索和约里，它被迫割让了邻海地区安托法基斯塔，这个 国家从此丧失了入海口。１９０３年巴西与玻利维亚签订了皮托里斯协 约，巴西得到了重要的橡胶地区阿奇。两百万英镑的补偿完全无法弥补 所受的损失。在与巴拉圭争夺港口的查科战争里，玻利维亚损失了查科 峡谷以北地区的大部分控制权，但至少控制了通向大西洋的巴拉圭河的 使用权（在１９３８年的布宜诺斯艾利斯和约最终确定）查科战争和大 萧条结束了玻利维亚自１８９５年起的经济发展，这个阶段中锡矿成为 这个国家的主要出口物。面对抗议，中产阶级和矿工的政府被国家社会 主义者取代了。 ;;;;;;;;;;X
BRA_1914_DESC;１８８８年巴西废除了奴隶制，共和主义者在巴西帝国得到了广泛的支 持。１８８９年随着军队的革命，巴西开始了革命，并最终建立了巴西 共和国。１８９１年宪法是按照美国宪法制订的，允许各个地区享有高 度的自治权。随着第一个民选总统的上台，国内局势得到了稳定。但是 巴西随后陷入了经济危机的循环——１８９０年的蔗糖危机，１８９６ 年的咖啡危机，最后是１９１３年的橡胶大繁荣。同时，巴西的外交部 长拜伦多里奥布兰科通过一系列条约扩张了巴西的领土，包括巴西—— 圭亚那、哥伦比亚、玻利维亚和乌拉圭，这个国家的领土达到了２５万 平方英里。增长的工业和大量涌入的移民造就了诸多的工人阶级人口， 改变了巴西社会结构。;;;;;;;;;;X
BRA_39_DESC;１８８８年巴西废除了奴隶制，共和主义者在巴西帝国得到了广泛的支 持。１８８９年随着军队的革命，巴西开始了革命，并最终建立了巴西 共和国。１８９１年宪法是按照美国宪法制订的，允许各个地区享有高 度的自治权。随着第一个民选总统的上台，国内局势得到了稳定。但是 巴西随后陷入了经济危机的循环——１８９０年的蔗糖危机，１８９６ 年的咖啡危机，最后是１９１３年的橡胶大繁荣。同时，巴西的外交部 长拜伦多里奥布兰科通过一系列条约扩张了巴西的领土，包括巴西—— 圭亚那、哥伦比亚、玻利维亚和乌拉圭，这个国家的领土达到了２５万 平方英里。增长的工业和大量涌入的移民造就了诸多的工人阶级人口， 改变了巴西社会结构。一战后的繁荣出口在１９２９／３０年的大萧条 终止了，特别是咖啡和香蕉价格大幅度下降。一个社会改革者发起的“ 中尉运动”利用了这一形势，瓦加斯上台确立了独裁统治，他享有强大 的总统权力，大大降低了各个联邦省的自治权，不久之后把巴西转变成 专权国家。１９３７年，他建立被称为“新国家”的极权政府，解散国 会禁止政党。瓦格斯看到自然工业的巨大财富后，在美国的帮助下，他 开始大力发展重工业。即使瓦加斯限制大地主，推进改良贫民生活条件 的社会改革，社会结构还是保持不变。 ;;;;;;;;;;X
BRA_41_DESC;１８８８年巴西废除了奴隶制，共和主义者在巴西帝国得到了广泛的支 持。１８８９年随着军队的革命，巴西开始了革命，并最终建立了巴西 共和国。１８９１年宪法是按照美国宪法制订的，允许各个地区享有高 度的自治权。随着第一个民选总统的上台，国内局势得到了稳定。但是 巴西随后陷入了经济危机的循环——１８９０年的蔗糖危机，１８９６ 年的咖啡危机，最后是１９１３年的橡胶大繁荣。同时，巴西的外交部 长拜伦多里奥布兰科通过一系列条约扩张了巴西的领土，包括巴西—— 圭亚那、哥伦比亚、玻利维亚和乌拉圭，这个国家的领土达到了２５万 平方英里。增长的工业和大量涌入的移民造就了诸多的工人阶级人口， 改变了巴西社会结构。一战后的繁荣出口在１９２９／３０年的大萧条 终止了，特别是咖啡和香蕉价格大幅度下降。一个社会改革者发起的“ 中尉运动”利用了这一形势，瓦加斯上台确立了独裁统治，他享有强大 的总统权力，大大降低了各个联邦省的自治权，不久之后把巴西转变成 专权国家。１９３７年，他建立被称为“新国家”的极权政府，解散国 会禁止政党。瓦格斯看到自然工业的巨大财富后，在美国的帮助下，他 开始大力发展重工业。即使瓦加斯限制大地主，推进改良贫民生活条件 的社会改革，社会结构还是保持不变。 ;;;;;;;;;;X
BRA_DESC;１８８８年巴西废除了奴隶制，共和主义者在巴西帝国得到了广泛的支 持。１８８９年随着军队的革命，巴西开始了革命，并最终建立了巴西 共和国。１８９１年宪法是按照美国宪法制订的，允许各个地区享有高 度的自治权。随着第一个民选总统的上台，国内局势得到了稳定。但是 巴西随后陷入了经济危机的循环——１８９０年的蔗糖危机，１８９６ 年的咖啡危机，最后是１９１３年的橡胶大繁荣。同时，巴西的外交部 长拜伦多里奥布兰科通过一系列条约扩张了巴西的领土，包括巴西—— 圭亚那、哥伦比亚、玻利维亚和乌拉圭，这个国家的领土达到了２５万 平方英里。增长的工业和大量涌入的移民造就了诸多的工人阶级人口， 改变了巴西社会结构。一战后的繁荣出口在１９２９／３０年的大萧条 终止了，特别是咖啡和香蕉价格大幅度下降。一个社会改革者发起的“ 中尉运动”利用了这一形势，瓦加斯上台确立了独裁统治，他享有强大 的总统权力，大大降低了各个联邦省的自治权，不久之后把巴西转变成 专权国家。 ;;;;;;;;;;X
BRU_DESC;文莱的影响力在１５到１７世纪达到顶峰，当时它控制了北婆罗洲和南 菲律宾。文莱后来由于王室继承问题，殖民者的入侵和海盗活动陷入内 乱而衰弱，１８８８年，文莱成为英国的保护国。 ;;;;;;;;;;X
BUL_1914_DESC;在１８７７／１８７８的俄土战争后达成的圣斯蒂法诺和约后，新建立 的保加利亚包括马其顿直到奥赫里德湖的土地，还有爱琴海附近的一片 半岛。然而，１８７８年的柏林大会把这个国家的领土限制在多瑙河与 巴尔干半岛之间，而马其顿和东鲁米利亚仍然属于奥特曼帝国。由于不 信任，俄罗斯希望控制保加利亚，因为它看到了亚历山大一世的成功（ 在１８８５年吞并了东鲁米利亚，在１８８５／１８８６取得了对塞尔 维亚的胜利）。一批前俄罗斯军官发动了政变，他们强迫亚历山大一世 退位。他的继任者是萨克森·科堡·哥达的费迪南。他从奥斯曼那里取 得了真正的独立，并在１９０８年加冕沙皇。为了大保加利亚的梦想， 这个国家向巴尔干联盟派出军队，挑起了第一次巴尔干战争（１９１２ ／１９１３）。在第二次巴尔干战争（１９１３）中，希腊、塞尔维亚 、罗马尼亚和奥斯曼帝国组成的联军大败保加利亚的军队，原先保加利 亚希望通过这次战争来吞并脱离土耳其的巴尔干的部分土地。在布加勒 斯特和平协议，他们损失了第一次巴尔干战争得到的大片土地——南多 布罗加交给了罗马尼亚、阿德里安堡交给了奥斯曼。保加利亚希望得到 的整个马其顿也只留下了皮林山脉附近的一小部分，其他的由塞尔维亚 和希腊平分。保加利亚受到挫败，但是其强大的军队仍丝豪无损而且费 迪南一世在等候机会从邻居对手们手中夺回土地。沙皇不得不在强烈的 反对声中与军队和议会接触，并表达对费迪南一世的强硬外交政策令保 加利亚陷入灾难的不满。 ;;;;;;;;;;X
BUL_41_DESC;在１８７７／１８７８的俄土战争后达成的圣斯蒂法诺和约后，新建立 的保加利亚包括马其顿直到奥赫里德湖的土地，还有爱琴海附近的一片 半岛。然而，１８７８年的柏林大会把这个国家的领土限制在多瑙河与 巴尔干半岛之间，而马其顿和东鲁米利亚仍然属于奥特曼帝国。由于不 信任，俄罗斯希望控制保加利亚，因为它看到了亚历山大一世的成功（ 在１８８５年吞并了东鲁米利亚，在１８８５／１８８６取得了对塞尔 维亚的胜利）。一批前俄罗斯军官发动了政变，他们强迫亚历山大一世 退位。他的继任者是萨克森·科堡·哥达的菲迪南。他从奥斯曼那里取 得了真正的独立，并在１９０８年加冕沙皇。为了大保加利亚的梦想， 这个国家向巴尔干联盟派出军队，挑起了第一次巴尔干战争（１９１２ ／１９１３）。在第二次巴尔干战争（１９１３）中，希腊、塞尔维亚 、罗马尼亚和奥斯曼帝国组成的联军大败保加利亚的军队，原先保加利 亚希望通过这次战争来吞并脱离土耳其的巴尔干的部分土地。在布加勒 斯特和平协议，他们损失了第一次巴尔干战争得到的大片土地——南多 布罗加交给了罗马尼亚、阿德里安堡交给了奥特曼。保加利亚希望得到 的整个马其顿也只留下了皮林山脉附近的一小部分，其他的由塞尔维亚 和希腊平分。１９１５年保加利亚加入了同盟国，占领了希望得到的那 些土地。协约国胜利后，在１９１９年的纳伊和约中，这个国家又失去 了征服的土地，同时希腊还获得了南色雷斯的爱琴海出海口。为了他的 儿子鲍里斯三世，菲迪南一世在１９１８年退位。由亚力山大斯塔姆布 里斯基（１９１９－１９２３）任首相，他是激进的农民党领袖，制定 了土地改革政策，支持巴尔干联盟，他在１９２３年的军事政变中被杀 。在共产党举行了一次起义后，它被当局宣布为非法，乔尔吉·季米特 洛夫流亡到了苏联。１９４０年保加利亚从希特勒手中重新得到了南多 布罗加。１９４１年德国军队被允许穿越保加利亚发动对南斯拉夫的入 侵。他们得到的色雷斯和马其顿的官方统治权，这一年稍后，他们向大 不列颠和美国宣战，但没有对苏联宣战。 ;;;;;;;;;;X
BUL_45_DESC;当红军抵达保加利亚，他们被当作驱逐德军的解放者受到欢迎。红军的 存在无限加强了共产党人在联合政府中对抗盟国和反对派的实力。保加 利亚投降后欧战持续了８个月，红军的存在，使共产党巩固了权力。现 在世界再次开战，这次保加利亚身处前线。红军和保加利亚联军要解放 土耳其和中东吗？ ;;;;;;;;;;X
BUL_DESC;在１８７７／１８７８的俄土战争后达成的圣斯蒂法诺和约后，新建立 的保加利亚包括马其顿直到奥赫里德湖的土地，还有爱琴海附近的一片 半岛。然而，１８７８年的柏林大会把这个国家的领土限制在多瑙河与 巴尔干半岛之间，而马其顿和东鲁米利亚仍然属于奥特曼帝国。由于不 信任，俄罗斯希望控制保加利亚，因为它看到了亚历山大一世的成功（ 在１８８５年吞并了东鲁米利亚，在１８８５／１８８６取得了对塞尔 维亚的胜利）。一批前俄罗斯军官发动了政变，他们强迫亚历山大一世 退位。他的继任者是萨克森·科堡·哥达的菲迪南。他从奥斯曼那里取 得了真正的独立，并在１９０８年加冕沙皇。为了大保加利亚的梦想， 这个国家向巴尔干联盟派出军队，挑起了第一次巴尔干战争（１９１２ ／１９１３）。在第二次巴尔干战争（１９１３）中，希腊、塞尔维亚 、罗马尼亚和奥斯曼帝国组成的联军大败保加利亚的军队，原先保加利 亚希望通过这次战争来吞并脱离土耳其的巴尔干的部分土地。在布加勒 斯特和平协议，他们损失了第一次巴尔干战争得到的大片土地——南多 布罗加交给了罗马尼亚、阿德里安堡交给了奥特曼。保加利亚希望得到 的整个马其顿也只留下了皮林山脉附近的一小部分，其他的由塞尔维亚 和希腊平分。１９１５年保加利亚加入了同盟国，占领了希望得到的那 些土地。协约国胜利后，在１９１９年的纳伊和约中，这个国家又失去 了征服的土地，同时希腊还获得了南色雷斯的爱琴海出海口。为了他的 儿子鲍里斯三世，菲迪南一世在１９１８年退位。由亚力山大斯塔姆布 里斯基（１９１９－１９２３）任首相，他是激进的农民党领袖，制定 了土地改革政策，支持巴尔干联盟，他在１９２３年的军事政变中被杀 。在共产党举行了一次起义后，它被当局宣布为非法，乔尔吉·季米特 洛夫流亡到了苏联。 ;;;;;;;;;;X
