# STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
##;;;;;;;;;;;X
# Countries!;;;;;;;;;;;X
##;;;;;;;;;;;X
## Generic strings;;;;;;;;;;;X
##;;;;;;;;;;;X
HUN_EMP_NAME;奥匈帝国 ;;;;;;;;;X
CYN_NPA;护国同盟 ;;;;;;;;;;;X
SAU_OTT_NAME;沙特阿拉伯 ;;;;;;;;;;;X
INO_HOL_NAME;荷属东印度 ;;;;;;;;;;;X
U12_SYN;特兰伽纳公社国 ;;;;;;;;;;;X
U35_NAT_NAME;泰米尔纳德邦国 ;;;;;;;;;;;X
U35_MADRAS_STATE;马德拉斯邦国 ;;;;;;;;;;;X
U35_DRA_NAME;德拉威邦国 ;;;;;;;;;;;X
IND_EMP_NAME;印度帝国 ;;;;;;;;;;;X
PAK_UNI_NAME;印度 ;;;;;;;;;;;X
BEN_MIN_NAME;贝宁 ;;;;;;;;;;;X
CGX_REP_NAME;广西共和国 ;;;;;;;;;;;X
U40_ITA;意属东非 ;;;;;;;;;;;X
GEO_TRANSCAUCASIANFED;外高加索联邦 ;;;;;;;;;;;X
KAZ_RUS_NAME;阿拉什汗国 ;;;;;;;;;;;X
INO_UIP_NAME;印度尼西亚王公联盟 ;;;;;;;;;;;X
MLY_UNION_NAME;马来亚联盟 ;;;;;;;;;;;X
SAF_REP_NAME;南非共和国 ;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
AFG;阿富汗 ;;;;;;;;;;X
ALB;阿尔巴尼亚 ;;;;;;;;;;X
ALG;阿尔及利亚 ;;;;;;;;;;X
ALI;外星人 ;;;;;;;;;;X
ALS;同盟国 ;;;;;;;;;;X
ANG;安哥拉 ;;;;;;;;;;X
ARA;阿拉伯联邦 ;;;;;;;;;;X
ARG;阿根廷 ;;;;;;;;;;X
ARM;亚美尼亚 ;;;;;;;;;;X
AST;澳大利亚 ;;;;;;;;;;X
AUS;奥地利 ;;;;;;;;;;X
AXI;轴心国 ;;;;;;;;;;X
AZB;阿塞拜疆 ;;;;;;;;;;X
BEL;比利时 ;;;;;;;;;;X
BEN;贝宁 ;;;;;;;;;;X
BHU;不丹 ;;;;;;;;;;X
BLR;白俄罗斯 ;;;;;;;;;;X
BOL;玻利维亚 ;;;;;;;;;;X
BOS;波斯尼亚 ;;;;;;;;;;X
BRA;巴西 ;;;;;;;;;;X
BRU;文莱 ;;;;;;;;;;X
BUL;保加利亚 ;;;;;;;;;;X
BUR;缅甸 ;;;;;;;;;;X
CAL;加利福尼亚 ;;;;;;;;;;X
CAM;喀麦隆 ;;;;;;;;;;X
CAN;加拿大 ;;;;;;;;;;X
CGX;桂系军阀 ;;;;;;;;;;X
CHC;中共 ;;;;;;;;;;X
CHI;中华民国 ;;;;;;;;;;X
CHL;智利 ;;;;;;;;;;X
CMB;柬埔寨 ;;;;;;;;;;X
COL;哥伦比亚 ;;;;;;;;;;X
CON;刚果 ;;;;;;;;;;X
COS;哥斯达黎加 ;;;;;;;;;;X
CRO;克罗地亚 ;;;;;;;;;;X
CSA;南部邦联 ;;;;;;;;;;X
CSX;晋系军阀 ;;;;;;;;;;X
CUB;古巴 ;;;;;;;;;;X
CXB;西北军阀 ;;;;;;;;;;X
CYN;滇系军阀 ;;;;;;;;;;X
CYP;塞浦路斯 ;;;;;;;;;;X
CZE;捷克斯洛伐克 ;;;;;;;;;;X
DDR;民主德国 ;;;;;;;;;;X
DEN;丹麦 ;;;;;;;;;;X
DFR;联邦德国 ;;;;;;;;;;X
DOM;多米尼加共和国 ;;;;;;;;;;X
EAF;东非联邦 ;;;;;;;;;;X
ECU;厄瓜多尔 ;;;;;;;;;;X
EGY;埃及 ;;;;;;;;;;X
ENG;英国 ;;;;;;;;;;X
EQA;赤道非洲 ;;;;;;;;;;X
EST;爱沙尼亚 ;;;;;;;;;;X
ETH;埃塞俄比亚 ;;;;;;;;;;X
EUS;巴斯克 ;;;;;;;;;;X
FIN;芬兰 ;;;;;;;;;;X
FLA;佛兰德斯 ;;;;;;;;;;X
FRA;法国 ;;;;;;;;;;X
GAB;加蓬 ;;;;;;;;;;X
GEO;格鲁吉亚 ;;;;;;;;;;X
GER;德国 ;;;;;;;;;;X
GLD;加纳 ;;;;;;;;;;X
GRE;希腊 ;;;;;;;;;;X
GUA;危地马拉 ;;;;;;;;;;X
GUI;几内亚 ;;;;;;;;;;X
GUY;圭亚那 ;;;;;;;;;;X
HAI;海地 ;;;;;;;;;;X
HOL;荷兰 ;;;;;;;;;;X
HON;洪都拉斯 ;;;;;;;;;;X
HUN;匈牙利 ;;;;;;;;;;X
ICL;冰岛 ;;;;;;;;;;X
IDC;印度支那 ;;;;;;;;;;X
IND;印度 ;;;;;;;;;;X
INO;印度尼西亚 ;;;;;;;;;;X
IRE;爱尔兰 ;;;;;;;;;;X
IRQ;伊拉克 ;;;;;;;;;;X
ISR;以色列 ;;;;;;;;;;X
ITA;意大利 ;;;;;;;;;;X
JAP;日本 ;;;;;;;;;;X
JOR;约旦 ;;;;;;;;;;X
KAZ;哈萨克斯坦 ;;;;;;;;;;X
KOR;韩国 ;;;;;;;;;;X
KUR;库尔德斯坦 ;;;;;;;;;;X
KYG;吉尔吉斯斯坦 ;;;;;;;;;;X
LAO;老挝 ;;;;;;;;;;X
LAT;拉脱维亚 ;;;;;;;;;;X
LBY;利比亚 ;;;;;;;;;;X
LEB;黎巴嫩 ;;;;;;;;;;X
LIB;利比里亚 ;;;;;;;;;;X
LIT;立陶宛 ;;;;;;;;;;X
LUX;卢森堡 ;;;;;;;;;;X
MAD;马达加斯加 ;;;;;;;;;;X
MAL;马里联邦 ;;;;;;;;;;X
MAN;满洲国 ;;;;;;;;;;X
MEN;蒙疆 ;;;;;;;;;;X
MEX;墨西哥 ;;;;;;;;;;X
MIN;(未定义政权);;;;;;;;;;X
MLY;马来西亚 ;;;;;;;;;;X
MON;蒙古 ;;;;;;;;;;X
MOR;摩洛哥 ;;;;;;;;;;X
MOZ;莫桑比克 ;;;;;;;;;;X
MTN;黑山 ;;;;;;;;;;X
NAM;纳米比亚 ;;;;;;;;;;X
NEP;尼泊尔 ;;;;;;;;;;X
NIC;尼加拉瓜 ;;;;;;;;;;X
NIG;尼日利亚 ;;;;;;;;;;X
NOR;挪威 ;;;;;;;;;;X
NZL;新西兰 ;;;;;;;;;;X
OMN;阿曼 ;;;;;;;;;;X
OTT;奥斯曼帝国 ;;;;;;;;;;X
PAK;巴基斯坦 ;;;;;;;;;;X
PAL;巴勒斯坦 ;;;;;;;;;;X
PAN;巴拿马 ;;;;;;;;;;X
PAR;巴拉圭 ;;;;;;;;;;X
PER;波斯 ;;;;;;;;;;X
PHI;菲律宾 ;;;;;;;;;;X
POL;波兰 ;;;;;;;;;;X
POR;葡萄牙 ;;;;;;;;;;X
PRI;普里莫斯克 ;;;;;;;;;;X
PRK;朝鲜 ;;;;;;;;;;X
PRU;秘鲁 ;;;;;;;;;;X
QUE;魁北克 ;;;;;;;;;;X
RHO;罗得西亚 ;;;;;;;;;;X
ROM;罗马尼亚 ;;;;;;;;;;X
RSI;意大利社会主义共和国 ;;;;;;;;;;X
RUS;俄罗斯 ;;;;;;;;;;X
SAF;南非 ;;;;;;;;;;X
SAL;萨尔瓦多 ;;;;;;;;;;X
SAR;沙捞越 ;;;;;;;;;;X
SAU;沙特阿拉伯 ;;;;;;;;;;X
SCA;斯堪的纳维亚 ;;;;;;;;;;X
SCH;瑞士 ;;;;;;;;;;X
SCO;苏格兰 ;;;;;;;;;;X
SER;塞尔维亚 ;;;;;;;;;;X
SIA;暹罗 ;;;;;;;;;;X
SIB;西伯利亚 ;;;;;;;;;;X
SIE;塞拉利昂 ;;;;;;;;;;X
SIK;新疆 ;;;;;;;;;;X
SLO;斯洛伐克 ;;;;;;;;;;X
SLV;斯洛文尼亚 ;;;;;;;;;;X
SOM;索马里 ;;;;;;;;;;X
SOV;苏联 ;;;;;;;;;;X
SPA;西班牙国 ;;;;;;;;;;X
SPR;西班牙共和国 ;;;;;;;;;;X
SUD;苏丹 ;;;;;;;;;;X
SWE;瑞典 ;;;;;;;;;;X
SYR;叙利亚 ;;;;;;;;;;X
TAJ;塔吉克斯坦 ;;;;;;;;;;X
TAN;唐努图瓦 ;;;;;;;;;;X
TEX;得克萨斯 ;;;;;;;;;;X
TIB;西藏 ;;;;;;;;;;X
TRA;外乌拉尔共和国 ;;;;;;;;;;X
TRK;土库曼斯坦 ;;;;;;;;;;X
TUN;突尼斯 ;;;;;;;;;;X
TUR;土耳其 ;;;;;;;;;;X
UKR;乌克兰 ;;;;;;;;;;X
URU;乌拉圭 ;;;;;;;;;;X
USA;美国 ;;;;;;;;;;X
UZB;乌兹别克斯坦 ;;;;;;;;;;X
VEN;委内瑞拉 ;;;;;;;;;;X
VIC;法兰西国 ;;;;;;;;;;X
VIE;越南共和国 ;;;;;;;;;;X
WLL;瓦隆 ;;;;;;;;;;X
YEM;也门 ;;;;;;;;;;X
YUG;南斯拉夫 ;;;;;;;;;;X
U00;波兰总督府 ;;;;;;;;;;X
U01;冀察政务委员会 ;;;;;;;;;;X
U02;西北系军阀 ;;;;;;;;;;X
U03;中华人民共和国;;;;;;;;;;X
U04;苏联(CCCP);;;;;;;;;;X
#;;;;;;;;;;;x
U05;荷属东印度群岛;;;;;;;;;;X
U06;僵尸工厂;;;;;;;;;;X
U08;德意志帝国;;;;;;;;;;X
U09;奥匈帝国;;;;;;;;;;X
U10;荷兰社会主义联盟;;;;;;;;;;X
U11;法兰西人民共和国;;;;;;;;;;X
U12;英格兰共和国;;;;;;;;;;X
U13;匈牙利社会主义共和国;;;;;;;;;;X
U14;意大利联盟;;;;;;;;;;X
U15;葡萄牙社会主义共和国;;;;;;;;;;X
U16;奥地利民主共和国;;;;;;;;;;X
U17;比利时人民共和国;;;;;;;;;;X
U18;卢森堡;;;;;;;;;;X
U19;挪威人民共和国;;;;;;;;;;X
U20;芬兰民主共和国;;;;;;;;;;X
U21;瑞典社会主义共和国联盟;;;;;;;;;;X
U22;丹麦人民共和国;;;;;;;;;;X
U23;萨尔保护区;;;;;;;;;;X
U24;盟军占领区;;;;;;;;;;X
U25;苏联占领区;;;;;;;;;;X
U26;瑞士社会主义共和国;;;;;;;;;;X
U27;南斯拉夫社会主义联邦共和国;;;;;;;;;;X
U28;阿尔巴尼亚社会主义人民共和国;;;;;;;;;;X
U29;保加利亚人民共和国;;;;;;;;;;X
U30;罗马尼亚人民共和国;;;;;;;;;;X
U31;捷克斯洛伐克社会主义共和国;;;;;;;;;;X
U32;波兰人民共和国;;;;;;;;;;X
U33;希腊民主共和国;;;;;;;;;;X
U34;土耳其社会主义共和国;;;;;;;;;;X
U35;民主西班牙联盟;;;;;;;;;;X
U36;直系军阀;;;;;;;;;;X
U37;联合波罗的海公国;;;;;;;;;;X
U39;哈塔伊州;;;;;;;;;;X
U40;德控奥斯特兰;;;;;;;;;;X
U41;德控乌克兰;;;;;;;;;;X
U42;德控高加索;;;;;;;;;;X
U43;德控莫斯科;;;;;;;;;;X
U44;德控波兰军政府;;;;;;;;;;X
U45;德控挪威;;;;;;;;;;X
U46;德控荷兰;;;;;;;;;;X
U47;德控法国北部和比利时;;;;;;;;;;X
U48;德控土耳其;;;;;;;;;;X
U49;意属东非;;;;;;;;;;X
U50;汉志;;;;;;;;;;X
U51;卡塔尔;;;;;;;;;;X
U52;哈伊勒王国;;;;;;;;;;X
U53;特鲁西尔联合国;;;;;;;;;;X
U54;西乌克兰人民共和国;;;;;;;;;;X
U55;山地共和国;;;;;;;;;;X
U56;自由乌克兰;;;;;;;;;;X
U57;墨西哥立宪党;;;;;;;;;;X
U58;墨西哥革命党;;;;;;;;;;X
U59;墨西哥民族党;;;;;;;;;;X
U60;纽芬兰;;;;;;;;;;X
U61;顿河共和国;;;;;;;;;;X
U62;远东军队;;;;;;;;;;X
U63;捷克斯洛伐克军团;;;;;;;;;;X
U64;东清铁路区;;;;;;;;;;X
U65;克里米亚;;;;;;;;;;X
U66;班都斯与马其顿省公国;;;;;;;;;;X
U67;奉系军阀;;;;;;;;;;X
U68;希瓦汗国;;;;;;;;;;X
U69;布哈拉;;;;;;;;;;X
U70;乌干达;;;;;;;;;;X
U71;北爱尔兰自治区;;;;;;;;;;X
U72;越南民主共和国;;;;;;;;;;X
U73;英格兰;;;;;;;;;;X
U74;华北政务委员会;;;;;;;;;;X
U75;新加坡;;;;;;;;;;X
U76;威尔士;;;;;;;;;;X
U77;大哥伦比亚;;;;;;;;;;X
U78;中美洲联盟;;;;;;;;;;X
U79;西印度群岛联盟;;;;;;;;;;X
U80;克什米尔;;;;;;;;;;X
U81;上沃尔特;;;;;;;;;;X
U82;中部非洲;;;;;;;;;;X
U83;锡兰;;;;;;;;;;X
U84;乍得;;;;;;;;;;X
U85;刚果-布拉扎维;;;;;;;;;;X
U86;冈比亚;;;;;;;;;;X
U87;南京国民政府;;;;;;;;;;X
U88;象牙海岸;;;;;;;;;;X
U89;牙买加;;;;;;;;;;X
U90;肯尼亚;;;;;;;;;;X
U91;科威特;;;;;;;;;;X
U92;马耳他;;;;;;;;;;X
U93;毛里塔尼亚;;;;;;;;;;X
U94;尼日尔;;;;;;;;;;X
U95;卢旺达;;;;;;;;;;X
U96;塞内加尔;;;;;;;;;;X
U97;坦噶尼喀;;;;;;;;;;X
U98;特立尼达和多巴哥;;;;;;;;;;X
U99;多哥;;;;;;;;;;X
UAP;非洲民众国;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
CON_-;-;;;;;;;;;;x
CON_Africa;非洲 ;;;;;;;;;;x
CON_Asia;亚洲 ;;;;;;;;;;x
CON_Europe;欧洲 ;;;;;;;;;;x
CON_NAmerica;北美洲 ;;;;;;;;;;x
CON_Oceania;大洋州 ;;;;;;;;;;x
CON_SAmerica;南美洲 ;;;;;;;;;;x
#;;;;;;;;;;;x
AREA_-;-;;;;;;;;;;x
AREA_ADELAIDE;阿德莱德 ;;;;;;;;;;X
AREA_AFGHANISTAN;阿富汗 ;;;;;;;;;;X
AREA_AGATS;阿加兹 ;;;;;;;;;;X
AREA_ALABAMA;亚拉巴马 ;;;;;;;;;;X
AREA_ALASKA;阿拉斯加 ;;;;;;;;;;X
AREA_ALASKAN_ARCHIPELAGO;东阿留申 ;;;;;;;;;;X
AREA_ALBANIA;阿尔巴尼亚 ;;;;;;;;;;X
AREA_ALBERTA;艾伯塔 ;;;;;;;;;;X
AREA_ALGERIAN_COAST;阿尔及利亚海岸 ;;;;;;;;;;X
AREA_ALICE_SPRINGS;宁夏 ;;;;;;;;;;X
AREA_ALPES_PROVENCE;阿尔卑斯-普罗旺斯 ;;;;;;;;;;X
AREA_AMUR;阿穆尔 ;;;;;;;;;;X
AREA_ANATOLIAN_NORTH_COAST;安纳托利亚北海岸 ;;;;;;;;;;X
AREA_ANATOLIAN_SOUTH_COAST;安纳托利亚南海岸 ;;;;;;;;;;X
AREA_ANGOLAN_COAST;安哥拉海岸 ;;;;;;;;;;X
AREA_ANGOLAN_PLAINS;安哥拉平原 ;;;;;;;;;;X
AREA_ANHUI;安徽 ;;;;;;;;;;X
AREA_ANTILLES;安的列斯群岛 ;;;;;;;;;;X
AREA_APPENNINE_RIDGE;亚平宁山脉 ;;;;;;;;;;X
AREA_AQUITAINE;阿基坦 ;;;;;;;;;;X
AREA_ARABIAN_DESERT;阿拉伯沙漠 ;;;;;;;;;;X
AREA_ARIZONA;亚利桑那 ;;;;;;;;;;X
AREA_ARKANSAS;阿肯色 ;;;;;;;;;;X
AREA_ARKHANGELSK;阿尔汉格尔斯克 ;;;;;;;;;;X
AREA_ARMENIA_AZERBAIJAN;亚美尼亚-阿塞拜疆 ;;;;;;;;;;X
AREA_ASTRAKHAN;阿斯特拉罕 ;;;;;;;;;;X
AREA_ASUNCION;亚松森 ;;;;;;;;;;X
AREA_ATTICA;阿提卡 ;;;;;;;;;;X
AREA_AUSTRIA;奥地利 ;;;;;;;;;;X
AREA_BABO;巴博 ;;;;;;;;;;X
AREA_BADEN_WURTTEMBERG;巴登-符腾堡 ;;;;;;;;;;X
AREA_BAHAMAS_ISLANDS;巴哈马 ;;;;;;;;;;X
AREA_BALEARES;巴利阿里 ;;;;;;;;;;X
AREA_BAVARIA;巴伐利亚 ;;;;;;;;;;X
AREA_BECHUANALAND;贝专纳兰 ;;;;;;;;;;X
AREA_BENGAL;孟加拉 ;;;;;;;;;;X
AREA_BENGAZI;班加西 ;;;;;;;;;;X
AREA_BERMUDA;百慕大 ;;;;;;;;;;X
AREA_BESSARABIA;比萨拉比亚 ;;;;;;;;;;X
AREA_BOHEMIA;波希米亚 ;;;;;;;;;;X
AREA_BOMBAY;孟买 ;;;;;;;;;;X
AREA_BONIN;小笠原 ;;;;;;;;;;X
AREA_BOSNIA;波斯尼亚 ;;;;;;;;;;X
AREA_BOSPORUS;博斯普鲁斯 ;;;;;;;;;;X
AREA_BOUGAINVILLE;布干维尔 ;;;;;;;;;;X
AREA_BOURGOGNE_CHAMPAGNE;勃艮第-香槟 ;;;;;;;;;;X
AREA_BRANDENBURG;勃兰登堡 ;;;;;;;;;;X
AREA_BRASILIA;巴西利亚 ;;;;;;;;;;X
AREA_BREST_LITOVSK;布列斯特-利托夫斯克 ;;;;;;;;;;X
AREA_BRISBANE;布里斯班 ;;;;;;;;;;X
AREA_BRITISH_COLUMBIA;不列颠-哥伦比亚 ;;;;;;;;;;X
AREA_BRITTANY;布列塔尼 ;;;;;;;;;;X
AREA_BULGARIA;保加利亚 ;;;;;;;;;;X
AREA_BURMA;南缅甸 ;;;;;;;;;;X
AREA_CAIRNS;凯恩斯 ;;;;;;;;;;X
AREA_CALIFORNIA;加利福尼亚 ;;;;;;;;;;X
AREA_CAMEROONIAN_JUNGLE;喀麦隆丛林 ;;;;;;;;;;X
AREA_CANARIAS;加那利群岛 ;;;;;;;;;;X
AREA_CANTABRIC_CHAIN;坎塔布连山脉 ;;;;;;;;;;X
AREA_CAP_VERDE_ISLANDS;佛得角 ;;;;;;;;;;X
AREA_CAPE;开普 ;;;;;;;;;;X
AREA_CARACAS;加拉加斯 ;;;;;;;;;;X
AREA_CAROLINESE;加罗林群岛 ;;;;;;;;;;X
AREA_CATALONIA;加泰罗尼亚 ;;;;;;;;;;X
AREA_CELEBES;西里伯斯岛 ;;;;;;;;;;X
AREA_CENTRAL_AFRICA_DESERT;中非沙漠 ;;;;;;;;;;X
AREA_CENTRAL_AFRICA_PLAINS;中非平原 ;;;;;;;;;;X
AREA_CENTRAL_FINLAND;芬兰中部 ;;;;;;;;;;X
AREA_CENTRAL_ITALY;意大利中部 ;;;;;;;;;;X
AREA_CENTRAL_NORWAY;挪威中部 ;;;;;;;;;;X
AREA_CENTRAL_RAINFORESTS;中部雨林 ;;;;;;;;;;X
AREA_CENTRAL_SERBIA;塞尔维亚中部 ;;;;;;;;;;X
AREA_CENTRAL_SPAIN;西班牙中部 ;;;;;;;;;;X
AREA_CENTRAL_TURKEY;土耳其中部 ;;;;;;;;;;X
AREA_CHAHAR;察哈尔 ;;;;;;;;;;X
AREA_CHIHUAHUA;奇瓦瓦 ;;;;;;;;;;X
AREA_CHILE;智利 ;;;;;;;;;;X
AREA_CHILEAN_ARCHIPELAGO;智利列岛 ;;;;;;;;;;X
AREA_COLORADO;科罗拉多 ;;;;;;;;;;X
AREA_CONNECTICUT_RHODE_ISLAND;康涅狄格-罗得岛 ;;;;;;;;;;X
AREA_CONTINENTAL_SPAIN;西班牙大陆 ;;;;;;;;;;X
AREA_COSTA_DEL_SOL;太阳海岸 ;;;;;;;;;;X
AREA_CROATIA;克罗地亚 ;;;;;;;;;;X
AREA_CUBA;古巴 ;;;;;;;;;;X
AREA_DANAKIL_PLATEAU;鲁塞尼亚 ;;;;;;;;;;X
AREA_DARWIN;达尔文 ;;;;;;;;;;X
AREA_DECCAR;德干高原 ;;;;;;;;;;X
AREA_DELHI;德里 ;;;;;;;;;;X
AREA_DELTA;尼罗河三角洲 ;;;;;;;;;;X
AREA_DENMARK;丹麦 ;;;;;;;;;;X
AREA_DIEGO_GARCIA_ISLAND;迪戈加西亚岛 ;;;;;;;;;;X
AREA_DNEPROPRETOVSK;第聂伯罗彼得罗夫斯克 ;;;;;;;;;;X
AREA_EAST_ANDALUCIA;东安达卢西亚 ;;;;;;;;;;X
AREA_EAST_ATLAS;东阿特拉斯山 ;;;;;;;;;;X
AREA_EAST_ENGLAND;东英格兰 ;;;;;;;;;;X
AREA_EAST_JAVA;东爪哇 ;;;;;;;;;;X
AREA_EAST_PERSIA;东波斯 ;;;;;;;;;;X
AREA_EAST_PRUSSIA;东普鲁士 ;;;;;;;;;;X
AREA_EAST_SERBIA;东塞尔维亚 ;;;;;;;;;;X
AREA_EASTERN_ANATOLIA;东安纳托利亚 ;;;;;;;;;;X
AREA_EASTERN_GHAT;东高止山脉 ;;;;;;;;;;X
AREA_EASTERN_HUNGARY;东匈牙利 ;;;;;;;;;;X
AREA_EGYPTIAN_COAST;埃及海岸 ;;;;;;;;;;X
AREA_EIRE;爱尔兰 ;;;;;;;;;;X
AREA_EL_ALAMEIN;阿拉曼 ;;;;;;;;;;X
AREA_EL_RIF;里夫 ;;;;;;;;;;X
AREA_ESPIRTU_SANTO;圣埃斯皮里图 ;;;;;;;;;;X
AREA_ESTONIA;爱沙尼亚 ;;;;;;;;;;X
AREA_ETHIOPIAN_HIGHLAND;埃塞俄比亚高原 ;;;;;;;;;;X
AREA_FIJI;斐济 ;;;;;;;;;;X
AREA_FLANDERS;佛兰德斯 ;;;;;;;;;;X
AREA_FLORES_TIMOR;弗洛勒斯-帝汶 ;;;;;;;;;;X
AREA_FLORIDA;佛罗里达 ;;;;;;;;;;X
AREA_FUJIAN;福建 ;;;;;;;;;;X
AREA_GABES;加贝斯 ;;;;;;;;;;X
AREA_GANSU;甘肃 ;;;;;;;;;;X
AREA_GEORGIA;佐治亚 ;;;;;;;;;;X
AREA_GOETALAND;哥塔兰 ;;;;;;;;;;X
AREA_GOLD_COAST;黄金海岸 ;;;;;;;;;;X
AREA_GREEK_ISLAND;希腊诸岛 ;;;;;;;;;;X
AREA_GRODNO;格罗德诺 ;;;;;;;;;;X
AREA_GUADALCANAL;瓜达尔卡纳尔 ;;;;;;;;;;X
AREA_GUANGDONG;广东 ;;;;;;;;;;X
AREA_GUANGXI;广西 ;;;;;;;;;;X
AREA_GUAYANA;圭亚那 ;;;;;;;;;;X
